cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-mupNSh,ACH-000287,1,,,NUDUL1,PT-BE4b5QbU,,,gs://ccle_bams/hybrid_capture/NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/hybrid_capture/NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,central_nervous_system,Lymphoma,non_hodgkin_lymphoma,DLBCL,lymphocyte,,,hybrid_capture,,,CCLE line,CCLE2,26/7/2010,,,,6et51Q==,,,,,,,,,,
CDS-O0Dmst,ACH-000761,1,,,NUGC2,PT-CEJILqWD,,,gs://ccle_bams/hybrid_capture/NUGC-2.bam,gs://ccle_bams/hybrid_capture/NUGC-2.bai,,Female,,lymph_node,Gastric Cancer,gastric_adenocarcinoma,,gastric,,,hybrid_capture,,,CCLE line,CCLE2,10/0/2012,,,,/Yr1Pw==,,,,,,,,,,
CDS-J0Pw3n,ACH-000911,1,,,NUGC3,PT-CqURgHoN,,,gs://ccle_bams/hybrid_capture/NUGC3_STOMACH.bam,gs://ccle_bams/hybrid_capture/NUGC3_STOMACH.bai,,Male,,soft_tissue,Gastric Cancer,gastric_adenocarcinoma,,gastric,,,hybrid_capture,,,CCLE line,CCLE2,18/1/2010,,,,BV/XPg==,,,,,,,,,,
CDS-44vVpC,ACH-000674,1,,,NUGC4,PT-nfMVST2D,,,gs://ccle_bams/hybrid_capture/NUGC4_STOMACH.bam,gs://ccle_bams/hybrid_capture/NUGC4_STOMACH.bai,,Female,,lymph_node,Gastric Cancer,gastric_adenocarcinoma,diffuse_gastric,gastric,,,hybrid_capture,,,CCLE line; Diffuse gastric cancer,CCLE2,6/1/2010,,,,ytXoBA==,,,,,,,,,,
CDS-hvgYm3,ACH-000116,1,,,OAW28,PT-hYj6Qxhv,,,gs://ccle_bams/hybrid_capture/OAW28_OVARY.bam,gs://ccle_bams/hybrid_capture/OAW28_OVARY.bai,,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,hybrid_capture,,,CCLE line,CCLE2,26/7/2010,,,,vfCRiQ==,,,,,,,,,,
CDS-CozEOH,ACH-000704,1,,,OAW42,PT-81Gv9Ry6,,,gs://ccle_bams/hybrid_capture/OAW42_OVARY.bam,gs://ccle_bams/hybrid_capture/OAW42_OVARY.bai,,Female,,ascites,Ovarian Cancer,ovary_carcinoma,,ovary,,,hybrid_capture,,,CCLE line,CCLE2,13/11/2010,,,,PGyf6w==,,,,,,,,,,
CDS-OH3cDj,ACH-001145,1,,,OC316,PT-CJk9GH81,,,gs://ccle_bams/hybrid_capture/OC316_OVARY.bam,gs://ccle_bams/hybrid_capture/OC316_OVARY.bai,,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,serous,ovary,,,hybrid_capture,,,"CCLE line; Identical lines: OC314, OC315 and OC316 share high SNP identity",CCLE2,13/11/2010,,,,6gQ/NA==,,,,,,,,,,
CDS-5fdhbt,ACH-000113,1,,,OCIAML2,PT-qEa2rVra,,,gs://ccle_bams/hybrid_capture/OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/hybrid_capture/OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M4,blood,,,hybrid_capture,,,CCLE line; no known fusion; p53 WT; NRAS mut; DNMT3A mut,CCLE2,23/8/2010,,,,LL31wg==,,,,,,,,,,
CDS-j5QWAy,ACH-000336,1,,,OCIAML3,PT-m1wC6PYG,,,gs://ccle_bams/hybrid_capture/OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/hybrid_capture/OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M4,blood,,,hybrid_capture,,,CCLE line; CALM-AF10; p53 mut; NRAS mut; p10 mut,CCLE2,26/7/2010,,,,e/eeFw==,,,,,,,,,,
CDS-XDMVvw,ACH-000065,1,,,OCIAML5,PT-ePyUSrmn,,,gs://ccle_bams/hybrid_capture/OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/hybrid_capture/OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,,blood,,,hybrid_capture,,,CCLE line; no known fusion; p53 WT; RAS WT; PTPN11 mut,CCLE2,20/8/2010,,,,wUR/OQ==,,,,,,,,,,
CDS-8gsMUO,ACH-001146,1,,,OCILY10,PT-LuRbW6uA,,,gs://ccle_bams/hybrid_capture/OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/hybrid_capture/OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,lymph_node,Lymphoma,non_hodgkin_lymphoma,DLBCL,lymphocyte,,,hybrid_capture,,,CCLE line,CCLE2,15/7/2010,,,,YIb3QA==,,,,,,,,,,
CDS-Y2ufEe,ACH-000124,1,,,OCILY19,PT-DXkqDJ8Y,,,gs://ccle_bams/hybrid_capture/OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/hybrid_capture/OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,bone_marrow,Lymphoma,non_hodgkin_lymphoma,DLBCL,lymphocyte,,,hybrid_capture,,,CCLE line,CCLE2,26/7/2010,,,,Hj1fnw==,,,,,,,,,,
CDS-WVAJph,ACH-000158,1,,,OCILY3,PT-kD5WeKAQ,,,gs://ccle_bams/hybrid_capture/OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/hybrid_capture/OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,bone_marrow,Lymphoma,non_hodgkin_lymphoma,DLBCL,lymphocyte,,,hybrid_capture,,,Received from CCLE; originally academic lab,CCLE2,24/8/2010,,,,KGmMEw==,,,,,,,,,,
CDS-vSUym7,ACH-000751,1,,,OCIM1,PT-5y75Ffpw,,,gs://ccle_bams/hybrid_capture/OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/hybrid_capture/OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Unknown,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M6,blood,,,hybrid_capture,,,"CCLE line; no known fusion; p53 mut; RAS WT; EVI high; JAK1 mut, JAK3 mut",CCLE2,6/9/2010,,,,BWUvHw==,,,,,,,,,,
CDS-ozCg40,ACH-000247,1,,,OCUM1,PT-PGk0mLZH,,,gs://ccle_bams/hybrid_capture/OCUM1_STOMACH.bam,gs://ccle_bams/hybrid_capture/OCUM1_STOMACH.bai,,Female,,stomach,Gastric Cancer,gastric_adenocarcinoma,diffuse_gastric,gastric,,,hybrid_capture,,,"CCLE line; poorly differentiated, Borrmann Type IV; Diffuse gastric cancer",CCLE2,28/7/2010,,,,m73ASQ==,,,,,,,,,,
CDS-d2CVgp,ACH-000679,1,,,OE19,PT-WVUQaFeU,,,gs://ccle_bams/hybrid_capture/OE19_OESOPHAGUS.bam,gs://ccle_bams/hybrid_capture/OE19_OESOPHAGUS.bai,,Male,,oesophagus,Esophageal Cancer,esophagus_squamous,laryngeal,esophagus,,,hybrid_capture,,,CCLE line; Laryngeal squamous cell carcinoma,CCLE2,27/7/2010,,,,DXYIiA==,,,,,,,,,,
CDS-ZiVtNh,ACH-000544,1,,,OE21,PT-AcxqJtFb,,,gs://ccle_bams/hybrid_capture/OE21_OESOPHAGUS.bam,gs://ccle_bams/hybrid_capture/OE21_OESOPHAGUS.bai,,Male,,oesophagus,Esophageal Cancer,esophagus_squamous,,esophagus,,,hybrid_capture,,,CCLE line,CCLE2,5/1/2010,,,,vksBeA==,,,,,,,,,,
CDS-uOlObO,ACH-000383,1,,,OE33,PT-XvtQ99Uq,,,gs://ccle_bams/hybrid_capture/OE33_OESOPHAGUS.bam,gs://ccle_bams/hybrid_capture/OE33_OESOPHAGUS.bai,,Female,,oesophagus,Esophageal Cancer,esophagus_adenocarcinoma,,esophagus,,,hybrid_capture,,,CCLE line,CCLE2,23/7/2010,,,,Kwc8jg==,,,,,,,,,,
CDS-qjGLgV,ACH-000013,1,,,ONCODG1,PT-VPEr3Syq,,,gs://ccle_bams/hybrid_capture/ONCODG1_OVARY.bam,gs://ccle_bams/hybrid_capture/ONCODG1_OVARY.bai,ACH-000001,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,hybrid_capture,,,CCLE line; High grade ovarian serous adenocarcinoma; Identical lines: NIH:OVCAR-3 and ONCO-DG-1 share high SNP identity. Likely to be NIH:OVCAR-3,CCLE2,12/8/2010,,,,RxHJWQ==,,,,,,,,,,
CDS-caFEq5,ACH-000776,1,,,ONS76,PT-NvdmCxE0,,,gs://ccle_bams/hybrid_capture/ONS76_CENTRAL_NERVOUS_SYSTEM.bam,gs://ccle_bams/hybrid_capture/ONS76_CENTRAL_NERVOUS_SYSTEM.bai,,Female,,central_nervous_system,Brain Cancer,medulloblastoma,,central_nervous_system,,,hybrid_capture,,,CCLE line; non-MYC,CCLE2,24/7/2010,,,,8gkwRw==,,,,,,,,,,
CDS-PCfo7W,ACH-000024,1,,,OPM2,PT-g3hDCeWP,,,gs://ccle_bams/hybrid_capture/OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/hybrid_capture/OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,haematopoietic_and_lymphoid_tissue,Myeloma,multiple_myeloma,,plasma_cell,,,hybrid_capture,,,CCLE line; same patient as OPM-1,CCLE2,4/8/2010,,,,xVzCGg==,,,,,,,,,,
CDS-DTHMAF,ACH-000159,1,,,OSRC2,PT-WIJs1WIe,,,gs://ccle_bams/hybrid_capture/OSRC2_KIDNEY.bam,gs://ccle_bams/hybrid_capture/OSRC2_KIDNEY.bai,,Male,,kidney,Kidney Cancer,renal_cell_carcinoma,,kidney,,,hybrid_capture,,,CCLE line,CCLE2,13/11/2010,,,,IdVstA==,,,,,,,,,,
CDS-vQIE9x,ACH-000296,1,,,OUMS23,PT-ARCAAmFN,,,gs://ccle_bams/hybrid_capture/OUMS23_LARGE_INTESTINE.bam,gs://ccle_bams/hybrid_capture/OUMS23_LARGE_INTESTINE.bai,,Male,,pericardial_effusion,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,hybrid_capture,,,CCLE line,CCLE2,8/8/2010,,,,jlw+iQ==,,,,,,,,,,
CDS-98E0d2,ACH-001150,1,,,OUMS27,PT-7YGtQOAC,,,gs://ccle_bams/hybrid_capture/OUMS27_BONE.bam,gs://ccle_bams/hybrid_capture/OUMS27_BONE.bai,,Male,,bone,Bone Cancer,chondrosarcoma,,bone,,,hybrid_capture,,,CCLE line,CCLE2,13/11/2010,,,,owtkdg==,,,,,,,,,,
CDS-7Aezpw,ACH-000091,1,,,OV56,PT-WDnE3Zsm,,,gs://ccle_bams/hybrid_capture/OV56_OVARY.bam,gs://ccle_bams/hybrid_capture/OV56_OVARY.bai,,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,serous,ovary,,,hybrid_capture,,,CCLE line,CCLE2,19/7/2010,,,,mw5iaQ==,,,,,,,,,,
CDS-uswWga,ACH-000688,1,,,OV7,PT-0OL9OE9S,,,gs://ccle_bams/hybrid_capture/OV7.bam,gs://ccle_bams/hybrid_capture/OV7.bai,,Female,,ovary,Ovarian Cancer,ovary_adenocarcinoma,mixed_serous_clear_cell,ovary,,,hybrid_capture,,,CCLE line; mixed serous and clear cell,CCLE2,10/0/2012,,,,fXZyQA==,,,,,,,,,,
CDS-IBDrrJ,ACH-000291,1,,,OV90,PT-YZ5K2zbX,,,gs://ccle_bams/hybrid_capture/OV90_OVARY.bam,gs://ccle_bams/hybrid_capture/OV90_OVARY.bai,,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,hybrid_capture,,,CCLE line; papillary serous adenocarcinoma,CCLE2,21/5/2010,,,,ncoXsA==,,,,,,,,,,
CDS-Nh2Wom,ACH-000617,1,,,OVCAR4,PT-HnqFNipn,,,gs://ccle_bams/hybrid_capture/OVCAR4_OVARY.bam,gs://ccle_bams/hybrid_capture/OVCAR4_OVARY.bai,,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,hybrid_capture,,,CCLE line; High grade ovarian serous adenocarcinoma,CCLE2,18/5/2010,,,,tmmIfQ==,,,,,,,,,,
CDS-FhlPDy,ACH-000696,1,,,OVCAR8,PT-lYsCMlZ7,,,gs://ccle_bams/hybrid_capture/OVCAR8_OVARY.bam,gs://ccle_bams/hybrid_capture/OVCAR8_OVARY.bai,,Female,,ovary,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,hybrid_capture,,,CCLE line,CCLE2,23/6/2010,,,,NfnYmQ==,,,,,,,,,,
CDS-Y6TG2i,ACH-000527,1,,,OVISE,PT-viihlr3c,,,gs://ccle_bams/hybrid_capture/OVISE_OVARY.bam,gs://ccle_bams/hybrid_capture/OVISE_OVARY.bai,,Female,,bone,Ovarian Cancer,ovary_adenocarcinoma,clear_cell,ovary,,,hybrid_capture,,,CCLE line; clear cell adenocarcinoma,CCLE2,25/8/2010,,,,9rSRqw==,,,,,,,,,,
CDS-RNn392,ACH-000947,1,,,OVK18,PT-50Uf01MO,,,gs://ccle_bams/hybrid_capture/OVK18_OVARY.bam,gs://ccle_bams/hybrid_capture/OVK18_OVARY.bai,,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,endometrioid,ovary,,,hybrid_capture,,,CCLE line; hypermutated,CCLE2,23/11/2010,,,,ruF7FA==,,,,,,,,,,
CDS-ASBUWk,ACH-000443,1,,,OVKATE,PT-vTz856OJ,,,gs://ccle_bams/hybrid_capture/OVKATE_OVARY.bam,gs://ccle_bams/hybrid_capture/OVKATE_OVARY.bai,,Female,,ovary,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,hybrid_capture,,,CCLE line; high grade serous papillary adenocarcinoma,CCLE2,24/6/2010,,,,bCMmcA==,,,,,,,,,,
CDS-NSr2dh,ACH-000646,1,,,OVMANA,PT-LqRbsPzN,,,gs://ccle_bams/hybrid_capture/OVMANA_OVARY.bam,gs://ccle_bams/hybrid_capture/OVMANA_OVARY.bai,,Female,,ovary,Ovarian Cancer,ovary_adenocarcinoma,clear_cell,ovary,,,hybrid_capture,,,CCLE line; clear cell adenocarcinoma,CCLE2,7/7/2010,,,,zDpsSg==,,,,,,,,,,
CDS-oUXp7N,ACH-000409,1,,,OVSAHO,PT-ZccApzLn,,,gs://ccle_bams/hybrid_capture/OVSAHO_OVARY.bam,gs://ccle_bams/hybrid_capture/OVSAHO_OVARY.bai,,Female,,abdomen,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,hybrid_capture,,,CCLE line; High grade ovarian serous adenocarcinoma,CCLE2,22/7/2010,,,,6evtIw==,,,,,,,,,,
CDS-JStJXj,ACH-000663,1,,,OVTOKO,PT-inzvFK6Y,,,gs://ccle_bams/hybrid_capture/OVTOKO_OVARY.bam,gs://ccle_bams/hybrid_capture/OVTOKO_OVARY.bai,,Female,,spleen,Ovarian Cancer,ovary_adenocarcinoma,clear_cell,ovary,,,hybrid_capture,,,CCLE line,CCLE2,23/6/2010,,,,dxo5wg==,,,,,,,,,,
CDS-KNx1QW,ACH-000372,1,,,P12ICHIKAWA,PT-uD5zXGew,,,gs://ccle_bams/hybrid_capture/P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/hybrid_capture/P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,t_cell,blood,,,hybrid_capture,,,CCLE line,CCLE2,27/7/2010,,,,niZpHA==,,,,,,,,,,
CDS-i9zRbm,ACH-000770,1,,,P31FUJ,PT-CWCoRRzl,,,gs://ccle_bams/hybrid_capture/P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/hybrid_capture/P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M5,blood,,,hybrid_capture,,,"CCLE line; no known fusion; p53 WT; RAS WT; BRAF mut, DNMT3A mut",CCLE2,8/8/2010,,,,GVq76w==,,,,,,,,,,
CDS-JSGMNb,ACH-000707,1,,,P3HR1,PT-N1eRWmmg,,,gs://ccle_bams/hybrid_capture/P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/hybrid_capture/P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,ascites,Lymphoma,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,,,hybrid_capture,,,CCLE line; The 2B8 cell line is a HAT sensitive fusion cell line derived from the P3HR-1 Burkitt&#39;s lymphoma cell line. The P3HR-1 line is a clonally derived subline of Jiyoye (ATCC) .,CCLE2,26/6/2010,,,,jtBdEQ==,,,,,,,,,,
CDS-cZrflu,ACH-000022,1,,,PATU8988S,PT-8ekPbQyK,,,gs://ccle_bams/hybrid_capture/PA-TU-8988S.bam,gs://ccle_bams/hybrid_capture/PA-TU-8988S.bai,,Female,,liver,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,hybrid_capture,,,CCLE line; PA-TU-8988T &amp; PA-TU-8988S derived from the same patient (DSMZ).,CCLE2,10/0/2012,,,,6Ugbgw==,,,,,,,,,,
CDS-ySlsI5,ACH-000023,1,,,PATU8988T,PT-8ekPbQyK,,,gs://ccle_bams/hybrid_capture/PA-TU-8988T.bam,gs://ccle_bams/hybrid_capture/PA-TU-8988T.bai,,Female,,liver,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,hybrid_capture,,,CCLE line; PA-TU-8988T &amp; PA-TU-8988S derived from the same patient (DSMZ).,CCLE2,10/0/2012,,,,kHzTzw==,,,,,,,,,,
CDS-R2mgog,ACH-000164,1,,,PANC1,PT-5xYdQU9u,,,gs://ccle_bams/hybrid_capture/PANC-1.bam,gs://ccle_bams/hybrid_capture/PANC-1.bai,,Male,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,hybrid_capture,,,CCLE line,CCLE2,10/0/2012,,,,uhIivQ==,,,,,,,,,,
CDS-eCMLSF,ACH-000042,1,,,PANC0203,PT-qxxuwjhr,,,gs://ccle_bams/hybrid_capture/PANC0203_PANCREAS.bam,gs://ccle_bams/hybrid_capture/PANC0203_PANCREAS.bai,,Female,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,hybrid_capture,,,CCLE line,CCLE2,26/6/2010,,,,E7bn6w==,,,,,,,,,,
CDS-ClAjsN,ACH-000031,1,,,PANC0213,PT-ZtuTrfvE,,,gs://ccle_bams/hybrid_capture/PANC0213_PANCREAS.bam,gs://ccle_bams/hybrid_capture/PANC0213_PANCREAS.bai,,Female,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,hybrid_capture,,,CCLE line,CCLE2,7/8/2010,,,,1KDT2w==,,,,,,,,,,
CDS-R0RrHQ,ACH-000139,1,,,PANC0327,PT-ZxJmK9lC,,,gs://ccle_bams/hybrid_capture/PANC0327_PANCREAS.bam,gs://ccle_bams/hybrid_capture/PANC0327_PANCREAS.bai,,Female,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,hybrid_capture,,,CCLE line,CCLE2,18/1/2010,,,,lIuaTg==,,,,,,,,,,
CDS-IQ6QXo,ACH-000235,1,,,PANC0403,PT-BkZr4ol9,,,gs://ccle_bams/hybrid_capture/PANC0403_PANCREAS.bam,gs://ccle_bams/hybrid_capture/PANC0403_PANCREAS.bai,,Male,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,hybrid_capture,,,CCLE line,CCLE2,23/6/2010,,,,dUv9Vg==,,,,,,,,,,
CDS-WDCTaH,ACH-000417,1,,,PANC0813,PT-OhPNyCJo,,,gs://ccle_bams/hybrid_capture/PANC0813_PANCREAS.bam,gs://ccle_bams/hybrid_capture/PANC0813_PANCREAS.bai,,Male,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,hybrid_capture,,,CCLE line,CCLE2,8/8/2010,,,,YmlnWg==,,,,,,,,,,
CDS-XXDLDv,ACH-000599,1,,,PATU8902,PT-9094NUYc,,,gs://ccle_bams/hybrid_capture/PATU8902_PANCREAS.bam,gs://ccle_bams/hybrid_capture/PATU8902_PANCREAS.bai,,Female,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,hybrid_capture,,,CCLE line; exocrine adenocarcinoma,CCLE2,24/7/2010,,,,dKfHxQ==,,,,,,,,,,
CDS-hJuAAK,ACH-000030,1,,,PC14,PT-XVQ1Y2oE,,,gs://ccle_bams/hybrid_capture/PC14_LUNG.bam,gs://ccle_bams/hybrid_capture/PC14_LUNG.bai,,Male,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,hybrid_capture,,,CCLE line; PC-14 was originally deposited with the Riken BioResource Center as a cell line derived from human lung adenocarcinoma (undifferentiated type) in 1989. The RIKEN BioResource Center subsequently informed the European Collection of Cell Cultures (ECACC) tha,CCLE2,24/7/2010,,,,O+KSvw==,,,,,,,,,,
CDS-ejK3dN,ACH-000090,1,,,PC3,PT-nhGSPPvm,,,gs://ccle_bams/hybrid_capture/PC3_PROSTATE.bam,gs://ccle_bams/hybrid_capture/PC3_PROSTATE.bai,,Male,,bone,Prostate Cancer,prostate_adenocarcinoma,,prostate,,,hybrid_capture,,,CCLE line,CCLE2,18/1/2010,,,,2JPIrw==,,,,,,,,,,
CDS-iJS8Bh,ACH-001162,1,,,PCM6,PT-wTysRSvG,,,gs://ccle_bams/hybrid_capture/PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/hybrid_capture/PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,haematopoietic_and_lymphoid_tissue,Myeloma,multiple_myeloma,,plasma_cell,,,hybrid_capture,,,CCLE line,CCLE2,23/11/2010,,,,xnKIxw==,,,,,,,,,,
CDS-1o1Gi5,ACH-000619,1,,,PECAPJ15,PT-SRaYs4DH,,,gs://ccle_bams/hybrid_capture/PECAPJ15_UPPER_AERODIGESTIVE_TRACT.bam,gs://ccle_bams/hybrid_capture/PECAPJ15_UPPER_AERODIGESTIVE_TRACT.bai,,Male,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,hybrid_capture,,,CCLE line,CCLE2,10/8/2010,,,,pZvmlg==,,,,,,,,,,
CDS-CDKqrm,ACH-000606,1,,,PECAPJ34CLONEC12,PT-aAQfp9mY,,,gs://ccle_bams/hybrid_capture/PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT.bam,gs://ccle_bams/hybrid_capture/PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT.bai,,Male,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,basaloid,upper_aerodigestive,,,hybrid_capture,,,CCLE line,CCLE2,23/7/2010,,,,CUxY9w==,,,,,,,,,,
CDS-fJTa30,ACH-000732,1,,,PECAPJ41CLONED2,PT-u16MajQZ,,,gs://ccle_bams/hybrid_capture/PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT.bam,gs://ccle_bams/hybrid_capture/PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT.bai,,Female,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,hybrid_capture,,,CCLE line,CCLE2,14/8/2010,,,,QiTnxQ==,,,,,,,,,,
CDS-0pGBXq,ACH-000735,1,,,PECAPJ49,PT-AQcjM14E,,,gs://ccle_bams/hybrid_capture/PECAPJ49_UPPER_AERODIGESTIVE_TRACT.bam,gs://ccle_bams/hybrid_capture/PECAPJ49_UPPER_AERODIGESTIVE_TRACT.bai,,Male,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,hybrid_capture,,,CCLE line,CCLE2,20/8/2010,,,,6eSatw==,,,,,,,,,,
CDS-ZpaQ8I,ACH-000519,1,,,PEER,PT-q44O3eG3,,,gs://ccle_bams/hybrid_capture/PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/hybrid_capture/PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,t_cell,blood,,,hybrid_capture,,,"CCLE line; Established from the peripheral blood of a 4-year-old girl with T cell acute lymphoblastic leukemia (T-ALL) in second relapse in 1977; cell lines BE-13 and PEER show identical DNA fingerprints (DSMZ) and hence share common origin, presumably due to cross-",CCLE2,13/11/2010,,,,GZPXuw==,,,,,,,,,,
CDS-8pBfIW,ACH-000937,1,,,PF382,PT-xcAvzyDx,,,gs://ccle_bams/hybrid_capture/PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/hybrid_capture/PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,pleural_effusion,Leukemia,ALL,t_cell,blood,,,hybrid_capture,,,Received from Kim Stegmaier,CCLE2,23/8/2010,,,,1zGwYQ==,,,,,,,,,,
CDS-iuISAE,ACH-000140,1,,,PFEIFFER,PT-tm0RhrBA,,,gs://ccle_bams/hybrid_capture/PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://ccle_bams/hybrid_capture/PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,pleural_effusion,Lymphoma,non_hodgkin_lymphoma,DLBCL,lymphocyte,,,hybrid_capture,,,CCLE line,CCLE2,4/8/2010,,,,Ke7RWw==,,,,,,,,,,
CDS-N5JcqJ,ACH-000307,1,,,PK1,PT-PXuM29Rz,,,gs://ccle_bams/hybrid_capture/PK-1.merged.bam,gs://ccle_bams/hybrid_capture/PK-1.merged.bai,,Male,,liver,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,hybrid_capture,,,CCLE line; exocrine pancreatic adenocarcinoma,CCLE2,4/12/2010,,,,dZxNGw==,,,,,,,,,,
CDS-c4N0Mj,ACH-000468,1,,,PK45H,PT-s52vpLro,,,gs://ccle_bams/hybrid_capture/PK45H_PANCREAS.bam,gs://ccle_bams/hybrid_capture/PK45H_PANCREAS.bai,,Unknown,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,hybrid_capture,,,CCLE line,CCLE2,26/6/2010,,,,RuUesQ==,,,,,,,,,,
