cds_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,stripped_cell_line_name,gender,notes,primary_site,primary_disease,subtype,comments,arxspan_id,ccle_name,version,sm_id,source,datatype,sequencing_type,sequencing_date,baits,origin,subsubtype,patient_id,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-y2KtGD,,gs://ccle_bams/RRBS/G29750/HLF/v2/HLF.bam,gs://ccle_bams/RRBS/G29750/HLF/v2/HLF.bai,,HLF,Male,Male,liver,Liver Cancer,hepatocellular_carcinoma,CCLE line; HLE &amp; HLF derived from the same patient (JCRB).,ACH-000393,,1,,CCLE2,RRBS,,734862.0,,liver,,PT-QCUicMdc,,,,DNesKw==,,,,,,,,,,
CDS-5JlXNW,,gs://ccle_bams/RRBS/G29750/HMC-1-8/v2/HMC-1-8.bam,gs://ccle_bams/RRBS/G29750/HMC-1-8/v2/HMC-1-8.bai,,HMC18,Female,Female,pleural_effusion,Breast Cancer,breast_carcinoma,CCLE line; Identical lines: HMC-1-8 and HLC-1 share high SNP identity and are probably lung.,ACH-000721,,1,,CCLE2,RRBS,,734897.5,,breast,ERneg_HER2neg,PT-stA8gKaY,,,,J4ywGw==,,,,,,,,,,
CDS-XFwvvO,,gs://ccle_bams/RRBS/G29750/HMCB/v1/HMCB.bam,gs://ccle_bams/RRBS/G29750/HMCB/v1/HMCB.bai,,HMCB,Female,Female,skin,Skin Cancer,melanoma,"CCLE line; Identical lines: COLO-699, CHL-1 and HMCB share high SNP identity and are likely to be melanoma",ACH-000931,,1,,CCLE2,RRBS,,734895.0,,skin,,PT-UQOHx0ne,,,,tyKTBQ==,,,,,,,,,,
CDS-OqMII8,,gs://ccle_bams/RRBS/G29750/HOP-62/v2/HOP-62.bam,gs://ccle_bams/RRBS/G29750/HOP-62/v2/HOP-62.bai,,HOP62,Female,Female,lung,Lung Cancer,NSCLC,"Received from Academic lab (Meyerson, Broad) who received from Minna",ACH-000861,,1,,CCLE2,RRBS,,734845.5,,lung,NSCLC_adenocarcinoma,PT-By3jA3wh,,,,xBYsaA==,,,,,,,,,,
CDS-BBWl8Z,,gs://ccle_bams/RRBS/G29750/HOP-92/v2/HOP-92.bam,gs://ccle_bams/RRBS/G29750/HOP-92/v2/HOP-92.bai,,HOP92,Male,Male,lung,Lung Cancer,NSCLC,"Received from Academic lab (Meyerson, Broad) who received from Minna",ACH-000825,,1,,CCLE2,RRBS,,734845.5,,lung,,PT-qqXf5G09,,,,Vwp0Gg==,,,,,,,,,,
CDS-PxXZQQ,,gs://ccle_bams/RRBS/G29750/HOS/v1/HOS.bam,gs://ccle_bams/RRBS/G29750/HOS/v1/HOS.bai,,HOS,Female,Female,bone,Bone Cancer,osteosarcoma,CCLE line; HOS and 143B originated from the same host: 143B is TK- and originated indirectly from HOS which is TK+ (ECACC).,ACH-000613,,1,,CCLE2,RRBS,,734909.0,,bone,,PT-LdmmddQ1,,,,BTqlFQ==,,,,,,,,,,
CDS-hHbnWT,,gs://ccle_bams/RRBS/G29750/HPAC/v2/HPAC.bam,gs://ccle_bams/RRBS/G29750/HPAC/v2/HPAC.bai,,HPAC,Female,Female,pancreas,Pancreatic Cancer,exocrine,CCLE line; Identical lines: KCI-MOH1 is a derivative of HPAC,ACH-000270,,1,,CCLE2,RRBS,,734862.0,,pancreas,exocrine_adenocarcinoma,PT-TjRdrqOM,,,,t2kcWw==,,,,,,,,,,
CDS-IyLuPC,,gs://ccle_bams/RRBS/G29750/HPAF-II/v1/HPAF-II.bam,gs://ccle_bams/RRBS/G29750/HPAF-II/v1/HPAF-II.bai,,HPAFII,Male,Male,ascites,Pancreatic Cancer,exocrine,CCLE line,ACH-000094,,1,,CCLE2,RRBS,,734927.0,,pancreas,exocrine_adenocarcinoma,PT-Gxs66gsW,,,,1KZoWQ==,,,,,,,,,,
CDS-gzkncD,,gs://ccle_bams/RRBS/G29750/HPB-ALL/v2/HPB-ALL.bam,gs://ccle_bams/RRBS/G29750/HPB-ALL/v2/HPB-ALL.bai,,HPBALL,Male,Male,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,CCLE line,ACH-000942,,1,,CCLE2,RRBS,,734897.25,,blood,t_cell,PT-jySrdVDw,,,,PcGQUg==,,,,,,,,,,
CDS-oMTSxA,,gs://ccle_bams/RRBS/G29750/HSC-2/v1/HSC-2.bam,gs://ccle_bams/RRBS/G29750/HSC-2/v1/HSC-2.bai,,HSC2,Male,Male,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,CCLE line,ACH-000472,,1,,CCLE2,RRBS,,734890.0,,upper_aerodigestive,,PT-xthTjdgh,,,,7nV8dA==,,,,,,,,,,
CDS-DUJGkq,,gs://ccle_bams/RRBS/G29750/HSC-3/v2/HSC-3.bam,gs://ccle_bams/RRBS/G29750/HSC-3/v2/HSC-3.bai,,HSC3,Male,Male,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,CCLE line,ACH-000778,,1,,CCLE2,RRBS,,734887.5,,upper_aerodigestive,,PT-Ag237CFN,,,,OR1rPg==,,,,,,,,,,
CDS-nHv0p0,,gs://ccle_bams/RRBS/G29750/HSC-4/v1/HSC-4.bam,gs://ccle_bams/RRBS/G29750/HSC-4/v1/HSC-4.bai,,HSC4,Male,Male,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,CCLE line,ACH-000546,,1,,CCLE2,RRBS,,734908.3333333334,,upper_aerodigestive,,PT-W2k1HTpE,,,,V4PUPw==,,,,,,,,,,
CDS-OjbcDc,,gs://ccle_bams/RRBS/G29750/HT-1080/v2/HT-1080.bam,gs://ccle_bams/RRBS/G29750/HT-1080/v2/HT-1080.bai,,HT1080,Male,Male,soft_tissue,Sarcoma,fibrosarcoma,CCLE line,ACH-000054,,1,,CCLE2,RRBS,,734873.0,,soft_tissue,,PT-XoWIzc16,,,,jR1ugA==,,,,,,,,,,
CDS-KccmRD,,gs://ccle_bams/RRBS/G29750/HT-1197/v1/HT-1197.bam,gs://ccle_bams/RRBS/G29750/HT-1197/v1/HT-1197.bai,,HT1197,Male,Male,urinary_tract,Bladder Cancer,bladder_carcinoma,CCLE line,ACH-000547,,1,,CCLE2,RRBS,,734931.0,,urinary_tract,,PT-fKcDaXkT,,,,tOpX/w==,,,,,,,,,,
CDS-5MBixr,,gs://ccle_bams/RRBS/G29750/HT-1376/v1/HT-1376.bam,gs://ccle_bams/RRBS/G29750/HT-1376/v1/HT-1376.bai,,HT1376,Female,Female,urinary_tract,Bladder Cancer,bladder_carcinoma,CCLE line,ACH-000724,,1,,CCLE2,RRBS,,734931.0,,urinary_tract,,PT-4PpqJZGd,,,,5+/c3g==,,,,,,,,,,
CDS-Rru4SV,,gs://ccle_bams/RRBS/G29750/HT-144/v1/HT-144.bam,gs://ccle_bams/RRBS/G29750/HT-144/v1/HT-144.bai,,HT144,Male,Male,skin,Skin Cancer,melanoma,CCLE line,ACH-000322,,1,,CCLE2,RRBS,,734893.0,,skin,,PT-tAEnfq1b,,,,NYoTxw==,,,,,,,,,,
CDS-VLK7ge,,gs://ccle_bams/RRBS/G29750/HT-29/v1/HT-29.bam,gs://ccle_bams/RRBS/G29750/HT-29/v1/HT-29.bai,,HT29,Female,Female,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,ACH-000552,,1,,CCLE2,RRBS,,734931.0,,colorectal,,PT-BFJiaDgP,,,,HDOJGw==,,,,,,,,,,
CDS-EAVMSD,,gs://ccle_bams/RRBS/G29750/HT/v2/HT.bam,gs://ccle_bams/RRBS/G29750/HT/v2/HT.bai,,HT,Male,Male,ascites,Lymphoma,non_hodgkin_lymphoma,CCLE line,ACH-000914,,1,,CCLE2,RRBS,,734867.75,,lymphocyte,b_cell,PT-uBOWtiCW,,,,wd8vfQ==,,,,,,,,,,
CDS-FYT3Jz,,gs://ccle_bams/RRBS/G29750/HT55/v2/HT55.bam,gs://ccle_bams/RRBS/G29750/HT55/v2/HT55.bai,,HT55,Unknown,Unknown,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000926,,1,,CCLE2,RRBS,,734954.0,,colorectal,,PT-0AtS1Taw,,,,YM+IJQ==,,,,,,,,,,
CDS-bflfHH,,gs://ccle_bams/RRBS/G29750/HUP-T3/v2/HUP-T3.bam,gs://ccle_bams/RRBS/G29750/HUP-T3/v2/HUP-T3.bai,,HUPT3,Male,Male,ascites,Pancreatic Cancer,exocrine,CCLE line,ACH-000118,,1,,CCLE2,RRBS,,734876.0,,pancreas,exocrine_adenocarcinoma,PT-VYg0ZekY,,,,0CVdaw==,,,,,,,,,,
CDS-fIl0bl,,gs://ccle_bams/RRBS/G29750/HUP-T4/v1/HUP-T4.bam,gs://ccle_bams/RRBS/G29750/HUP-T4/v1/HUP-T4.bai,,HUPT4,Male,Male,ascites,Pancreatic Cancer,exocrine,CCLE line,ACH-000213,,1,,CCLE2,RRBS,,734930.0,,pancreas,exocrine_adenocarcinoma,PT-DOnNMYv3,,,,+8U45w==,,,,,,,,,,
CDS-raqeR0,,gs://ccle_bams/RRBS/G29750/Hep_3B2.1-7/v2/Hep_3B2.1-7.bam,gs://ccle_bams/RRBS/G29750/Hep_3B2.1-7/v2/Hep_3B2.1-7.bai,,HEP3B217,Male,Male,liver,Liver Cancer,hepatocellular_carcinoma,CCLE line,ACH-000625,,1,,CCLE2,RRBS,,734862.75,,liver,,PT-79QBOpLC,,,,EbcfnQ==,,,,,,,,,,
CDS-gF3u7r,,gs://ccle_bams/RRBS/G29750/Hep_G2/v1/Hep_G2.bam,gs://ccle_bams/RRBS/G29750/Hep_G2/v1/Hep_G2.bai,,HEPG2,Male,Male,liver,Liver Cancer,hepatocellular_carcinoma,CCLE line; Identical lines: Hep G2 and C3A share high SNP identity,ACH-000739,,1,,CCLE2,RRBS,,734898.25,,liver,,PT-GYUYoyj8,,,,HmP4hA==,,,,,,,,,,
CDS-RUEdPD,,gs://ccle_bams/RRBS/G29750/Hey-A8/v3/Hey-A8.bam,gs://ccle_bams/RRBS/G29750/Hey-A8/v3/Hey-A8.bai,,HEYA8,Female,Female,ascites,Ovarian Cancer,ovary_adenocarcinoma,"High grade ovarian serous adenocarcinoma; Cisplatin-resistant derivations HeyA8 and HeyC2, both generated by passaging HEY in athymic nude mice (PMID:23934194).; Received from CCLE; originally academic lab",ACH-000542,,1,,CCLE2,RRBS,,734845.5,,ovary,low_grade_serous,PT-OUgOPEWy,,,,ZWiYNA==,,,,,,,,,,
CDS-BxJdMu,,gs://ccle_bams/RRBS/G29750/Hs_229.T/v4/Hs_229.T.bam,gs://ccle_bams/RRBS/G29750/Hs_229.T/v4/Hs_229.T.bai,,HS229T,Male,Male,fibroblast,Fibroblast,fibroblast_lung,CCLE line,ACH-000131,,1,,CCLE2,RRBS,,734849.6666666666,,fibroblast,,PT-ODy13Jh9,,,,Uz0wBw==,,,,,,,,,,
CDS-cxMN6d,,gs://ccle_bams/RRBS/G29750/Hs_281.T/v2/Hs_281.T.bam,gs://ccle_bams/RRBS/G29750/Hs_281.T/v2/Hs_281.T.bai,,HS281T,Female,Female,fibroblast,Fibroblast,fibroblast_breast,CCLE line,ACH-000083,,1,,CCLE2,RRBS,,734862.0,,fibroblast,,PT-NrcFmRu4,,,,auR6oQ==,,,,,,,,,,
CDS-Zi1NJL,,gs://ccle_bams/RRBS/G29750/Hs_294T/v3/Hs_294T.bam,gs://ccle_bams/RRBS/G29750/Hs_294T/v3/Hs_294T.bai,,HS294T,Male,Male,lymph_node,Skin Cancer,melanoma,CCLE line; Isolated from the same donor tissue as A101D,ACH-000014,,1,,CCLE2,RRBS,,734862.75,,skin,,PT-aG17DU2D,,,,d3Mv9g==,,,,,,,,,,
CDS-b2bymN,,gs://ccle_bams/RRBS/G29750/Hs_343.T/v2/Hs_343.T.bam,gs://ccle_bams/RRBS/G29750/Hs_343.T/v2/Hs_343.T.bai,,HS343T,Female,Female,fibroblast,Fibroblast,fibroblast_breast,CCLE line,ACH-000184,,1,,CCLE2,RRBS,,734862.5,,fibroblast,,PT-7gvsNYQO,,,,fAHdBg==,,,,,,,,,,
CDS-L8avEg,,gs://ccle_bams/RRBS/G29750/Hs_578T/v2/Hs_578T.bam,gs://ccle_bams/RRBS/G29750/Hs_578T/v2/Hs_578T.bai,,HS578T,Female,Female,breast,Breast Cancer,breast_carcinoma,"CCLE line; basal, TNBC",ACH-000148,,1,,CCLE2,RRBS,,734870.0,,breast,ERneg_HER2neg,PT-KNXEI4Gy,,,,VmsoXw==,,,,,,,,,,
CDS-DPjTc7,,gs://ccle_bams/RRBS/G29750/Hs_604.T/v3/Hs_604.T.bam,gs://ccle_bams/RRBS/G29750/Hs_604.T/v3/Hs_604.T.bai,,HS604T,Male,Male,lymph_node,Fibroblast,fibroblast_lymphocyte,CCLE line,ACH-001093,,1,,CCLE2,RRBS,,734842.0,,fibroblast,,PT-DtotM2QA,,,,XhcNTQ==,,,,,,,,,,
CDS-HIY54L,,gs://ccle_bams/RRBS/G29750/Hs_606.T/v3/Hs_606.T.bam,gs://ccle_bams/RRBS/G29750/Hs_606.T/v3/Hs_606.T.bai,,HS606T,Female,Female,fibroblast,Fibroblast,fibroblast_breast,CCLE line,ACH-000540,,1,,CCLE2,RRBS,,734871.0,,fibroblast,,PT-J8XAQuxN,,,,hPiGow==,,,,,,,,,,
CDS-HdUfZN,,gs://ccle_bams/RRBS/G29750/Hs_611.T/v2/Hs_611.T.bam,gs://ccle_bams/RRBS/G29750/Hs_611.T/v2/Hs_611.T.bai,,HS611T,Female,Female,haematopoietic_and_lymphoid_tissue,Lymphoma,hodgkin_lymphoma,CCLE line,ACH-000069,,1,,CCLE2,RRBS,,734871.5,,lymphocyte,,PT-K6lf7neb,,,,TcBYvQ==,,,,,,,,,,
CDS-wMVLFr,,gs://ccle_bams/RRBS/G29750/Hs_616.T/v3/Hs_616.T.bam,gs://ccle_bams/RRBS/G29750/Hs_616.T/v3/Hs_616.T.bai,,HS616T,Male,Male,fibroblast,Fibroblast,fibroblast_lymphocyte,CCLE line,ACH-000063,,1,,CCLE2,RRBS,,734854.5,,fibroblast,,PT-Abbusqgd,,,,IC3aLg==,,,,,,,,,,
CDS-KGUO0m,,gs://ccle_bams/RRBS/G29750/Hs_618.T/v2/Hs_618.T.bam,gs://ccle_bams/RRBS/G29750/Hs_618.T/v2/Hs_618.T.bai,,HS618T,Female,Female,fibroblast,Fibroblast,fibroblast_lung,CCLE line,ACH-000539,,1,,CCLE2,RRBS,,734876.0,,fibroblast,,PT-cVL2rD5F,,,,WLmovw==,,,,,,,,,,
CDS-I2bBIn,,gs://ccle_bams/RRBS/G29750/Hs_675.T/v3/Hs_675.T.bam,gs://ccle_bams/RRBS/G29750/Hs_675.T/v3/Hs_675.T.bai,,HS675T,Male,Male,fibroblast,Fibroblast,fibroblast_colorectal,CCLE line,ACH-000214,,1,,CCLE2,RRBS,,734845.5,,fibroblast,,PT-SKecGA5g,,,,gSC49g==,,,,,,,,,,
CDS-CTue6q,,gs://ccle_bams/RRBS/G29750/Hs_683/v1/Hs_683.bam,gs://ccle_bams/RRBS/G29750/Hs_683/v1/Hs_683.bai,,HS683,Male,Male,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000067,,1,,CCLE2,RRBS,,734931.0,,central_nervous_system,oligodendroglioma,PT-efB2VEeK,,,,S036Bw==,,,,,,,,,,
CDS-jEaRZs,,gs://ccle_bams/RRBS/G29750/Hs_688_A_.T/v2/Hs_688_A_.T.bam,gs://ccle_bams/RRBS/G29750/Hs_688_A_.T/v2/Hs_688_A_.T.bai,,HS688AT,Male,Male,fibroblast,Fibroblast,fibroblast_skin,CCLE line,ACH-000306,,1,,CCLE2,RRBS,,734873.3333333334,,fibroblast,,PT-4d2ApWDZ,,,,vu9FSA==,,,,,,,,,,
CDS-RxRazC,,gs://ccle_bams/RRBS/G29750/Hs_695T/v2/Hs_695T.bam,gs://ccle_bams/RRBS/G29750/Hs_695T/v2/Hs_695T.bai,,HS695T,Male,Male,lymph_node,Skin Cancer,melanoma,CCLE line,ACH-000799,,1,,CCLE2,RRBS,,734870.0,,skin,amelanotic,PT-mSPHnFFy,,,,5PM+8w==,,,,,,,,,,
CDS-Zzq97x,,gs://ccle_bams/RRBS/G29750/Hs_698.T/v2/Hs_698.T.bam,gs://ccle_bams/RRBS/G29750/Hs_698.T/v2/Hs_698.T.bai,,HS698T,Male,Male,soft_tissue,Fibroblast,fibroblast_colorectal,CCLE line,ACH-000850,,1,,CCLE2,RRBS,,734876.0,,fibroblast,,PT-BHAgJeAv,,,,deFYhg==,,,,,,,,,,
CDS-PVWoSS,,gs://ccle_bams/RRBS/G29750/Hs_729/v3/Hs_729.bam,gs://ccle_bams/RRBS/G29750/Hs_729/v3/Hs_729.bai,,HS729,Male,Male,fibroblast,Fibroblast,fibroblast_soft_tissue,CCLE line; not RMS - found to be fibroblast,ACH-000133,,1,,CCLE2,RRBS,,734852.1666666666,,fibroblast,,PT-LMjEf7Z9,,,,wgmfDg==,,,,,,,,,,
CDS-Fd9OIp,,gs://ccle_bams/RRBS/G29750/Hs_746T/v2/Hs_746T.bam,gs://ccle_bams/RRBS/G29750/Hs_746T/v2/Hs_746T.bai,,HS746T,Male,Male,soft_tissue,Gastric Cancer,gastric_adenocarcinoma,CCLE line,ACH-000616,,1,,CCLE2,RRBS,,734862.0,,gastric,,PT-n8BGjVvK,,,,U6dPLQ==,,,,,,,,,,
CDS-hwh1aE,,gs://ccle_bams/RRBS/G29750/Hs_751.T/v2/Hs_751.T.bam,gs://ccle_bams/RRBS/G29750/Hs_751.T/v2/Hs_751.T.bai,,HS751T,Male,Male,fibroblast,Fibroblast,fibroblast_lymphocyte,CCLE line,ACH-000165,,1,,CCLE2,RRBS,,734862.5,,fibroblast,,PT-O0N4weJl,,,,bzCtVg==,,,,,,,,,,
CDS-r2qimr,,gs://ccle_bams/RRBS/G29750/Hs_766T/v4/Hs_766T.bam,gs://ccle_bams/RRBS/G29750/Hs_766T/v4/Hs_766T.bai,,HS766T,Male,Male,lymph_node,Pancreatic Cancer,exocrine,CCLE line,ACH-000178,,1,,CCLE2,RRBS,,734850.5,,pancreas,exocrine_adenocarcinoma,PT-5Zpk76mH,,,,zIMvIA==,,,,,,,,,,
CDS-x8HpYB,,gs://ccle_bams/RRBS/G29750/Hs_821.T/v2/Hs_821.T.bam,gs://ccle_bams/RRBS/G29750/Hs_821.T/v2/Hs_821.T.bai,,HS821T,Female,Female,fibroblast,Fibroblast,fibroblast_bone,CCLE line,ACH-000526,,1,,CCLE2,RRBS,,734871.5,,fibroblast,,PT-gIYlxblS,,,,Dw3ZwA==,,,,,,,,,,
CDS-xyIpTJ,,gs://ccle_bams/RRBS/G29750/Hs_839.T/v2/Hs_839.T.bam,gs://ccle_bams/RRBS/G29750/Hs_839.T/v2/Hs_839.T.bai,,HS839T,Female,Female,fibroblast,Fibroblast,fibroblast_skin,CCLE line,ACH-000180,,1,,CCLE2,RRBS,,734862.75,,fibroblast,,PT-pA9IX3mN,,,,CDD7zA==,,,,,,,,,,
CDS-Z8yARu,,gs://ccle_bams/RRBS/G29750/Hs_852.T/v4/Hs_852.T.bam,gs://ccle_bams/RRBS/G29750/Hs_852.T/v4/Hs_852.T.bai,,HS852T,Male,Male,skin,Skin Cancer,melanoma,CCLE line,ACH-000274,,1,,CCLE2,RRBS,,734850.5,,skin,,PT-dfVuSnOH,,,,qcTJ2g==,,,,,,,,,,
CDS-Ku48c8,,gs://ccle_bams/RRBS/G29750/Hs_870.T/v4/Hs_870.T.bam,gs://ccle_bams/RRBS/G29750/Hs_870.T/v4/Hs_870.T.bai,,HS870T,Male,Male,fibroblast,Fibroblast,fibroblast_bone,CCLE line,ACH-000340,,1,,CCLE2,RRBS,,734850.5,,fibroblast,,PT-ahvL98Rb,,,,6r9nPQ==,,,,,,,,,,
CDS-sUHPGl,,gs://ccle_bams/RRBS/G29750/Hs_888.T/v1/Hs_888.T.bam,gs://ccle_bams/RRBS/G29750/Hs_888.T/v1/Hs_888.T.bai,,HS888T,Male,Male,fibroblast,Fibroblast,fibroblast_bone,CCLE line,ACH-000154,,1,,CCLE2,RRBS,,734927.0,,fibroblast,,PT-IRKBQPh3,,,,W/ciaA==,,,,,,,,,,
CDS-fZMv1d,,gs://ccle_bams/RRBS/G29750/Hs_934.T/v2/Hs_934.T.bam,gs://ccle_bams/RRBS/G29750/Hs_934.T/v2/Hs_934.T.bai,,HS934T,Female,Female,fibroblast,Fibroblast,fibroblast_skin,CCLE line,ACH-000194,,1,,CCLE2,RRBS,,734871.5,,fibroblast,,PT-aTYDdAJ4,,,,HgYkhg==,,,,,,,,,,
CDS-9k5LIE,,gs://ccle_bams/RRBS/G29750/Hs_936.T/v2/Hs_936.T.bam,gs://ccle_bams/RRBS/G29750/Hs_936.T/v2/Hs_936.T.bai,,HS936T,Male,Male,skin,Skin Cancer,melanoma,CCLE line,ACH-000801,,1,,CCLE2,RRBS,,734862.5,,skin,,PT-L71IdxJ5,,,,ZwXLbg==,,,,,,,,,,
CDS-zQtPij,,gs://ccle_bams/RRBS/G29750/Hs_939.T/v2/Hs_939.T.bam,gs://ccle_bams/RRBS/G29750/Hs_939.T/v2/Hs_939.T.bai,,HS939T,Female,Female,skin,Skin Cancer,melanoma,CCLE line,ACH-000814,,1,,CCLE2,RRBS,,734862.75,,skin,,PT-a0h1xSfI,,,,/7OuAA==,,,,,,,,,,
CDS-gR79ol,,gs://ccle_bams/RRBS/G29750/Hs_940.T/v4/Hs_940.T.bam,gs://ccle_bams/RRBS/G29750/Hs_940.T/v4/Hs_940.T.bai,,HS940T,Male,Male,fibroblast,Fibroblast,fibroblast_skin,CCLE line,ACH-000135,,1,,CCLE2,RRBS,,734848.5,,fibroblast,,PT-kkFqL8xA,,,,tEozQQ==,,,,,,,,,,
CDS-bo2sbt,,gs://ccle_bams/RRBS/G29750/Hs_944.T/v1/Hs_944.T.bam,gs://ccle_bams/RRBS/G29750/Hs_944.T/v1/Hs_944.T.bai,,HS944T,Male,Male,skin,Skin Cancer,melanoma,CCLE line,ACH-000632,,1,,CCLE2,RRBS,,734927.0,,skin,,PT-u52bMiUd,,,,X+vCYA==,,,,,,,,,,
CDS-bxWgle,,gs://ccle_bams/RRBS/G29750/HuCCT1/v2/HuCCT1.bam,gs://ccle_bams/RRBS/G29750/HuCCT1/v2/HuCCT1.bai,,HUCCT1,Male,Male,ascites,Bile Duct Cancer,cholangiocarcinoma,CCLE line; intrahepatic_cholangiocarcinoma,ACH-000976,,1,,CCLE2,RRBS,,734862.75,,bile_duct,intrahepatic,PT-4oD9d9xf,,,,VfA/FQ==,,,,,,,,,,
CDS-vb1Ool,,gs://ccle_bams/RRBS/G29750/HuG1-N/v1/HuG1-N.bam,gs://ccle_bams/RRBS/G29750/HuG1-N/v1/HuG1-N.bai,,HUG1N,Male,Male,stomach,Gastric Cancer,gastric_adenocarcinoma,CCLE line,ACH-000239,,1,,CCLE2,RRBS,,734927.0,,gastric,tubular,PT-vBdUH0gF,,,,ivDMfQ==,,,,,,,,,,
CDS-KZNjhr,,gs://ccle_bams/RRBS/G29750/HuH-6/v4/HuH-6.bam,gs://ccle_bams/RRBS/G29750/HuH-6/v4/HuH-6.bai,,HUH6,Male,Male,liver,Liver Cancer,hepatoblastoma,CCLE line,ACH-000671,,1,,CCLE2,RRBS,,734848.5,,liver,,PT-EhKUDETb,,,,h6bzRg==,,,,,,,,,,
CDS-iWevvF,,gs://ccle_bams/RRBS/G29750/HuH-7/v1/HuH-7.bam,gs://ccle_bams/RRBS/G29750/HuH-7/v1/HuH-7.bai,,HUH7,Male,Male,liver,Liver Cancer,hepatocellular_carcinoma,CCLE line,ACH-000480,,1,,CCLE2,RRBS,,734909.0,,liver,,PT-CRBoLRqx,,,,qkE3uA==,,,,,,,,,,
CDS-Q2faQ9,,gs://ccle_bams/RRBS/G29750/HuH28/v4/HuH28.bam,gs://ccle_bams/RRBS/G29750/HuH28/v4/HuH28.bai,,HUH28,Female,Female,biliary_tract,Bile Duct Cancer,cholangiocarcinoma,CCLE line; intrahepatic_cholangiocarcinoma,ACH-000808,,1,,CCLE2,RRBS,,734849.6666666666,,bile_duct,intrahepatic,PT-5wOdAI2z,,,,u5KyDA==,,,,,,,,,,
CDS-HI6hmB,,gs://ccle_bams/RRBS/G29750/HuNS1/v1/HuNS1.bam,gs://ccle_bams/RRBS/G29750/HuNS1/v1/HuNS1.bai,,HUNS1,Male,Male,haematopoietic_and_lymphoid_tissue,Myeloma,multiple_myeloma,CCLE line,ACH-000829,,1,,CCLE2,RRBS,,734931.0,,plasma_cell,,PT-eHjS96EA,,,,IxnUJA==,,,,,,,,,,
CDS-1fEQtG,,gs://ccle_bams/RRBS/G29750/HuT_102/v2/HuT_102.bam,gs://ccle_bams/RRBS/G29750/HuT_102/v2/HuT_102.bai,,HUT102,Male,Male,lymph_node,Lymphoma,lymphoma_unspecified,,ACH-000612,,1,,CCLE2,RRBS,,734876.0,,lymphocyte,t_cell,PT-OA2W9w09,,,,+dJYkw==,,,,,,,,,,
CDS-c0Ncxr,,gs://ccle_bams/RRBS/G29750/HuT_78/v1/HuT_78.bam,gs://ccle_bams/RRBS/G29750/HuT_78/v1/HuT_78.bai,,HUT78,Male,Male,haematopoietic_and_lymphoid_tissue,Lymphoma,non_hodgkin_lymphoma,The H9 cell line is a clonal derivative of the Hut 78 cell line (ATCC).,ACH-000509,,1,,CCLE2,RRBS,,734890.0,,lymphocyte,t_cell_cutaneous,PT-LyfWsDhq,,,,xHMg/A==,,,,,,,,,,
CDS-bp4yM8,,gs://ccle_bams/RRBS/G29750/HuTu_80/v1/HuTu_80.bam,gs://ccle_bams/RRBS/G29750/HuTu_80/v1/HuTu_80.bai,,HUTU80,Male,Male,small_intestine,Gastric Cancer,duodenal_adenocarcinoma,CCLE line; Identical lines: HuTu 80 and AZ-521 share high SNP identity. Really is HuTu 82,ACH-000538,,1,,CCLE2,RRBS,,734931.0,,gastric,,PT-fwGAQwfK,,,,UgDQ0w==,,,,,,,,,,
CDS-NIZjLM,,gs://ccle_bams/RRBS/G29750/IA-LM/v1/IA-LM.bam,gs://ccle_bams/RRBS/G29750/IA-LM/v1/IA-LM.bai,,IALM,Male,Male,skin,Lung Cancer,NSCLC,CCLE line,ACH-000672,,1,,CCLE2,RRBS,,734931.0,,lung,NSCLC_large_cell,PT-X9cgZLom,,,,zxu+Yg==,,,,,,,,,,
CDS-s3q20z,,gs://ccle_bams/RRBS/G29750/IGR-1/v1/IGR-1.bam,gs://ccle_bams/RRBS/G29750/IGR-1/v1/IGR-1.bai,,IGR1,Male,Male,lymph_node,Skin Cancer,melanoma,CCLE line,ACH-000882,,1,,CCLE2,RRBS,,734909.0,,skin,,PT-v68D4IgJ,,,,ADM3TQ==,,,,,,,,,,
CDS-Df9AE9,,gs://ccle_bams/RRBS/G29750/IGR-37/v3/IGR-37.bam,gs://ccle_bams/RRBS/G29750/IGR-37/v3/IGR-37.bai,,IGR37,Male,Male,lymph_node,Skin Cancer,melanoma,CCLE line,ACH-000650,,1,,CCLE2,RRBS,,734873.0,,skin,,PT-ggD8VfSf,,,,yvNCFA==,,,,,,,,,,
