,index,unknown,v1,v2,v3,v4,v5,v6,current
1586,HCA1,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_8samples_013119/RP-1561/RNA/HCA1/v1/HCA1.bam,,,,,,gs://ccle_bams/wes/HCA1/current/HCA1.bam
1587,HCC-1171,,gs://ccle_bams/wes/G16640/HCC-1171/current/HCC-1171.bam,gs://ccle_bams/wes/G29750/HCC-1171/v2/HCC-1171.bam,,,,,
1588,HCC-1195,,gs://ccle_bams/wes/G16640/HCC-1195/current/HCC-1195.bam,gs://ccle_bams/wes/G29750/HCC-1195/v2/HCC-1195.bam,,,,,
1589,HCC-1359,,gs://ccle_bams/wes/C1926/HCC-1359/current/HCC-1359.bam,gs://ccle_bams/rna/G29750/HCC-1359/v2/HCC-1359.bam,,,,,
1590,HCC-1438,,gs://ccle_bams/wes/C1926/HCC-1438/current/HCC-1438.bam,,,,,,
1591,HCC-15,,gs://ccle_bams/wes/G16356/HCC-15/v1/HCC-15.bam,,,,,,gs://ccle_bams/rna/G16640/HCC-15/current/HCC-15.bam
1592,HCC-1588,,gs://ccle_bams/rna/C1926/HCC-1588/current/HCC-1588.bam,,gs://ccle_bams/wes/G29750/HCC-1588/v3/HCC-1588.bam,,,,
1593,HCC-1833,,gs://ccle_bams/wes/C1926/HCC-1833/current/HCC-1833.bam,gs://ccle_bams/wes/G32831/HCC-1833/v2/HCC-1833.bam,gs://ccle_bams/rna/G29750/HCC-1833/v3/HCC-1833.bam,,,,
1594,HCC-2108,,gs://ccle_bams/wes/G29750/HCC-2108/v1/HCC-2108.bam,,,,,,gs://ccle_bams/wes/RP-1211/Exome/HCC-2108/current/HCC-2108.bam
1595,HCC-2279,,gs://ccle_bams/rna/C1926/HCC-2279/current/HCC-2279.bam,gs://ccle_bams/wes/G29750/HCC-2279/v2/HCC-2279.bam,,,,,
1596,HCC-33,,gs://ccle_bams/rna/G16387/HCC-33/v1/HCC-33.bam,,gs://ccle_bams/rna/G29750/HCC-33/v3/HCC-33.bam,,,,gs://ccle_bams/wes/G16640/HCC-33/current/HCC-33.bam
1597,HCC-366,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_21samples_09222017/C1926/NA/HCC-366/v1/HCC-366.bam,,gs://ccle_bams/wes/G29750/HCC-366/v3/HCC-366.bam,,,,gs://ccle_bams/rna/G16640/HCC-366/current/HCC-366.bam
1598,HCC-44,,gs://ccle_bams/wes/G16640/HCC-44/current/HCC-44.bam,gs://ccle_bams/wes/G29750/HCC-44/v2/HCC-44.bam,,,,,
1599,HCC-56,,gs://ccle_bams/wes/G29750/HCC-56/v1/HCC-56.bam,,,,,,gs://ccle_bams/wes/C1926/HCC-56/current/HCC-56.bam
1600,HCC-78,,gs://ccle_bams/wes/C1926/HCC-78/current/HCC-78.bam,gs://ccle_bams/rna/G29750/HCC-78/v2/HCC-78.bam,,,,,
1601,HCC-95,,gs://ccle_bams/wes/G29750/HCC-95/v1/HCC-95.bam,,,,,,gs://ccle_bams/wes/G16640/HCC-95/current/HCC-95.bam
1602,HCC1143,,gs://ccle_bams/rna/G16640/HCC1143/current/HCC1143.bam,gs://ccle_bams/rna/G29750/HCC1143/v2/HCC1143.bam,,,,,
1603,HCC1187,,gs://ccle_bams/wes/G32831/HCC1187/v1/HCC1187.bam,gs://ccle_bams/rna/G29750/HCC1187/v2/HCC1187.bam,,,,,gs://ccle_bams/wes/G16640/HCC1187/current/HCC1187.bam
1604,HCC1359,,gs://ccle_bams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/HCC1359/v1/HCC1359.bam,,,,,,
1605,HCC1395,,gs://ccle_bams/wes/G29750/HCC1395/v1/HCC1395.bam,,,,,,gs://ccle_bams/wes/G16640/HCC1395/current/HCC1395.bam
1606,HCC1419,,gs://ccle_bams/wes/G29750/HCC1419/v1/HCC1419.bam,gs://ccle_bams/rna/G32831/HCC1419/v2/HCC1419.bam,,,,,gs://ccle_bams/wes/G16640/HCC1419/current/HCC1419.bam
1607,HCC1428,,gs://ccle_bams/rna/G32831/HCC1428/v1/HCC1428.bam,,,,,,gs://ccle_bams/rna/G48942/HCC1428/current/HCC1428.bam
1608,HCC1500,,gs://ccle_bams/wes/G32831/HCC1500/v1/HCC1500.bam,gs://ccle_bams/wes/G29750/HCC1500/v2/HCC1500.bam,,,,,gs://ccle_bams/wes/G16640/HCC1500/current/HCC1500.bam
1609,HCC1569,,gs://ccle_bams/wes/G32831/HCC1569/v1/HCC1569.bam,,,,,,
1610,HCC1599,,gs://ccle_bams/wes/G16640/HCC1599/current/HCC1599.bam,gs://ccle_bams/rna/G32831/HCC1599/v2/HCC1599.bam,,,,,
1611,HCC1806,,gs://ccle_bams/rna/G16640/HCC1806/current/HCC1806.bam,,gs://ccle_bams/wes/G29750/HCC1806/v3/HCC1806.bam,,,,
1612,HCC1937,,gs://ccle_bams/rna/G16640/HCC1937/current/HCC1937.bam,gs://ccle_bams/rna/G32831/HCC1937/v2/HCC1937.bam,,,,,
1613,HCC1954,,gs://ccle_bams/wes/G32831/HCC1954/v1/HCC1954.bam,gs://ccle_bams/wes/G29750/HCC1954/v2/HCC1954.bam,,,,,gs://ccle_bams/rna/G16640/HCC1954/current/HCC1954.bam
1614,HCC202,,gs://ccle_bams/rna/G29750/HCC202/v1/HCC202.bam,gs://ccle_bams/wes/G32831/HCC202/v2/HCC202.bam,,,,,gs://ccle_bams/wes/G16640/HCC202/current/HCC202.bam
1615,HCC2157,,gs://ccle_bams/wes/G29750/HCC2157/v1/HCC2157.bam,gs://ccle_bams/wes/G32831/HCC2157/v2/HCC2157.bam,,,,,gs://ccle_bams/wes/G16640/HCC2157/current/HCC2157.bam
1616,HCC2218,,gs://ccle_bams/rna/G29750/HCC2218/v1/HCC2218.bam,,,,,,gs://ccle_bams/wes/G16640/HCC2218/current/HCC2218.bam
1617,HCC2429,,gs://ccle_bams/wes/RP-1211/Exome/HCC2429/v1/HCC2429.bam,,,,,,gs://ccle_bams/rna/G131709/HCC2429/current/HCC2429.bam
1618,HCC2450,,gs://ccle_bams/wes/RP-1211/Exome/HCC2450/v1/HCC2450.bam,,,,,,gs://ccle_bams/rna/G131709/HCC2450/current/HCC2450.bam
1619,HCC2814,,gs://ccle_bams/rna/G41764/HCC2814/current/HCC2814.bam,,,,,,
1620,HCC2935,,gs://ccle_bams/rna/G16640/HCC2935/current/HCC2935.bam,,gs://ccle_bams/rna/G29750/HCC2935/v3/HCC2935.bam,,,,
1621,HCC364,,gs://ccle_bams/rna/G41772/HCC364/current/HCC364.bam,,,,,,
1622,HCC38,,gs://ccle_bams/wes/G32831/HCC38/v1/HCC38.bam,,gs://ccle_bams/wes/G29750/HCC38/v3/HCC38.bam,,,,gs://ccle_bams/rna/G16640/HCC38/current/HCC38.bam
1623,HCC4006,,gs://ccle_bams/wes/G16640/HCC4006/current/HCC4006.bam,,gs://ccle_bams/rna/G29750/HCC4006/v3/HCC4006.bam,,,,
1624,HCC461,,gs://ccle_bams/wes/RP-1211/Exome/HCC461/current/HCC461.bam,,,,,,
1625,HCC515,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_21samples_09222017/G41814/NA/HCC515/v1/HCC515.bam,,,,,,gs://ccle_bams/wes/RP-1211/Exome/HCC515/current/HCC515.bam
1626,HCC70,,gs://ccle_bams/rna/G29750/HCC70/v1/HCC70.bam,,,,,,gs://ccle_bams/rna/G16640/HCC70/current/HCC70.bam
1627,HCC827,,gs://ccle_bams/wes/G29750/HCC827/v1/HCC827.bam,gs://ccle_bams/wes/G32831/HCC827/v2/HCC827.bam,,,,,gs://ccle_bams/rna/G16640/HCC827/current/HCC827.bam
1628,HCC827_GR5,,gs://ccle_bams/wes/RP-1211/Exome/HCC827_GR5/v1/HCC827_GR5.bam,,,,,,gs://ccle_bams/rna/G131709/HCC827_GR5/current/HCC827_GR5.bam
1629,HCS2,,gs://ccle_bams/wes/HCS2/current/HCS2.bam,gs://ccle_bams/rna/Getz_IBM_CellLines_Tru-seq_100M_Nov2018_Redo/RP-1500/RNA/HCS2/v2/HCS2.bam,,,,,
1630,HCSC1,,gs://ccle_bams/wes/Getz_IBM_DMX_CellLines_12samples_deepcov_01302018/RP-1561/Exome/HCSC1/v1/HCSC1.bam,gs://ccle_bams/rna/HCSC1/v2/HCSC1.bam,,,,,
1631,HCT-15,,gs://ccle_bams/rna/G16425/HCT-15/v1/HCT-15.bam,gs://ccle_bams/wes/G29750/HCT-15/v2/HCT-15.bam,,,,,
1632,HCT_116,,gs://ccle_bams/wes/G29750/HCT_116/v1/HCT_116.bam,,,,,,gs://ccle_bams/rna/G16640/HCT_116/current/HCT_116.bam
1633,HD-MY-Z,,gs://ccle_bams/rna/G29750/HD-MY-Z/v1/HD-MY-Z.bam,,,,,,
1634,HDLM-2,,gs://ccle_bams/rna/G29750/HDLM-2/v1/HDLM-2.bam,,,,,,gs://ccle_bams/wes/G16640/HDLM-2/current/HDLM-2.bam
1635,HDQ-P1,,gs://ccle_bams/rna/G29750/HDQ-P1/v1/HDQ-P1.bam,,,,,gs://ccle_bams/wes/G32831/HDQ-P1/v6/HDQ-P1.bam,gs://ccle_bams/wes/G16640/HDQ-P1/current/HDQ-P1.bam
1636,HEC-1-A,,gs://ccle_bams/rna/G32831/HEC-1-A/v1/HEC-1-A.bam,gs://ccle_bams/wes/G29750/HEC-1-A/v2/HEC-1-A.bam,,,,,gs://ccle_bams/rna/G16640/HEC-1-A/current/HEC-1-A.bam
1637,HEC-1-B,,gs://ccle_bams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/HEC-1-B/v1/HEC-1-B.bam,gs://ccle_bams/rna/G29750/HEC-1-B/v2/HEC-1-B.bam,,,,,gs://ccle_bams/rna/G16640/HEC-1-B/current/HEC-1-B.bam
1638,HEC-108,,gs://ccle_bams/rna/G16640/HEC-108/current/HEC-108.bam,,gs://ccle_bams/rna/G29750/HEC-108/v3/HEC-108.bam,,,,
1639,HEC-151,,gs://ccle_bams/wes/G16640/HEC-151/current/HEC-151.bam,,,gs://ccle_bams/rna/G29750/HEC-151/v4/HEC-151.bam,,,
1640,HEC-251,,gs://ccle_bams/wes/G16640/HEC-251/current/HEC-251.bam,,gs://ccle_bams/rna/G29750/HEC-251/v3/HEC-251.bam,,,,
1641,HEC-265,,gs://ccle_bams/wes/G16640/HEC-265/current/HEC-265.bam,,gs://ccle_bams/wes/Getz_IBM_CellLines_Exomes_19samples_02012018/C836/NA/HEC-265/v3/HEC-265.bam,,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_19samples_02012018/G28824/NA/HEC-265/v6/HEC-265.bam,
1642,HEC-50B,,,gs://ccle_bams/rna/G29750/HEC-50B/v2/HEC-50B.bam,,,,,
1643,HEC-59,,gs://ccle_bams/wes/G29750/HEC-59/v1/HEC-59.bam,,,,,,gs://ccle_bams/rna/G16640/HEC-59/current/HEC-59.bam
1644,HEC-6,,gs://ccle_bams/rna/G16640/HEC-6/current/HEC-6.bam,,,gs://ccle_bams/wes/G29750/HEC-6/v4/HEC-6.bam,,,
1645,HEC1,,gs://ccle_bams/wes/HEC1/current/HEC1.bam,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_8samples_013119/RP-1561/RNA/HEC1/v2/HEC1.bam,,,,,
1646,HEC116,,gs://ccle_bams/wes/Getz_IBM_CellLine_WES_Batch2_April2019/RP-1561/Exome/HEC116/v1/HEC116.bam,,,,,,
1647,HEC1A,,gs://ccle_bams/wes/HEC1A.bam,,,,,,
1648,HEL,,gs://ccle_bams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/HEL/v1/HEL.bam,,,,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_19samples_02012018/G28844/NA/HEL/v6/HEL.bam,gs://ccle_bams/rna/G48942/HEL/current/HEL.bam
1649,HEL_92.1.7,,gs://ccle_bams/rna/G16365/HEL_92.1.7/v1/HEL_92.1.7.bam,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeq_13samples_11282017/G20492/NA/HEL_92.1.7/v2/HEL_92.1.7.bam,,,,,gs://ccle_bams/wes/RP-1500/Exome/HEL_92.1.7/current/HEL_92.1.7.bam
1650,HG3,,gs://ccle_bams/wes/HG3/current/HG3.bam,,gs://ccle_bams/rna/Getz_IBM_CellLines_Tru-seq_100M_Nov2018_Redo/RP-1500/RNA/HG3/v3/HG3.bam,,,,
1651,HGC-27,,gs://ccle_bams/wes/G29750/HGC-27/v1/HGC-27.bam,gs://ccle_bams/wes/G16451/HGC-27/v2/HGC-27.bam,,,,,gs://ccle_bams/wes/G16640/HGC-27/current/HGC-27.bam
1652,HH,,gs://ccle_bams/wes/G16640/HH/current/HH.bam,gs://ccle_bams/wes/G29750/HH/v2/HH.bam,,,,,
1653,HHUA,gs://ccle_bams/wes/HHUA.bam,gs://ccle_bams/rna/Getz_IBM_CellLine_RNAseq_June2019/RP-1561/RNA/HHUA/v1/HHUA.bam,,,,,,
1654,HKA1,,gs://ccle_bams/wes/HKA1.bam,,,,,,gs://ccle_bams/rna/G141708/HKA1/current/HKA1.bam
1655,HKGZCC,,gs://ccle_bams/wes/HKGZCC/current/HKGZCC.bam,,,,,,
1656,HL-60,,,gs://ccle_bams/wes/G29750/HL-60/v2/HL-60.bam,,,,,
1657,HLF,,gs://ccle_bams/wes/HLF.bam,gs://ccle_bams/rna/G29750/HLF/v2/HLF.bam,,,,,
1658,HLF-a,,gs://ccle_bams/wes/G16640/HLF-a/current/HLF-a.bam,,gs://ccle_bams/wes/G29750/HLF-a/v3/HLF-a.bam,,,,
1659,HMC-1-8,,gs://ccle_bams/wes/G16640/HMC-1-8/current/HMC-1-8.bam,gs://ccle_bams/rna/G29750/HMC-1-8/v2/HMC-1-8.bam,,,,,
1660,HMCB,,gs://ccle_bams/rna/G29750/HMCB/v1/HMCB.bam,,,,,,
1661,HMEL,,gs://ccle_bams/wes/G41784/HMEL/current/HMEL.bam,,,,,,
1662,HMY1_1,,gs://ccle_bams/wes/RP-1500/Exome/HMY1_1/current/HMY1_1.bam,,,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_39sample_10262017/G134624/NA/HMY1_1/v4/HMY1_1.bam,,,
1663,HO1U1,,gs://ccle_bams/rna/HO1U1.bam,gs://ccle_bams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/HO1U1/v2/HO1U1.bam,,,,,
1664,HOKUG,,gs://ccle_bams/rna/Getz_IBM_CellLine_RNAseq_April2019/RP-1561/RNA/HOKUG/v1/HOKUG.bam,,,,,,
1665,HOKUG_1,,gs://ccle_bams/wes/Getz_IBM_CellLine_WES_April2019/RP-1561/Exome/HOKUG_1/v1/HOKUG_1.bam,,,,,,
1666,HOP-62,,gs://ccle_bams/wes/C1926/HOP-62/current/HOP-62.bam,gs://ccle_bams/wes/G29750/HOP-62/v2/HOP-62.bam,,,,,
1667,HOP-92,,gs://ccle_bams/rna/C1926/HOP-92/current/HOP-92.bam,gs://ccle_bams/wes/G29750/HOP-92/v2/HOP-92.bam,,,,,
1668,HOS,,gs://ccle_bams/rna/G29750/HOS/v1/HOS.bam,,,,,,gs://ccle_bams/wes/G16640/HOS/current/HOS.bam
1669,HOTHC,,gs://ccle_bams/wes/HOTHC.bam,,,,,,
1670,HOUAI,,gs://ccle_bams/wes/Getz_IBM_CellLine_WES_May2019/RP-1561/Exome/HOUAI/v1/HOUAI.bam,gs://ccle_bams/rna/Getz_IBM_CellLine_RNAseq_May2019/RP-1561/RNA/HOUAI/v2/HOUAI.bam,,,,,
1671,HPAC,,gs://ccle_bams/rna/G16640/HPAC/current/HPAC.bam,gs://ccle_bams/rna/G32831/HPAC/v2/HPAC.bam,,,,,
1672,HPAF-II,,gs://ccle_bams/rna/G29750/HPAF-II/v1/HPAF-II.bam,,,,,,gs://ccle_bams/wes/G16640/HPAF-II/current/HPAF-II.bam
1673,HPB-ALL,,gs://ccle_bams/rna/G16640/HPB-ALL/current/HPB-ALL.bam,gs://ccle_bams/rna/G29750/HPB-ALL/v2/HPB-ALL.bam,,,,,
1674,HS860T,,gs://ccle_bams/rna/HS860T.bam,gs://ccle_bams/rna/DepMap_CellLine_RNAseq_Batch2_July2019/RP-1561/RNA/HS860T/v2/HS860T.bam,,,,,
1675,HSB2,,gs://ccle_bams/wes/RP-1561/Exome/HSB2/v1/HSB2.bam,,,,,,
1676,HSC-2,,gs://ccle_bams/rna/G29750/HSC-2/v1/HSC-2.bam,,,,,,gs://ccle_bams/wes/G16640/HSC-2/current/HSC-2.bam
1677,HSC-3,,gs://ccle_bams/rna/G16445/HSC-3/v1/HSC-3.bam,gs://ccle_bams/rna/G29750/HSC-3/v2/HSC-3.bam,,,,,gs://ccle_bams/wes/G16640/HSC-3/current/HSC-3.bam
1678,HSC-4,,gs://ccle_bams/wes/G29750/HSC-4/v1/HSC-4.bam,,,,,,gs://ccle_bams/rna/C1926/HSC-4/current/HSC-4.bam
1679,HSC1_1,,gs://ccle_bams/wes/RP-1500/Exome/HSC1_1/current/HSC1_1.bam,,,,,,
1680,HSC5,,gs://ccle_bams/rna/G141708/HSC5/current/HSC5.bam,,gs://ccle_bams/wes/RP-1561/Exome/HSC5/v3/HSC5.bam,,,,
1681,HSKTC,gs://ccle_bams/wes/HSKTC.bam,gs://ccle_bams/rna/Getz_IBM_CellLine_RNAseq_June2019/RP-1561/RNA/HSKTC/v1/HSKTC.bam,,,,,,
1682,HSOS1,,gs://ccle_bams/wes/Getz_IBM_CellLine_WES_March2019/RP-1561/Exome/HSOS1/v1/HSOS1.bam,gs://ccle_bams/rna/Getz_IBM_CellLine_RNASeq_Batch3_March2019/RP-1561/RNA/HSOS1/v2/HSOS1.bam,,,,,
1683,HSQ89,,gs://ccle_bams/rna/HSQ89.bam,gs://ccle_bams/rna/DepMap_CellLine_RNAseq_July2019/RP-1561/RNA/HSQ89/v2/HSQ89.bam,,,,,
1684,HSQ89_1,,,gs://ccle_bams/wes/DepMap_CellLine_WES_July2019/RP-1561/Exome/HSQ89_1/v2/HSQ89_1.bam,,,,,
1685,HSSCH2,,gs://ccle_bams/rna/HSSCH2.bam,gs://ccle_bams/rna/DepMap_CellLine_RNAseq_July2019/RP-1561/RNA/HSSCH2/v2/HSSCH2.bam,,,,,
1686,HSSCH2_1,,,gs://ccle_bams/wes/DepMap_CellLine_WES_July2019/RP-1561/Exome/HSSCH2_1/v2/HSSCH2_1.bam,,,,,
1687,HT,,gs://ccle_bams/wes/G16640/HT/current/HT.bam,gs://ccle_bams/rna/G29750/HT/v2/HT.bam,,,,,
1688,HT-1080,,gs://ccle_bams/wes/G16640/HT-1080/current/HT-1080.bam,gs://ccle_bams/wes/G29750/HT-1080/v2/HT-1080.bam,,,,,
1689,HT-1197,,gs://ccle_bams/wes/G29750/HT-1197/v1/HT-1197.bam,,,,,,
1690,HT-1376,,gs://ccle_bams/rna/G29750/HT-1376/v1/HT-1376.bam,gs://ccle_bams/rna/G32831/HT-1376/v2/HT-1376.bam,,,,,gs://ccle_bams/rna/G16640/HT-1376/current/HT-1376.bam
1691,HT-144,,gs://ccle_bams/wes/G32831/HT-144/v1/HT-144.bam,,,,,,gs://ccle_bams/rna/G16640/HT-144/current/HT-144.bam
1692,HT-29,,gs://ccle_bams/wes/G29750/HT-29/v1/HT-29.bam,,,,,,gs://ccle_bams/rna/G16640/HT-29/current/HT-29.bam
1693,HT115,,gs://ccle_bams/wes/G48942/HT115/current/HT115.bam,gs://ccle_bams/rna/G32831/HT115/v2/HT115.bam,,,,,
1694,HT144SKINFV1,,gs://ccle_bams/wes/Getz_IBM_DMX_CellLines_12samples_deepcov_01302018/RP-1561/Exome/HT144SKINFV1/v1/HT144SKINFV1.bam,gs://ccle_bams/rna/HT144SKINFV1/v2/HT144SKINFV1.bam,,,,,
1695,HT144SKINFV2,,gs://ccle_bams/wes/Getz_IBM_DMX_CellLines_12samples_deepcov_01302018/RP-1561/Exome/HT144SKINFV2/v1/HT144SKINFV2.bam,gs://ccle_bams/rna/HT144SKINFV2/v2/HT144SKINFV2.bam,,,,,
1696,HT144SKINFV3,,gs://ccle_bams/wes/Getz_IBM_DMX_CellLines_12samples_deepcov_01302018/RP-1561/Exome/HT144SKINFV3/v1/HT144SKINFV3.bam,gs://ccle_bams/rna/HT144SKINFV3/v2/HT144SKINFV3.bam,,,,,
1697,HT3,,gs://ccle_bams/wes/Getz_IBM_DMX_CellLines_12samples_deepcov_01302018/RP-1561/Exome/HT3/v1/HT3.bam,gs://ccle_bams/rna/Getz_IBM_CellLine_RNASeq_March2019/RP-1561/RNA/HT3/v2/HT3.bam,,,,,
1698,HT55,,gs://ccle_bams/rna/G16640/HT55/current/HT55.bam,gs://ccle_bams/rna/G29750/HT55/v2/HT55.bam,,,,,
1699,HTMMT,gs://ccle_bams/wes/HTMMT.bam,gs://ccle_bams/rna/Getz_IBM_CellLine_RNAseq_June2019/RP-1561/RNA/HTMMT/v1/HTMMT.bam,,,,,,
1700,HUO9,gs://ccle_bams/wes/HUO9.bam,gs://ccle_bams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/HUO9/v1/HUO9.bam,,,,,,
1701,HUP-T3,,gs://ccle_bams/rna/G16640/HUP-T3/current/HUP-T3.bam,gs://ccle_bams/wes/G29750/HUP-T3/v2/HUP-T3.bam,,,,,
1702,HUP-T4,,gs://ccle_bams/rna/G29750/HUP-T4/v1/HUP-T4.bam,,,,,,gs://ccle_bams/wes/G16640/HUP-T4/current/HUP-T4.bam
1703,HeLa,,gs://ccle_bams/wes/G41803/HeLa/current/HeLa.bam,,,,,,
1704,Hep_3B2.1-7,,gs://ccle_bams/wes/G16640/Hep_3B2.1-7/current/Hep_3B2.1-7.bam,gs://ccle_bams/wes/G29750/Hep_3B2.1-7/v2/Hep_3B2.1-7.bam,,,,,
1705,Hep_G2,,gs://ccle_bams/rna/G29750/Hep_G2/v1/Hep_G2.bam,,,,,,
1706,Hey-A8,,gs://ccle_bams/rna/G16640/Hey-A8/current/Hey-A8.bam,,gs://ccle_bams/wes/G29750/Hey-A8/v3/Hey-A8.bam,,,,
1707,Hs_229.T,,gs://ccle_bams/wes/G16640/Hs_229.T/current/Hs_229.T.bam,,,gs://ccle_bams/wes/G29750/Hs_229.T/v4/Hs_229.T.bam,,,
1708,Hs_255.T,,gs://ccle_bams/wes/C1926/Hs_255.T/current/Hs_255.T.bam,,,,,,
1709,Hs_274.T,,gs://ccle_bams/wes/G16640/Hs_274.T/current/Hs_274.T.bam,,,,,,
1710,Hs_281.T,,gs://ccle_bams/rna/G16640/Hs_281.T/current/Hs_281.T.bam,gs://ccle_bams/wes/G29750/Hs_281.T/v2/Hs_281.T.bam,,,,,
1711,Hs_294T,,gs://ccle_bams/rna/G32831/Hs_294T/v1/Hs_294T.bam,,gs://ccle_bams/rna/G29750/Hs_294T/v3/Hs_294T.bam,,,,
1712,Hs_343.T,,,gs://ccle_bams/wes/G29750/Hs_343.T/v2/Hs_343.T.bam,,,,,
1713,Hs_578T,,gs://ccle_bams/rna/G16640/Hs_578T/current/Hs_578T.bam,gs://ccle_bams/rna/G29750/Hs_578T/v2/Hs_578T.bam,,,,,
1714,Hs_600.T,,gs://ccle_bams/wes/G16640/Hs_600.T/current/Hs_600.T.bam,,,,,,
1715,Hs_604.T,,gs://ccle_bams/rna/G16640/Hs_604.T/current/Hs_604.T.bam,,gs://ccle_bams/rna/G29750/Hs_604.T/v3/Hs_604.T.bam,,,,
1716,Hs_606.T,,gs://ccle_bams/wes/G16640/Hs_606.T/current/Hs_606.T.bam,,gs://ccle_bams/rna/G29750/Hs_606.T/v3/Hs_606.T.bam,,,,
1717,Hs_611.T,,gs://ccle_bams/wes/G16640/Hs_611.T/current/Hs_611.T.bam,gs://ccle_bams/wes/G29750/Hs_611.T/v2/Hs_611.T.bam,,,,,
1718,Hs_616.T,,gs://ccle_bams/wes/G16640/Hs_616.T/current/Hs_616.T.bam,,gs://ccle_bams/rna/G29750/Hs_616.T/v3/Hs_616.T.bam,,,,
1719,Hs_618.T,,gs://ccle_bams/wes/G16640/Hs_618.T/current/Hs_618.T.bam,gs://ccle_bams/rna/G29750/Hs_618.T/v2/Hs_618.T.bam,,,,,
1720,Hs_675.T,,gs://ccle_bams/rna/G16640/Hs_675.T/current/Hs_675.T.bam,,gs://ccle_bams/rna/G29750/Hs_675.T/v3/Hs_675.T.bam,,,,
1721,Hs_683,,gs://ccle_bams/wes/G29750/Hs_683/v1/Hs_683.bam,,,,,,gs://ccle_bams/wes/G16640/Hs_683/current/Hs_683.bam
1722,Hs_688_A_.T,,gs://ccle_bams/rna/G16640/Hs_688_A_.T/current/Hs_688_A_.T.bam,gs://ccle_bams/wes/G29750/Hs_688_A_.T/v2/Hs_688_A_.T.bam,,,,,
1723,Hs_695T,,gs://ccle_bams/rna/C1926/Hs_695T/current/Hs_695T.bam,gs://ccle_bams/wes/G29750/Hs_695T/v2/Hs_695T.bam,,,,,
1724,Hs_698.T,,gs://ccle_bams/rna/G16640/Hs_698.T/current/Hs_698.T.bam,gs://ccle_bams/wes/G29750/Hs_698.T/v2/Hs_698.T.bam,,,,,
1725,Hs_706.T,,gs://ccle_bams/wes/G48942/Hs_706.T/current/Hs_706.T.bam,,,,,,
1726,Hs_729,,gs://ccle_bams/wes/G16640/Hs_729/current/Hs_729.bam,,gs://ccle_bams/rna/G29750/Hs_729/v3/Hs_729.bam,,,,
1727,Hs_737.T,,gs://ccle_bams/rna/G16640/Hs_737.T/current/Hs_737.T.bam,,,,,,
1728,Hs_742.T,,gs://ccle_bams/rna/G16640/Hs_742.T/current/Hs_742.T.bam,,,,,,
1729,Hs_746T,,gs://ccle_bams/rna/G16469/Hs_746T/v1/Hs_746T.bam,gs://ccle_bams/rna/G29750/Hs_746T/v2/Hs_746T.bam,gs://ccle_bams/rna/Getz_IBM_CellLines_RNASeqData_19samples_02012018/G20474/NA/Hs_746T/v3/Hs_746T.bam,,,,
1730,Hs_751.T,,gs://ccle_bams/wes/G28860/Hs_751.T/current/Hs_751.T.bam,gs://ccle_bams/rna/G29750/Hs_751.T/v2/Hs_751.T.bam,,,,,
1731,Hs_766T,,gs://ccle_bams/rna/G16640/Hs_766T/current/Hs_766T.bam,,,gs://ccle_bams/wes/G29750/Hs_766T/v4/Hs_766T.bam,,,
1732,Hs_821.T,,gs://ccle_bams/rna/C1926/Hs_821.T/current/Hs_821.T.bam,gs://ccle_bams/rna/G29750/Hs_821.T/v2/Hs_821.T.bam,,,,,
1733,Hs_822.T,,gs://ccle_bams/wes/C1926/Hs_822.T/current/Hs_822.T.bam,,,,,,
1734,Hs_839.T,,,gs://ccle_bams/rna/G29750/Hs_839.T/v2/Hs_839.T.bam,,,,,
1735,Hs_840.T,,gs://ccle_bams/wes/G16640/Hs_840.T/current/Hs_840.T.bam,,,,,,
1736,Hs_852.T,,gs://ccle_bams/rna/G16640/Hs_852.T/current/Hs_852.T.bam,,,gs://ccle_bams/wes/G29750/Hs_852.T/v4/Hs_852.T.bam,,,
1737,Hs_863.T,,gs://ccle_bams/wes/G16640/Hs_863.T/current/Hs_863.T.bam,,,,,,
1738,Hs_870.T,,gs://ccle_bams/rna/G16640/Hs_870.T/current/Hs_870.T.bam,,,gs://ccle_bams/wes/G29750/Hs_870.T/v4/Hs_870.T.bam,,,
1739,Hs_888.T,,gs://ccle_bams/rna/G29750/Hs_888.T/v1/Hs_888.T.bam,,,,,,gs://ccle_bams/rna/G16640/Hs_888.T/current/Hs_888.T.bam
