cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,matched_normal,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-YQNRRv,ACH-002136,1,,,H290,PT-j5kaNd5r,CVCL_A555,,gs://cclebams/wes/SANGER_H290_PLEURA.bam,gs://cclebams/wes/SANGER_H290_PLEURA.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,L7Zp9g==,,,,,,,,,,
CDS-jEUOba,ACH-002239,1,,,H3118,PT-7eyvS9Ec,CVCL_A464,,gs://cclebams/wes/SANGER_H3118_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/wes/SANGER_H3118_UPPER_AERODIGESTIVE_TRACT.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,lGR0hg==,,,,,,,,,,
CDS-XuMZJy,ACH-001510,1,,,H376,PT-M8Sk5QkX,,,gs://cclebams/rna/H376/current/H376.bam,gs://cclebams/rna/H376/current/H376.bai,,Female,,40.0,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,rna,,polyA,"Established from a squamous cell carcinoma (SCC) of the floor of the mouth (20 mm-40 mm) of a 40 year-old female patient. STNMP stage III, well differentiated, node positive tumour.",DEPMAP,5/11/2018,,,,wuI5Vg==,,,,,,,,,,
CDS-wLmEY9,ACH-001510,2,,,H376,PT-M8Sk5QkX,,,gs://cclebams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/H376/v2/H376.bam,gs://cclebams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/H376/v2/H376.bai,,Female,,40.0,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,rna,,polyA,"Established from a squamous cell carcinoma (SCC) of the floor of the mouth (20 mm-40 mm) of a 40 year-old female patient. STNMP stage III, well differentiated, node positive tumour.",DEPMAP,25/1/2019,,,,SroG1g==,,,,,,,,,,
CDS-RmCca2,ACH-001510,1,,,H376,PT-M8Sk5QkX,,,gs://cclebams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/H376/v2/H376.bam,gs://cclebams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/H376/v2/H376.bai,,Female,,40.0,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,wes,,ICE,"Established from a squamous cell carcinoma (SCC) of the floor of the mouth (20 mm-40 mm) of a 40 year-old female patient. STNMP stage III, well differentiated, node positive tumour.",DEPMAP,15/11/2018,,,,WWL8Sg==,,,,,,,,,,
CDS-bu7MVS,ACH-001511,1,,,H413,PT-T1hTBY7M,,,gs://cclebams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/H413/v1/H413.bam,gs://cclebams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/H413/v1/H413.bai,,Female,,53.0,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,buccal_mucosa,upper_aerodigestive,,,wes,,ICE,"Established from a squamous cell carcinoma (SCC) of the buccal mucosa (20mm-40mm) of a 53 year-old female patient. STNMP stage II, moderately differentiated, node negative tumour.",DEPMAP,14/1/2019,,,,Cwfv0g==,,,,,,,,,,
CDS-s1XCjl,ACH-001511,1,,,H413,PT-T1hTBY7M,,,gs://cclebams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/H413/v1/H413.bam,gs://cclebams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/H413/v1/H413.bai,,Female,,53.0,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,buccal_mucosa,upper_aerodigestive,,,rna,,polyA,"Established from a squamous cell carcinoma (SCC) of the buccal mucosa (20mm-40mm) of a 53 year-old female patient. STNMP stage II, moderately differentiated, node negative tumour.",DEPMAP,15/1/2019,,,,vshZbA==,,,,,,,,,,
CDS-gbTqli,ACH-002138,1,,,H513,PT-m33L0E1n,CVCL_A570,,gs://cclebams/wes/SANGER_NCIH513_PLEURA.bam,gs://cclebams/wes/SANGER_NCIH513_PLEURA.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,i8CI1A==,,,,,,,,,,
CDS-E6WUKO,ACH-001310,1,,,HA1E,PT-vPlCvSSo,CVCL_VU89,,gs://cclebams/rna/G143832/HA1E/v1/HA1E.bam,gs://cclebams/rna/G143832/HA1E/v1/HA1E.bai,,Unknown,,,kidney,Engineered,,,engineered_kidney,,,rna,,polyA,Received from CMAP; SV40+TERT immortalized kidney cell line,DEPMAP,2/4/2018,,,,VXxFew==,,,,,,,,,,
CDS-xxYsio,ACH-001310,1,,,HA1E,PT-vPlCvSSo,CVCL_VU89,,gs://cclebams/wes/RP-1561/Exome/HA1E/v1/HA1E.bam,gs://cclebams/wes/RP-1561/Exome/HA1E/v1/HA1E.bai,,Unknown,,,kidney,Engineered,,,engineered_kidney,,,wes,,ICE,Received from CMAP; SV40+TERT immortalized kidney cell line,DEPMAP,3/3/2018,,,,isoYhg==,,,,,,,,,,
CDS-b9Ngnd,ACH-002350,1,,,HA7EBV,PT-zLGKvmbY,CVCL_E909,,gs://cclebams/wes/SANGER_HA7EBV_MATCHED_NORMAL_TISSUE.bam,gs://cclebams/wes/SANGER_HA7EBV_MATCHED_NORMAL_TISSUE.bai,,,,,,normal,normal,,,,,wes,,AGILENT,,SANGER,U,,,,4UCgkA==,,,,,,,,,,
CDS-2hBJFI,ACH-002139,1,,,HA7RCC,PT-zLGKvmbY,CVCL_1241,,gs://cclebams/wes/SANGER_HA7RCC_KIDNEY.bam,gs://cclebams/wes/SANGER_HA7RCC_KIDNEY.bai,,,CDS-b9Ngnd,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,DOKyHA==,,,,,,,,,,
CDS-PHmbVW,ACH-002241,1,,,HAL01,PT-hrlnaGUR,CVCL_1242,,gs://cclebams/wes/SANGER_HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,TMjXrA==,,,,,,,,,,
CDS-ce3y1s,ACH-002475,1,,,HAP1,PT-0fj9KxyD,,,gs://cclebams/wes/DepMap_CellLine_WES_July2019/RP-1561/Exome/HAP1_1/v2/HAP1_1.bam,gs://cclebams/wes/DepMap_CellLine_WES_July2019/RP-1561/Exome/HAP1_1/v2/HAP1_1.bai,,Male,,40.0,bone_marrow,Engineered,CML,,engineered_blood,,,wes,,ICE,Derived from KBM7 cell line. HAP1MLH1KO_ENGINEERED is knockout line,DEPMAP,29/7/2019,,,,Qiw/nw==,,,,,,,,,,
CDS-VCHXBd,ACH-002476,1,,,HAP1MLH1KO,PT-0fj9KxyD,,,gs://cclebams/wes/DepMap_CellLine_WES_July2019/RP-1561/Exome/HAP1MLH1KO_1/v2/HAP1MLH1KO_1.bam,gs://cclebams/wes/DepMap_CellLine_WES_July2019/RP-1561/Exome/HAP1MLH1KO_1/v2/HAP1MLH1KO_1.bai,ACH-002475,Male,,40.0,engineered,Engineered,CML,,engineered_blood,,,wes,,ICE,"HAP1 cell line, edited by CRISPR/Cas to contain a 13bp deletion in a coding exon of MLH1.",DEPMAP,29/7/2019,,,,i/OYqQ==,,,,,,,,,,
CDS-ZVqawW,ACH-002476,1,,,HAP1MLH1KO,PT-0fj9KxyD,,,gs://cclebams/rna/DepMap_CellLine_RNAseq_July2019/RP-1561/RNA/HAP1MLH1KO/v2/HAP1MLH1KO.bam,gs://cclebams/rna/DepMap_CellLine_RNAseq_July2019/RP-1561/RNA/HAP1MLH1KO/v2/HAP1MLH1KO.bai,ACH-002475,Male,,40.0,engineered,Engineered,CML,,engineered_blood,,,rna,,polyA,"HAP1 cell line, edited by CRISPR/Cas to contain a 13bp deletion in a coding exon of MLH1.",DEPMAP,16/8/2019,,,,yrlqQA==,,,,,,,,,,
CDS-Z8ciYH,ACH-001736,1,,,HB1119,PT-tMy43mHQ,CVCL_8227,,gs://cclebams/rna/G146344/HB1119_1/current/HB1119_1.bam,gs://cclebams/rna/G146344/HB1119_1/current/HB1119_1.bai,,Unknown,,,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,b_cell,blood,,,rna,,polyA,"Received from Academic lab (Pikman, DFCI)",DEPMAP,9/6/2018,,,,Q8DbwA==,,,,,,,,,,
CDS-4KU6NG,ACH-001736,1,,,HB1119,PT-tMy43mHQ,CVCL_8227,,gs://cclebams/wes/RP-1561/Exome/HB1119_1/v1/HB1119_1.bam,gs://cclebams/wes/RP-1561/Exome/HB1119_1/v1/HB1119_1.bai,,Unknown,,,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,b_cell,blood,,,wes,,ICE,"Received from Academic lab (Pikman, DFCI)",DEPMAP,1/6/2018,,,,3J1a/w==,,,,,,,,,,
CDS-cuR48O,ACH-002242,1,,,HC1,PT-5fkQq5ER,CVCL_1243,,gs://cclebams/wes/SANGER_HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,R8djqQ==,,,,,,,,,,
CDS-ossxWc,ACH-001513,1,,,HCA1,PT-x5ymzDwt,,,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_8samples_013119/RP-1561/RNA/HCA1/v1/HCA1.bam,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_8samples_013119/RP-1561/RNA/HCA1/v1/HCA1.bai,,Female,,,cervix,Cervical Cancer,cervical_adenocarcinoma,endocervical,cervix,,,rna,,polyA,"Human endocervical adenocarcinoma cell line., lymph node metastatic site",IBM,15/1/2019,,,,+oVFbQ==,,,,,,,,,,
CDS-pQE1r4,ACH-001513,1,,,HCA1,PT-x5ymzDwt,,,gs://cclebams/wes/HCA1/current/HCA1.bam,gs://cclebams/wes/HCA1/current/HCA1.bai,,Female,,,cervix,Cervical Cancer,cervical_adenocarcinoma,endocervical,cervix,,,wes,,ICE,"Human endocervical adenocarcinoma cell line., lymph node metastatic site",DEPMAP,28/11/2018,,,,lMJsHw==,,,,,,,,,,
CDS-6mRinm,ACH-000690,1,,,HCC2814,PT-Rx7Giunx,CVCL_V586,,gs://cclebams/rna/G41764/HCC2814/current/HCC2814.bam,gs://cclebams/rna/G41764/HCC2814/current/HCC2814.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,rna,,polyA,"Received from Academic lab (Meyerson, Broad)",DEPMAP,1/9/2013,,,,V7xAKg==,,,,,,,,,,
CDS-NbDtkx,ACH-001081,1,,,HCC2998,PT-zHu7CnJe,CVCL_1266,,gs://cclebams/wes/SANGER_HCC2998_LARGE_INTESTINE.bam,gs://cclebams/wes/SANGER_HCC2998_LARGE_INTESTINE.bai,,Unknown,,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,wes,,AGILENT,,SANGER,U,,,,FJ5ZQg==,,,,,,,,,,
CDS-fTMmBU,ACH-000575,1,,,HCC364,PT-8DAryFKm,CVCL_5134,,gs://cclebams/rna/G41772/HCC364/current/HCC364.bam,gs://cclebams/rna/G41772/HCC364/current/HCC364.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,"Received from Academic lab (Meyerson, Broad) who received from Gazdar",DEPMAP,1/9/2013,,,,jaYC4A==,,,,,,,,,,
CDS-gLKPtW,ACH-000066,1,,,HCC4006,PT-4Q0Fk5hY,CVCL_1269,,gs://cclebams/wes/C836.HCC4006.1.bam,gs://cclebams/wes/C836.HCC4006.1.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,CCLE line,DEPMAP,3/3/2012,,,,ep9BUg==,,,,,,,,,,
CDS-WANSYH,ACH-000066,1,,,HCC4006,PT-4Q0Fk5hY,CVCL_1269,,gs://cclebams/hybrid_capture/HCC4006_LUNG.bam,gs://cclebams/hybrid_capture/HCC4006_LUNG.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,hybrid_capture,,,CCLE line,CCLE2,14/8/2010,,,,DG7/Pg==,,,,,,,,,,
CDS-WdswTK,ACH-000066,1,,,HCC4006,PT-4Q0Fk5hY,CVCL_1269,,gs://cclebams/RRBS/G29750/HCC4006/v3/HCC4006.bam,gs://cclebams/RRBS/G29750/HCC4006/v3/HCC4006.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,RRBS,,,CCLE line,CCLE2,10/3/2013,,,,ylu12Q==,,,,,,,,,,
CDS-HibghH,ACH-000066,1,,,HCC4006,PT-4Q0Fk5hY,CVCL_1269,,gs://cclebams/rna/G28865.HCC4006.3.bam,gs://cclebams/rna/G28865.HCC4006.3.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line,DEPMAP,10/2/2013,,,,z+B+Dw==,,,,,,,,,,
CDS-HmIfOW,ACH-000066,2,,,HCC4006,PT-4Q0Fk5hY,CVCL_1269,,gs://cclebams/wes/C1926/HCC4006/current/HCC4006.bam,gs://cclebams/wes/C1926/HCC4006/current/HCC4006.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,CCLE line,DEPMAP,1/8/2015,,,,cWpu2w==,,,,,,,,,,
CDS-VCxrwL,ACH-000066,1,,,HCC4006,PT-4Q0Fk5hY,CVCL_1269,,gs://cclebams/raindance/G16640/HCC4006/current/HCC4006.bam,gs://cclebams/raindance/G16640/HCC4006/current/HCC4006.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,8IoNbg==,,,,,,,,,,
CDS-JmZfex,ACH-000339,1,,,HCC461,PT-09RNl4Gi,CVCL_5135,,gs://cclebams/rna/G41806/HCC461/current/HCC461.bam,gs://cclebams/rna/G41806/HCC461/current/HCC461.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,"Received from Academic lab (Meyerson, Broad) who received from Minna",DEPMAP,1/9/2013,,,,75bnIg==,,,,,,,,,,
CDS-AZW2LJ,ACH-000339,1,,,HCC461,PT-09RNl4Gi,CVCL_5135,,gs://cclebams/wes/RP-1211/Exome/HCC461/current/HCC461.bam,gs://cclebams/wes/RP-1211/Exome/HCC461/current/HCC461.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,ICE,"Received from Academic lab (Meyerson, Broad) who received from Minna",DEPMAP,23/7/2016,,,,/zoHKQ==,,,,,,,,,,
CDS-ydNWog,ACH-000872,1,,,HCC515,PT-qhTE0sgO,CVCL_5136,,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_21samples_09222017/G41814/NA/HCC515/v1/HCC515.bam,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_21samples_09222017/G41814/NA/HCC515/v1/HCC515.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,"Received from Academic lab (Meyerson, Broad) who received from Minna",IBM,1/9/2013,,,,lVIOcA==,,,,,,,,,,
CDS-0wO1Np,ACH-000872,1,,,HCC515,PT-qhTE0sgO,CVCL_5136,,gs://cclebams/wes/RP-1211/Exome/HCC515/current/HCC515.bam,gs://cclebams/wes/RP-1211/Exome/HCC515/current/HCC515.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,ICE,"Received from Academic lab (Meyerson, Broad) who received from Minna",DEPMAP,23/7/2016,,,,jupmXw==,,,,,,,,,,
CDS-yvRuws,ACH-000467,1,,,HCC56,PT-aP1tYeb7,CVCL_2917,,gs://cclebams/RRBS/G29750/HCC-56/v1/HCC-56.bam,gs://cclebams/RRBS/G29750/HCC-56/v1/HCC-56.bai,,Unknown,,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,24/4/2013,,,,4CBCBw==,,,,,,,,,,
CDS-GYdpqP,ACH-000467,1,,,HCC56,PT-aP1tYeb7,CVCL_2917,,gs://cclebams/rna/G28894.HCC-56.3.bam,gs://cclebams/rna/G28894.HCC-56.3.bai,,Unknown,,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,rna,,polyA,CCLE line,DEPMAP,10/2/2013,,,,kOPWSg==,,,,,,,,,,
CDS-rUxNkB,ACH-000467,1,,,HCC56,PT-aP1tYeb7,CVCL_2917,,gs://cclebams/wes/SANGER_HCC56_LARGE_INTESTINE.bam,gs://cclebams/wes/SANGER_HCC56_LARGE_INTESTINE.bai,,Unknown,,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,wes,,AGILENT,CCLE line,SANGER,U,,,,SJpf4g==,,,,,,,,,,
CDS-yoCZMS,ACH-000467,1,,,HCC56,PT-aP1tYeb7,CVCL_2917,,gs://cclebams/hybrid_capture/HCC56_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/HCC56_LARGE_INTESTINE.bai,,Unknown,,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,hybrid_capture,,,CCLE line,CCLE2,25/6/2010,,,,6uIKOg==,,,,,,,,,,
CDS-kvcGCX,ACH-000467,2,,,HCC56,PT-aP1tYeb7,CVCL_2917,,gs://cclebams/wes/C1926/HCC-56/current/HCC-56.bam,gs://cclebams/wes/C1926/HCC-56/current/HCC-56.bai,,Unknown,,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,wes,,AGILENT,CCLE line,DEPMAP,1/8/2015,,,,vJf1bw==,,,,,,,,,,
CDS-ehHO7s,ACH-002243,1,,,HCE4,PT-Y4wcBuCO,CVCL_1271,,gs://cclebams/wes/SANGER_HCE4_OESOPHAGUS.bam,gs://cclebams/wes/SANGER_HCE4_OESOPHAGUS.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,ZWBDEA==,,,,,,,,,,
CDS-tt6cRw,ACH-002336,1,,,HCET,PT-oa6JuWBP,CVCL_1272,,gs://cclebams/wes/SANGER_HCET_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/wes/SANGER_HCET_UPPER_AERODIGESTIVE_TRACT.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,w72low==,,,,,,,,,,
CDS-Ac5EHV,ACH-001515,2,,,HCS2,PT-T9ieCRDo,,,gs://cclebams/rna/Getz_IBM_CellLines_Tru-seq_100M_Nov2018_Redo/RP-1500/RNA/HCS2/v2/HCS2.bam,gs://cclebams/rna/Getz_IBM_CellLines_Tru-seq_100M_Nov2018_Redo/RP-1500/RNA/HCS2/v2/HCS2.bai,,Female,,42.0,cervix,Cervical Cancer,cervical_squamous,,cervix,,,rna,,polyA,Human squamous cell carcinoma from uterine cervix.,IBM,24/2/2019,,,,PXN4DQ==,,,,,,,,,,
CDS-I7RvaG,ACH-001515,1,,,HCS2,PT-T9ieCRDo,,,gs://cclebams/rna/HCS2/current/HCS2.bam,gs://cclebams/rna/HCS2/current/HCS2.bai,,Female,,42.0,cervix,Cervical Cancer,cervical_squamous,,cervix,,,rna,,polyA,Human squamous cell carcinoma from uterine cervix.,DEPMAP,27/11/2018,,,,gwc92Q==,,,,,,,,,,
CDS-4oiBVD,ACH-001515,1,,,HCS2,PT-T9ieCRDo,,,gs://cclebams/wes/HCS2/current/HCS2.bam,gs://cclebams/wes/HCS2/current/HCS2.bai,,Female,,42.0,cervix,Cervical Cancer,cervical_squamous,,cervix,,,wes,,ICE,Human squamous cell carcinoma from uterine cervix.,DEPMAP,18/11/2018,,,,e7oWQw==,,,,,,,,,,
CDS-z5s3EZ,ACH-001516,1,,,HCSC1,PT-CSTwxjNR,,,gs://cclebams/wes/Getz_IBM_DMX_CellLines_12samples_deepcov_01302018/RP-1561/Exome/HCSC1/v1/HCSC1.bam,gs://cclebams/wes/Getz_IBM_DMX_CellLines_12samples_deepcov_01302018/RP-1561/Exome/HCSC1/v1/HCSC1.bai,,Female,,48.0,ascites,Cervical Cancer,cervical_carcinoma,endocervical,cervix,,,wes,,ICE,Human endocervical carcinoma cell line.,IBM,14/2/2019,,,,COmMRA==,,,,,,,,,,
CDS-bZ21py,ACH-001516,1,,,HCSC1,PT-CSTwxjNR,,,gs://cclebams/rna/HCSC1/v2/HCSC1.bam,gs://cclebams/rna/HCSC1/v2/HCSC1.bai,,Female,,48.0,ascites,Cervical Cancer,cervical_carcinoma,endocervical,cervix,,,rna,,polyA,Human endocervical carcinoma cell line.,DEPMAP,9/2/2019,,,,9cfV/Q==,,,,,,,,,,
CDS-mu0xOo,ACH-000971,1,,,HCT116,PT-IvMzjI3t,CVCL_0291,,gs://cclebams/raindance/G16640/HCT_116/current/HCT_116.bam,gs://cclebams/raindance/G16640/HCT_116/current/HCT_116.bai,,Male,,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,raindance,,,,CCLE2,2/4/2012,,,,8JxW4w==,,,,,,,,,,
CDS-yrFEFE,ACH-000971,1,,,HCT116,PT-IvMzjI3t,CVCL_0291,,gs://cclebams/hybrid_capture/HCT116_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/HCT116_LARGE_INTESTINE.bai,,Male,,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,hybrid_capture,,,,CCLE2,4/1/2010,,,,EVI8Jg==,,,,,,,,,,
CDS-ffSLm9,ACH-000971,1,,,HCT116,PT-IvMzjI3t,CVCL_0291,,gs://cclebams/wes/SANGER_HCT116_LARGE_INTESTINE.bam,gs://cclebams/wes/SANGER_HCT116_LARGE_INTESTINE.bai,,Male,,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,wes,,AGILENT,,SANGER,U,,,,RjCHPg==,,,,,,,,,,
CDS-5q8Y78,ACH-000971,1,,,HCT116,PT-IvMzjI3t,CVCL_0291,,gs://cclebams/rna/G20490.HCT_116.2.bam,gs://cclebams/rna/G20490.HCT_116.2.bai,,Male,,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,rna,,polyA,,DEPMAP,24/7/2012,,,,hSG+2w==,,,,,,,,,,
CDS-ASprHn,ACH-000971,1,,,HCT116,PT-IvMzjI3t,CVCL_0291,,gs://cclebams/wgs/G16374/HCT_116/v1/HCT_116.bam,gs://cclebams/wgs/G16374/HCT_116/v1/HCT_116.bai,,Male,,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,wgs,,,,CCLE2,9/1/2012,,,,tIwJzw==,,,,,,,,,,
CDS-lTV8gn,ACH-000971,1,,,HCT116,PT-IvMzjI3t,CVCL_0291,,gs://cclebams/RRBS/G29750/HCT_116/v1/HCT_116.bam,gs://cclebams/RRBS/G29750/HCT_116/v1/HCT_116.bai,,Male,,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,,CCLE2,25/4/2013,,,,rwDRrQ==,,,,,,,,,,
CDS-WFJDfE,ACH-000990,1,,,HEC108,PT-CX7S4HbO,CVCL_2923,,gs://cclebams/rna/G28832.HEC-108.3.bam,gs://cclebams/rna/G28832.HEC-108.3.bai,,Female,,,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,rna,,polyA,CCLE line,DEPMAP,10/2/2013,,,,rnLnGw==,,,,,,,,,,
CDS-XUv5f8,ACH-000990,1,,,HEC108,PT-CX7S4HbO,CVCL_2923,,gs://cclebams/hybrid_capture/HEC108_ENDOMETRIUM.bam,gs://cclebams/hybrid_capture/HEC108_ENDOMETRIUM.bai,,Female,,,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,hybrid_capture,,,CCLE line,CCLE2,4/8/2010,,,,6wexdQ==,,,,,,,,,,
CDS-MmcZTk,ACH-000990,1,,,HEC108,PT-CX7S4HbO,CVCL_2923,,gs://cclebams/wes/C836.HEC-108.1.bam,gs://cclebams/wes/C836.HEC-108.1.bai,,Female,,,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,wes,,AGILENT,CCLE line,DEPMAP,3/3/2012,,,,SzAuzw==,,,,,,,,,,
CDS-SDA3Mt,ACH-000990,1,,,HEC108,PT-CX7S4HbO,CVCL_2923,,gs://cclebams/RRBS/G29750/HEC-108/v3/HEC-108.bam,gs://cclebams/RRBS/G29750/HEC-108/v3/HEC-108.bai,,Female,,,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,RRBS,,,CCLE line,CCLE2,1/4/2013,,,,fCICgw==,,,,,,,,,,
CDS-AgRfg0,ACH-000990,1,,,HEC108,PT-CX7S4HbO,CVCL_2923,,gs://cclebams/raindance/G16640/HEC-108/current/HEC-108.bam,gs://cclebams/raindance/G16640/HEC-108/current/HEC-108.bai,,Female,,,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,gYES0g==,,,,,,,,,,
CDS-ljiqfw,ACH-001518,1,,,HEC116,PT-zAcXMsUC,,,gs://cclebams/wes/Getz_IBM_CellLine_WES_Batch2_April2019/RP-1561/Exome/HEC116/v1/HEC116.bam,gs://cclebams/wes/Getz_IBM_CellLine_WES_Batch2_April2019/RP-1561/Exome/HEC116/v1/HEC116.bai,,Female,,,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,wes,,ICE,Human Tumor cell line from endometrioid adenocarcinoma G2.,IBM,13/5/2019,,,,Bjr1fg==,,,,,,,,,,
CDS-NV1NPT,ACH-001518,1,,,HEC116,PT-zAcXMsUC,,,gs://cclebams/rna/Getz_IBM_CellLine_RNAseq_April2019/RP-1561/RNA/HEC116/v1/HEC116.bam,gs://cclebams/rna/Getz_IBM_CellLine_RNAseq_April2019/RP-1561/RNA/HEC116/v1/HEC116.bai,,Female,,,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,rna,,polyA,Human Tumor cell line from endometrioid adenocarcinoma G2.,IBM,17/5/2019,,,,kNqqiw==,,,,,,,,,,
CDS-uOpIZT,ACH-000972,1,,,HEC151,PT-WLRim1N2,CVCL_2925,,gs://cclebams/wes/C836.HEC-151.2.bam,gs://cclebams/wes/C836.HEC-151.2.bai,,Female,,,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,wes,,AGILENT,CCLE line,DEPMAP,2/3/2012,,,,mlSiGg==,,,,,,,,,,
