Approved symbol	Previous symbol
NDUFA5P4	
NDUFA5P5	
NDUFA5P6	
NDUFA5P7	
NDUFA5P8	
NDUFA5P9	
NDUFA5P10	
NDUFA5P11	
NDUFA5P12	
NDUFA6	
NDUFA6-DT	NDUFA6-AS1
NDUFA7	
NDUFA8	
NDUFA8P1	
NDUFA9	NDUFS2L
NDUFA9P1	
NDUFA10	
NDUFA11	
NDUFA12	
NDUFA12P1	
NDUFA13	
NDUFAB1	
NDUFAB1P1	
NDUFAF1	
NDUFAF2	NDUFA12L
NDUFAF2P1	
NDUFAF2P2	
NDUFAF3	C3orf60
NDUFAF4	C6orf66
NDUFAF4P1	
NDUFAF4P2	
NDUFAF4P3	
NDUFAF4P4	
NDUFAF5	C20orf7
NDUFAF6	C8orf38
NDUFAF7	C2orf56
NDUFAF8	C17orf89
NDUFB1	
NDUFB1P1	NDUFB1P
NDUFB1P2	
NDUFB2	
NDUFB2-AS1	
NDUFB2P1	
NDUFB3	
NDUFB3P1	
NDUFB3P2	
NDUFB3P3	
NDUFB3P4	
NDUFB3P5	
NDUFB4	
NDUFB4P1	
NDUFB4P2	
NDUFB4P3	
NDUFB4P4	
NDUFB4P5	
NDUFB4P6	
NDUFB4P7	
NDUFB4P8	
NDUFB4P9	
NDUFB4P10	
NDUFB4P11	
NDUFB4P12	
NDUFB5	
NDUFB5P1	
NDUFB5P2	
NDUFB6	
NDUFB7	
NDUFB8	
NDUFB8P1	
NDUFB8P2	
NDUFB8P3	
NDUFB9	
NDUFB9P1	
NDUFB9P2	
NDUFB9P3	
NDUFB10	
NDUFB10P1	
NDUFB10P2	
NDUFB11	
NDUFB11P1	NDUFB11P
NDUFC1	
NDUFC2	
NDUFC2-KCTD14	
NDUFS1	
NDUFS2	
NDUFS3	
NDUFS4	
NDUFS5	
NDUFS5P1	
NDUFS5P2	
NDUFS5P3	
NDUFS5P4	
NDUFS5P5	
NDUFS5P6	
NDUFS5P7	
NDUFS6	
NDUFS6P1	
NDUFS7	
NDUFS8	
NDUFV1	
NDUFV1-DT	C11orf72
NDUFV2	
NDUFV2-AS1	
NDUFV2P1	
NDUFV3	
NEAT1	NCRNA00084
NEB	NEM2
NEBL	C10orf113
NEBL-AS1	
NECAB1	EFCBP1
NECAB2	EFCBP2
NECAB3	SYTIP2
NECAB3	APBA2BP
NECAP1	
NECAP1P1	
NECAP1P2	
NECAP2	
NECTIN1	HVEC
NECTIN1	ED4
NECTIN1	PVRL1
NECTIN1-AS1	
NECTIN1-DT	
NECTIN2	HVEB
NECTIN2	PVRL2
NECTIN3	PVRL3
NECTIN3-AS1	PVRL3-AS1
NECTIN4	PVRL4
NECTIN4-AS1	
NEDD1	
NEDD4	
NEDD4L	
NEDD8	
NEDD8-MDP1	
NEDD8P1	
NEDD9	
NEFH	
NEFHP1	NEFHL
NEFL	
NEFLL1	
NEFLL2	
NEFLP1	
NEFM	NEF3
NEFMP1	
NEGR1	
NEGR1-AS1	
NEGR1-IT1	
NEIL1	
NEIL2	
NEIL3	
NEK1	
NEK2	
NEK2-DT	
NEK2P1	NEK2P
NEK2P2	
NEK2P3	
NEK2P4	
NEK3	
NEK4	STK2
NEK4P1	
NEK4P2	
NEK4P3	
NEK5	
NEK6	
NEK7	
NEK8	
NEK9	
NEK10	
NEK11	
NELFA	WHSC2
NELFB	COBRA1
NELFCD	TH1L
NELFE	RDBP
NELL1	
NELL2	
NEMF	SDCCAG1
NEMP1	TMEM194
NEMP1	TMEM194A
NEMP2	TMEM194B
NEMP2-DT	
NENF	
NENFP1	
NENFP2	
NENFP3	
NEO1	
NEPNP	
NEPRO	C3orf17
NEPRO-AS1	
NES	
NET1	
NETO1	
NETO1-DT	
NETO2	
NEU1	NEU
NEU2	
NEU3	
NEU4	
NEURL1	NEURL
NEURL1-AS1	
NEURL1B	
NEURL2	C20orf163
NEURL3	
NEURL4	
NEUROD1	NEUROD
NEUROD2	
NEUROD4	
NEUROD6	
NEUROG1	NEUROD3
NEUROG2	
NEUROG2-AS1	
NEUROG3	
NEXMIF	KIAA2022
NEXN	
NEXN-AS1	C1orf118
NF1	
NF1L3	
NF1P1	
NF1P2	
NF1P3	NF1L1
NF1P4	NF1L4
NF1P5	NF1L5
NF1P6	NF1L6
NF1P7	NF1L7
NF1P8	NF1L2
NF1P9	
NF1P10	
NF1P11	
NF1P12	
NF2	
NFAM1	
NFASC	
NFAT5	
NFATC1	
NFATC2	
NFATC2IP	
NFATC2IP-AS1	
NFATC3	
NFATC4	
NFATC5	
NFE2	
NFE2L1	TCF11
NFE2L1-DT	
NFE2L2	
NFE2L3	
NFE2L3P1	
NFE2L3P2	
NFE4	
NFIA	
NFIA-AS1	
NFIA-AS2	
NFIB	
NFIB-AS1	
NFIC	NFI
NFIL3	IL3BP1
NFILZ	LINC01862
NFIX	
NFIXL1	
NFIXL2	
NFIXL3	
NFIXL4	
NFIXL5	
NFKB1	
NFKB2	
NFKBIA	NFKBI
NFKBIB	
NFKBID	
NFKBIE	
NFKBIL1	NFKBIL
NFKBIZ	
NFRKB	
NFS1	
NFU1	HIRIP5
NFU1P1	
NFU1P2	
NFX1	
NFXL1	
NFYA	
NFYAP1	NFYAP
NFYB	
NFYBP1	
NFYC	
NFYC-AS1	
NFYCP1	
NFYCP2	
NGB	
NGDN	C14orf120
NGEF	
NGF	NGFB
NGF-AS1	
NGFR	
NGFR-AS1	
NGLY1	
NGRN	
NHCP1	
NHCP2	
NHEJ1	
NHIP	
NHLH1	HEN1
NHLH2	HEN2
NHLRC1	
NHLRC2	
NHLRC3	
NHLRC4	
NHP2	NOLA2
NHP2P1	NOLA2P1
NHP2P2	
NHS	
NHS-AS1	
NHSL1	C6orf63
NHSL1-AS1	
NHSL2	
NIBAN1	C1orf24
NIBAN1	FAM129A
NIBAN2	C9orf88
NIBAN2	FAM129B
NIBAN3	FAM129C
NICN1	
NICN1-AS1	
NICN2P	
NID1	NID
NID2	
NIDDM1	
NIDDM2	
NIF3L1	ALS2CR1
NIFK	MKI67IP
NIFK-AS1	
NIFKP1	MKI67IPP1
NIFKP2	MKI67IPP2
NIFKP3	MKI67IPP3
NIFKP4	MKI67IPP4
NIFKP5	MKI67IPP5
NIFKP6	MKI67IPP6
NIFKP7	MKI67IPP7
NIFKP8	MKI67IPP8
NIFKP9	MKI67IPP9
NIHCOLE	LINC02163
NIM1K	
NIN	
NINJ1	
NINJ2	
NINJ2-AS1	
NINL	
NIP1L	
NIP7	
NIP7P1	
NIP7P2	
NIP7P3	
NIPA1	SPG6
NIPA2	
NIPA2P1	
NIPA2P2	
NIPA2P3	
NIPA2P4	
NIPA2P5	
NIPAL1	NPAL1
NIPAL2	NPAL2
NIPAL2-AS1	
NIPAL3	NPAL3
NIPAL4	
NIPAL4-DT	
NIPBL	
NIPBL-DT	NIPBL-AS1
NIPSNAP1	
NIPSNAP2	GBAS
NIPSNAP3A	
NIPSNAP3B	
NISCH	
NIT1	
NIT2	
NKAIN1	FAM77C
NKAIN1P1	
NKAIN1P2	
NKAIN2	TCBA1
NKAIN3	FAM77D
NKAIN3	NKAIN3-IT1
NKAIN4	C20orf58
NKAP	
NKAPD1	C11orf57
NKAPL	C6orf194
NKAPP1	CXorf42
NKD1	
NKD2	
NKG7	
NKILA	
NKIRAS1	
NKIRAS2	
NKPD1	
NKRF	
NKS1	
NKTR	
NKX1-1	
NKX1-2	C10orf121
NKX2-1	NKX2A
NKX2-1	BCH
NKX2-1	TITF1
NKX2-1-AS1	
NKX2-2	NKX2B
NKX2-2-AS1	
NKX2-3	NKX2C
NKX2-4	NKX2D
NKX2-5	CSX
NKX2-5	NKX2E
NKX2-6	
NKX2-8	NKX2H
NKX3-1	NKX3A
NKX3-2	BAPX1
NKX6-1	NKX6A
NKX6-2	
NKX6-3	
NLE1	NLE
NLGN1	
NLGN1-AS1	
NLGN2	
NLGN3	
NLGN4X	NLGN4
NLGN4Y	
NLGN4Y-AS1	NLGN4YAS
NLGN4Y-AS1	NLGN4Y-AS
NLK	
NLN	AGTBP
NLRC3	
NLRC4	CARD12
NLRC5	
NLRP1	NALP1
NLRP1	SLEV1
NLRP2	NALP2
NLRP2B	NLRP2P
NLRP3	C1orf7
NLRP3	CIAS1
NLRP3	DFNA34
NLRP3P1	NLRP3P
NLRP4	NALP4
NLRP5	NALP5
NLRP6	NALP6
NLRP7	NALP7
NLRP7P1	
NLRP8	NALP8
NLRP9	NALP9
NLRP9P1	NLRP9P
NLRP10	NALP10
NLRP11	NALP11
NLRP12	NALP12
NLRP13	NALP13
NLRP14	NALP14
NLRX1	
NM	
NMB	
NMBR	
NMBR-AS1	
NMD3	
NMD3P1	NMD3P
NMD3P2	
NME1	
NME1-NME2	
NME1P1	
NME2	
NME2P1	
NME2P2	
NME2P3	
NME3	
NME4	
NME5	
NME6	
NME7	
NME8	TXNDC3
NME9	TXNDC6
NMI	
NMNAT1	LCA9
NMNAT1P1	NMNATP
NMNAT1P2	
NMNAT1P3	
NMNAT1P4	
NMNAT1P5	
NMNAT2	C1orf15
NMNAT3	
NMRAL1	
NMRAL2P	NMRAL1P1
NMRK1	C9orf95
NMRK2	ITGB1BP3
NMS	
NMT1	
NMT2	
NMTRL-TAA1-1	TRNAL31
NMTRL-TAA2-1	TRNAL46P
NMTRL-TAA3-1	TRNAL45P
NMTRL-TAA4-1	TRNAL37
NMTRL-TAA5-1	TRNAL42P
NMTRL-TAA6-1	TRNAL41P
NMTRP-TGG1-1	TRNAP23P
NMTRQ-CTG1-1	TRNAQ38P
NMTRQ-TTG1-1	TRNAQ40P
NMTRQ-TTG2-1	TRNAQ48P
NMTRQ-TTG3-1	TRNAQ18
NMTRQ-TTG4-1	TRNAQ42P
NMTRQ-TTG5-1	TRNAQ31
NMTRQ-TTG6-1	TRNAQ47P
NMTRQ-TTG7-1	TRNAQ34P
NMTRQ-TTG8-1	TRNAQ35P
NMTRQ-TTG9-1	TRNAQ36P
NMTRQ-TTG10-1	TRNAQ50P
NMTRQ-TTG11-1	TRNAQ43P
NMTRQ-TTG12-1	TRNAQ41P
NMTRQ-TTG13-1	TRNAQ52P
NMTRQ-TTG14-1	TRNAQ9
NMTRQ-TTG15-1	TRNAQ54P
NMTRS-TGA1-1	TRNAS8
NMTRS-TGA2-1	TRNAS31P
NMTRS-TGA3-1	TRNAS30P
NMTRV-TAC1-1	TRNAV37P
NMU	
NMUR1	GPR66
NMUR2	NMU2R
NNAT	
NNMT	
NNO1	
NNT	
NNT-AS1	
NOA1	C4orf14
NOB1	PSMD8BP1
NOBOX	
NOC2L	
NOC2LP1	
NOC2LP2	
NOC3L	C10orf117
NOC4L	
NOCT	CCRN4L
NOD1	CARD4
NOD2	IBD1
NOD2	CARD15
NODAL	
NOG	SYNS1
NOG	SYM1
NOL2	
NOL3	
NOL4	
NOL4L	C20orf113
NOL4L	C20orf112
NOL4L-DT	
NOL6	
NOL7	C6orf90
NOL7	PQBP3
NOL8	C9orf34
NOL8P1	
NOL9	
NOL10	PQBP5
NOL11	
NOL12	
NOLC1	
NOLC1P1	
NOM1	C7orf3
NOMO1	
NOMO2	
NOMO3	
NONO	
NONOP1	
NONOP2	
NOP2	NOL1
NOP9	C14orf21
NOP10	NOLA3
NOP14	C4orf9
NOP14	NOL14
NOP14-AS1	C4orf10
NOP16	
NOP53	GLTSCR2
NOP53-AS1	GLTSCR2-AS1
NOP56	NOL5A
NOP56P1	NOL5B
NOP56P1	NOL5BP
NOP56P2	
NOP56P3	
NOP58	
NOPCHAP1	C12orf45
NORAD	LINC00657
NOS1	NOS
NOS1AP	
NOS2	NOS2A
NOS2P1	NOS2C
NOS2P2	NOS2B
NOS2P3	
NOS2P4	
NOS3	
NOSIP	
NOSTRIN	
NOTCH1	TAN1
NOTCH2	
NOTCH2NLA	NOTCH2NL
NOTCH2NLB	
NOTCH2NLC	
NOTCH2NLR	
NOTCH2P1	
NOTCH3	CADASIL
NOTCH4	INT3
NOTO	
NOTUM	
NOVA1	
NOVA1-DT	C14orf22
NOVA1-DT	NOVA1-AS1
NOVA1-DT	LINC02588
NOVA2	NOVA3
NOX1	
NOX3	
NOX4	
NOX5	
NOXA1	SDCCAG31
NOXO1	
NOXRED1	C14orf148
NPAP1	C15orf2
NPAP1L	
NPAP1P1	
NPAP1P2	
NPAP1P3	
NPAP1P4	
NPAP1P5	
NPAP1P6	
NPAP1P7	
NPAP1P8	
NPAS1	
NPAS2	
NPAS2-AS1	
NPAS3	
NPAS4	
NPAT	
NPB	
NPBWR1	GPR7
NPBWR2	GPR8
NPC1	
NPC1L1	
NPC2	
NPCDR1	
NPDC1	
NPEPL1	
NPEPPS	
NPEPPSP1	
NPFF	
NPFFR1	GPR147
NPFFR2	GPR74
NPHP1	NPH1
NPHP3	
NPHP3-ACAD11	
NPHP3-AS1	NCRNA00119
NPHP4	
NPHS1	
NPHS2	
NPIPA1	NPIP
NPIPA2	
NPIPA3	
NPIPA5	
NPIPA7	
NPIPA8	
NPIPA9	
NPIPB1P	
NPIPB2	
NPIPB3	NPIPL3
NPIPB4	
NPIPB5	
NPIPB6	
NPIPB7	NPIPL1
NPIPB8	
NPIPB9	
NPIPB10P	
NPIPB11	
NPIPB12	
NPIPB13	
NPIPB14P	
NPIPB15	NPIPL2
NPIPP1	
NPL	C1orf13
NPLOC4	
NPLP1	
NPM1	
NPM1P1	NPMP1
NPM1P2	NPMP2
NPM1P3	NPMP3
NPM1P3	NPM1P15
NPM1P4	NPMP4
NPM1P5	NPMP5
NPM1P6	NPMP6
NPM1P7	NPMP7
NPM1P7	NPM1P16
NPM1P8	
NPM1P9	
NPM1P10	
NPM1P11	
NPM1P12	
NPM1P13	
NPM1P14	
NPM1P17	
NPM1P18	
NPM1P19	
NPM1P20	
NPM1P21	
NPM1P22	
NPM1P23	
NPM1P24	
NPM1P25	
NPM1P26	
NPM1P27	
NPM1P28	
NPM1P29	
NPM1P30	
NPM1P31	
NPM1P32	
NPM1P33	
NPM1P34	
NPM1P35	
NPM1P36	
NPM1P37	
NPM1P38	
NPM1P39	
NPM1P40	
NPM1P41	
NPM1P42	
NPM1P43	
NPM1P44	
NPM1P45	
NPM1P46	
NPM1P47	
NPM1P48	
NPM1P49	
NPM1P50	
NPM1P51	
NPM1P52	
NPM2	
NPM3	
NPNT	
NPPA	ANP
NPPA	PND
NPPA-AS1	NPPAAS
NPPA-AS1	NPPA-AS
NPPB	
NPPC	
NPR1	ANPRA
NPR1	NPRA
NPR2	ANPRB
NPR2	NPRB
NPR2	AMDM
NPR3	NPRC
NPR3	ANPRC
NPR3	C5orf23
NPRL2	TUSC4
NPRL3	C16orf35
NPS	
NPSR1	GPR154
NPSR1-AS1	
NPTN	SDFR1
NPTN-IT1	
NPTX1	
NPTX2	
NPTXR	
NPVF	C7orf9
NPW	
NPY	
NPY1R	NPYR
NPY2R	
NPY2R-AS1	
NPY4R	PPYR1
NPY4R2	
NPY5R	
NPY6R	
NQO1	NMOR1
NQO1	DIA4
NQO1-DT	
NQO2	NMOR2
NQO2-AS1	
NR1D1	THRAL
NR1D2	
NR1H1	
NR1H2	UNR
NR1H3	
NR1H4	
NR1H5P	
NR1I2	
NR1I3	
NR1I4	
NR2C1	TR2
NR2C2	TR4
NR2C2AP	
NR2E1	TLX
NR2E3	
NR2F1	ERBAL3
NR2F1	TFCOUP1
NR2F1-AS1	
NR2F2	ARP1
NR2F2	TFCOUP2
NR2F2-AS1	
NR2F6	ERBAL2
NR3C1	GRL
NR3C1P1	GRLL1
NR3C1P1	NR3C1P
NR3C2	MLR
NR4A1	HMR
NR4A1	GFRP1
NR4A1AS	
NR4A2	NURR1
NR4A3	
NR5A1	FTZF1
NR5A2	FTF
NR6A1	GCNF
NRAD1	NCRNA00284
NRAD1	LINC00284
NRADDP	
NRAP	
NRARP	
NRAS	
NRASL1	
NRASL2	
NRASL3	
NRAV	DYNLL1-AS1
NR0B1	AHC
NR0B1	DSS
NR0B2	
NRBF2	
NRBF2P1	
NRBF2P2	
NRBF2P3	
NRBF2P4	
NRBF2P5	
NRBF2P6	
NRBP1	NRBP
NRBP2	
NRCAM	
NRDC	NRD1
NRDE2	C14orf102
NREP	C5orf13
NREP-AS1	
NRF1	
NRG1	HGL
NRG1	NRG1-IT2
NRG1-IT1	
NRG1-IT3	
NRG2	
NRG3	
NRG3-AS1	C10orf100
NRG4	
NRGN	
NRIP1	
NRIP2	
NRIP3	C11orf14
NRIP3-DT	
NRIR	
NRK	
NRL	
NRM	
NRN1	
NRN1L	
NRON	
NRP1	
NRP2	
NRROS	LRRC33
NRSN1	VMP
NRSN2	C20orf98
NRSN2-AS1	
NRTN	
NRXN1	
NRXN2	
NRXN2-AS1	
NRXN3	C14orf60
NSA2	
NSA2P1	
NSA2P2	
NSA2P3	
NSA2P4	
NSA2P5	
NSA2P6	
NSA2P7	
NSD1	STO
NSD2	WHSC1
NSD3	WHSC1L1
NSDHL	
NSF	
NSFL1C	
NSFP1	NSFP
NSG1	
NSG2	
NSL1	C1orf48
NSMAF	
NSMCE1	
NSMCE1-DT	
NSMCE2	C8orf36
NSMCE3	NDNL2
NSMCE4A	C10orf86
NSMF	NELF
NSRP1	CCDC55
NSRP1P1	CCDC55P1
NSUN2	MRT5
NSUN3	
NSUN4	
NSUN5	WBSCR20
NSUN5	WBSCR20A
NSUN5P1	NSUN5B
NSUN5P2	NSUN5C
NSUN6	NOPD1
NSUN6	ARL5B-AS1
NSUN7	
NT3	
NT5C	UMPH2
NT5C1A	
NT5C1B	
NT5C1B-RDH14	
NT5C2	NT5B
NT5C2	SPG45
NT5C3A	NT5C3
NT5C3AP1	NT5C3P1
NT5C3AP2	
NT5C3B	NT5C3L
NT5CP1	
NT5CP2	
NT5CP3	
NT5DC1	NT5C2L1
NT5DC1P1	
NT5DC1P2	
NT5DC2	
NT5DC3	
NT5DC4	
NT5E	NT5
NT5ELP	
NT5M	
NTAN1	
NTAN1P1	
NTAN1P2	
NTAN1P3	
NTAQ1	C8orf32
NTAQ1	WDYHV1
NTF3	
NTF4	NTF5
NTF6A	NTF6
NTF6B	
NTF6G	
NTHL1	
NTM	
NTM-AS1	C11orf39
NTM-IT	NTM-IT3
NTM-IT1	
NTM-IT2	
NTMT1	C9orf32
NTMT1	METTL11A
NTMT2	C1orf184
NTMT2	METTL11B
NTN1	
NTN3	NTN2L
NTN4	
NTN5	
NTNG1	
NTNG2	NTNG1
NTPCR	C1orf57
NTRK1	
NTRK2	
NTRK3	
NTRK3-AS1	
NTS	
NTSR1	
NTSR2	
NUAK1	
NUAK2	
NUB1	
NUBP1	NBP1
NUBP2	
NUBPL	C14orf127
NUBPL-DT	
NUCB1	
NUCB1-AS1	
NUCB2	
NUCKS1	
NUCKS1P1	
NUDC	
NUDCD1	
NUDCD2	
NUDCD3	
NUDCP1	
NUDCP2	
NUDT1	MTH1
NUDT2	APAH1
NUDT3	
NUDT4	
NUDT4B	NUDT4P1
NUDT4P2	
NUDT5	
NUDT6	
NUDT7	
NUDT8	
NUDT9	
NUDT9P1	C10orf98
NUDT10	
NUDT11	
NUDT12	
NUDT13	
NUDT14	
NUDT15	
NUDT15P1	
NUDT15P2	
NUDT16	
NUDT16-DT	
NUDT16L1	
NUDT16L2P	NUDT16P
NUDT16L2P	NUDT16P1
NUDT17	
NUDT18	
NUDT19	
NUDT19-DT	
NUDT19P1	
NUDT19P2	
NUDT19P3	
NUDT19P4	
NUDT19P5	
NUDT19P6	
NUDT21	CPSF5
NUDT21P1	
NUDT22	
NUF2	CDCA1
NUFIP1	
NUFIP1P1	NUFIP1P
NUFIP2	
NUGGC	C8orf80
NUMA1	
NUMB	C14orf41
NUMBL	
NUP35	
NUP35P1	
NUP35P2	
NUP37	
NUP42	NUPL2
NUP43	
NUP50	NPAP60L
NUP50-DT	NUP50-AS1
NUP50P1	NUP50P
NUP50P2	
NUP50P3	
NUP54	
NUP58	NUPL1
NUP58P1	NUPL1P1
NUP62	
NUP62CL	
NUP85	
NUP88	
NUP93	
NUP93-DT	
NUP98	
NUP107	
NUP107-DT	
NUP133	
NUP133-DT	
NUP153	
NUP153-AS1	
NUP155	
NUP160	
NUP188	KIAA0169
NUP205	C7orf14
NUP210	
NUP210L	
NUP210P1	C3orf46
NUP210P2	
NUP210P3	
NUP214	
NUPR1	
NUPR2	NUPR1L
NUS1	C6orf68
NUS1P1	
NUS1P2	
NUS1P3	
NUS1P4	
NUSAP1	
NUTF2	
NUTF2P2	
NUTF2P3	
NUTF2P4	
NUTF2P5	
NUTF2P6	
NUTF2P7	
NUTF2P8	
NUTM1	C15orf55
NUTM2A	FAM22A
NUTM2A-AS1	FAM22A-AS1
NUTM2B	FAM22B
NUTM2B-AS1	
NUTM2D	FAM22D
NUTM2E	FAM22E
NUTM2F	FAM22F
NUTM2G	FAM22G
NUTM2HP	FAM22HP
NVL	
NWD1	
NWD2	KIAA1239
NXF1	
NXF2	
NXF2B	
NXF3	
NXF4	
NXF5	
NXN	
NXNL1	TXNL6
NXNL2	C9orf121
NXNP1	
NXPE1	FAM55A
NXPE2	FAM55B
NXPE2P1	
NXPE3	FAM55C
NXPE4	C11orf33
NXPE4	FAM55D
NXPH1	
NXPH2	
NXPH3	
NXPH4	
NXT1	
NXT1-AS1	
NXT1P1	
NXT2	
NXTAR	
NYAP1	C7orf51
NYAP1	KIAA1486L
NYAP2	KIAA1486
NYNRIN	KIAA1305
NYS2	
NYS3	
NYS4	
NYX	CSNB1
NYX	CSNB4
OA3	
OACYLP	
OAF	
OAP	
OARD1	C6orf130
OAS1	OIAS
OAS2	
OAS3	
OASD	
OASL	
OASL2P	
OAT	
OATP1	OATL3
OAZ1	OAZ
OAZ1P1	
OAZ2	
OAZ3	
OBI1	C13orf7
OBI1	RNF219
OBI1-AS1	POU4F1-AS1
OBI1-AS1	RNF219-AS1
OBP2A	
OBP2B	
OBSCN	
OBSCN-AS1	C1orf145
OBSCN-IT1	
OBSCN-IT2	
OBSL1	
OC90	PLA2L
OCA2	D15S12
OCA2	P
OCA2	EYCL3
OCA2	EYCL2
OCA5	
OCEL1	
OCIAD1	
OCIAD1-AS1	
OCIAD2	
OCIAD2P1	
OCLM	
OCLN	
OCLNP1	
OCM	
OCM2	
OCRL	
OCSTAMP	C20orf123
ODAD1	CCDC114
ODAD2	ARMC4
ODAD2P1	ARMC4P1
ODAD3	CCDC151
ODAD4	TTC25
ODAM	
ODAPH	C4orf26
ODC1	
ODC1-DT	
ODCP	ODC2
ODF1	
ODF2	
ODF2-AS1	
ODF2L	
ODF3	
ODF3B	
ODF3L1	
ODF3L2	C19orf19
ODF4	
ODR4	C1orf27
OED	
OFC#	
OFC1	OFC
OFC2	
OFC3	
OFCC1	
OFD1	CXorf5
OFD1	RP23
OFD1P1Y	OFDYP1
OFD1P1Y	OFD1P1
OFD1P2Y	OFDYP2
OFD1P2Y	OFD1P2
OFD1P2Y	OFD1PY2
OFD1P3Y	OFDYP3
OFD1P3Y	OFD1P3
OFD1P3Y	OFD1PY3
OFD1P3Y	OFD1P19Y
OFD1P3Y	OFD1P19
OFD1P3Y	OFD1PY19
OFD1P4Y	OFDYP4
OFD1P4Y	OFD1P4
OFD1P4Y	OFD1PY4
OFD1P5Y	OFDYP5
OFD1P5Y	OFD1P5
OFD1P5Y	OFD1PY5
OFD1P6Y	OFD1P2
OFD1P6Y	OFDYP6
OFD1P6Y	OFD1P6
OFD1P6Y	OFD1PY6
OFD1P7Y	OFDYP7
OFD1P7Y	OFD1P7
OFD1P7Y	OFD1PY7
OFD1P8Y	OFDYP8
OFD1P8Y	OFD1P8
OFD1P8Y	OFD1PY8
OFD1P9Y	OFDYP9
OFD1P9Y	OFD1P9
OFD1P9Y	OFD1PY9
OFD1P10Y	OFDYP10
OFD1P10Y	OFD1P10
OFD1P10Y	OFD1PY10
OFD1P11Y	OFDYP11
OFD1P11Y	OFD1P11
OFD1P11Y	OFD1PY11
OFD1P12Y	OFDYP12
OFD1P12Y	OFD1P12
OFD1P12Y	OFD1PY12
OFD1P13Y	OFDYP13
OFD1P13Y	OFD1P13
OFD1P13Y	OFD1PY13
OFD1P14Y	OFDYP14
OFD1P14Y	OFD1P14
OFD1P14Y	OFD1PY14
OFD1P15Y	OFDYP15
OFD1P15Y	OFD1P15
OFD1P15Y	OFD1PY15
OFD1P16Y	OFDYP16
OFD1P16Y	OFD1P16
OFD1P16Y	OFD1PY16
OFD1P17	C5orf1
OFD1P17	OFD1P1
OFD1P18Y	CYorf1
OFD1P18Y	OFD1P18
OFD1P18Y	OFD1PY18
OGA	MGEA5
OGDH	
OGDHL	
OGFOD1	
OGFOD1P1	
OGFOD2	
OGFOD3	C17orf101
OGFR	
OGFR-AS1	
OGFRL1	
OGFRP1	
OGG1	
OGN	
OGT	
OIP5	
OIP5-AS1	
OIT3	
OLA1	GTPBP9
OLA1P1	
OLA1P2	
OLA1P3	
OLAH	THEDC1
OLFM1	
OLFM2	
OLFM3	
OLFM4	
OLFM5P	
OLFML1	
OLFML2A	
OLFML2B	
OLFML3	
OLFR@	
OLIG1	
OLIG2	PRKCBP2
OLIG2	BHLHB1
OLIG3	
OLMALINC	C10orf75
OLMALINC	NCRNA00263
OLMALINC	LINC00263
OLR1	
OMA1	
OMD	
OMG	
OMP	
ONECUT1	HNF6
ONECUT1	HNF6A
ONECUT2	
ONECUT3	
OOEP	C6orf156
OOEP-AS1	OOEP-AS
OOEPP1	
OOEPP2	
OOSP1	
OOSP1P1	
OOSP1P2	
OOSP2	TMEM122
OOSP2	PLAC1L
OOSP3	
OOSP4A	
OOSP4B	
OPA1	
OPA1-AS1	
OPA2	
OPA3	
OPA4	
OPA5	
OPA6	
OPA7	
OPA8	
OPALIN	TMEM10
OPCML	
OPCML-IT1	
OPCML-IT2	
OPEM	
OPHN1	MRX60
OPLAH	
OPN1LW	CBBM
OPN1LW	RCP
OPN1LW	CBP
OPN1MW	GCP
OPN1MW	CBBM
OPN1MW	CBD
OPN1MW2	
OPN1MW3	
OPN1SW	BCP
OPN3	ECPN
OPN4	
OPN5	TMEM13
OPRD1	
OPRK1	
OPRL1	
OPRM1	
OPRPN	PROL1
OPTC	
OPTN	GLC1E
OR1A1	
OR1A2	
OR1AA1P	
OR1AB1P	
OR1AC1P	
OR1B1	
OR1C1	
OR1D2	OLFR1
OR1D3P	OR1D6P
OR1D3P	OR1D7P
OR1D4	
OR1D5	
OR1E1	OR1E9P
OR1E1	OR1E5
OR1E1	OR1E6
OR1E2	OR1E4
OR1E3	OR1E3P
OR1E7	
OR1E8P	
OR1F1	OR1F4
OR1F1	OR1F6
OR1F1	OR1F7
OR1F1	OR1F8
OR1F1	OR1F9
OR1F1	OR1F5
OR1F1	OR1F10
OR1F1	OR1F13P
OR1F2P	OR1F3P
OR1F2P	OR1F2
OR1F11	
OR1F12P	OR1F12
OR1G1	OR1G2
OR1H1P	OR1H1
OR1I1	
OR1J1	
OR1J2	OR1J3
OR1J2	OR1J5
OR1J4	
OR1K1	
OR1L1	OR1L2
OR1L3	
OR1L4	OR1L5
OR1L6	OR1L7
OR1L8	
OR1M1	
OR1M4P	
OR1N1	OR1N3
OR1N2	
OR1P1	OR1P1P
OR1Q1	OR1Q2
OR1Q1	OR1Q3
OR1Q1BP	
OR1R1P	OR20A1P
OR1R1P	OR1R2P
OR1R1P	OR1R3P
OR1S1	
OR1S2	
OR1X1P	
OR1X5P	
OR2A1	
OR2A1-AS1	
OR2A2	OR2A2P
OR2A2	OR2A17P
OR2A3P	
OR2A4	OR2A10
OR2A5	OR2A8
OR2A5	OR2A26
OR2A7	
OR2A9P	OR2A9
OR2A11P	
OR2A12	OR2A12P
OR2A13P	
OR2A14	OR2A14P
OR2A14	OR2A6
OR2A15P	OR2A28P
OR2A16P	
OR2A18P	
