,stripped_cell_line_name,wes_bam,wes_bai,wgs_bam,wgs_bai,rna_bam,rna_bai,hybrid_capture_bam,hybrid_capture_bai,targeted_bam,targeted_bai,raindance_bam,raindance_bai
ACH-000003,,,,,,gs://cclebams/rna/G41801.Caco-2.bam,gs://cclebams/rna/G41801.Caco-2.bai,,,,,,
ACH-000159,,,,gs://cclebams/wgs/G32831/OS-RC-2/v1/OS-RC-2.bam,gs://cclebams/wgs/G32831/OS-RC-2/v1/OS-RC-2.bai,gs://cclebams/rna/G28615.OS-RC-2.1.bam,gs://cclebams/rna/G28615.OS-RC-2.1.bai,gs://cclebams/hybrid_capture/OSRC2_KIDNEY.bam,gs://cclebams/hybrid_capture/OSRC2_KIDNEY.bai,,,gs://cclebams/raindance/G16640/OS-RC-2/current/OS-RC-2.bam,gs://cclebams/raindance/G16640/OS-RC-2/current/OS-RC-2.bai
ACH-000603,,,,,,gs://cclebams/rna/G27321.BEN.1.bam,gs://cclebams/rna/G27321.BEN.1.bai,gs://cclebams/hybrid_capture/BEN_LUNG.bam,gs://cclebams/hybrid_capture/BEN_LUNG.bai,gs://cclebams/targeted/C1926/BEN/current/BEN.bam,gs://cclebams/targeted/C1926/BEN/current/BEN.bai,gs://cclebams/raindance/G16640/BEN/current/BEN.bam,gs://cclebams/raindance/G16640/BEN/current/BEN.bai
ACH-000790,,,,gs://cclebams/wgs/G16411/SHP-77/v2/SHP-77.bam,gs://cclebams/wgs/G16411/SHP-77/v2/SHP-77.bai,gs://cclebams/rna/G27260.SHP-77.1.bam,gs://cclebams/rna/G27260.SHP-77.1.bai,gs://cclebams/hybrid_capture/SHP77_LUNG.bam,gs://cclebams/hybrid_capture/SHP77_LUNG.bai,,,,
ACH-000906,,,,gs://cclebams/wgs/G32831/ES-2/v2/ES-2.bam,gs://cclebams/wgs/G32831/ES-2/v2/ES-2.bai,gs://cclebams/rna/G27307.ES-2.1.bam,gs://cclebams/rna/G27307.ES-2.1.bai,gs://cclebams/hybrid_capture/ES2_OVARY.bam,gs://cclebams/hybrid_capture/ES2_OVARY.bai,,,,
ACH-000230,,,,,,gs://cclebams/rna/G28897.Hs_742.T.3.bam,gs://cclebams/rna/G28897.Hs_742.T.3.bai,gs://cclebams/hybrid_capture/HS742T_BREAST.bam,gs://cclebams/hybrid_capture/HS742T_BREAST.bai,,,gs://cclebams/raindance/G16640/Hs_742.T/current/Hs_742.T.bam,gs://cclebams/raindance/G16640/Hs_742.T/current/Hs_742.T.bai
ACH-000174,,,,,,gs://cclebams/rna/G41746.CAL-62.5.bam,gs://cclebams/rna/G41746.CAL-62.5.bai,gs://cclebams/hybrid_capture/CAL62_THYROID.bam,gs://cclebams/hybrid_capture/CAL62_THYROID.bai,,,gs://cclebams/raindance/G16640/CAL-62/current/CAL-62.bam,gs://cclebams/raindance/G16640/CAL-62/current/CAL-62.bai
ACH-001072,,,,,,,,gs://cclebams/hybrid_capture/GR-M.bam,gs://cclebams/hybrid_capture/GR-M.bai,,,,
ACH-000348,,,,gs://cclebams/wgs/G32831/RPMI-7951/v2/RPMI-7951.bam,gs://cclebams/wgs/G32831/RPMI-7951/v2/RPMI-7951.bai,gs://cclebams/rna/G27528.RPMI-7951.2.bam,gs://cclebams/rna/G27528.RPMI-7951.2.bai,gs://cclebams/hybrid_capture/RPMI-7951.merged.bam,gs://cclebams/hybrid_capture/RPMI-7951.merged.bai,,,,
ACH-000144,,,,gs://cclebams/wgs/G16477/RERF-GC-1B/v1/RERF-GC-1B.bam,gs://cclebams/wgs/G16477/RERF-GC-1B/v1/RERF-GC-1B.bai,gs://cclebams/rna/G27224.RERF-GC-1B.1.bam,gs://cclebams/rna/G27224.RERF-GC-1B.1.bai,gs://cclebams/hybrid_capture/RERFGC1B_STOMACH.bam,gs://cclebams/hybrid_capture/RERFGC1B_STOMACH.bai,,,gs://cclebams/raindance/G16640/RERF-GC-1B/current/RERF-GC-1B.bam,gs://cclebams/raindance/G16640/RERF-GC-1B/current/RERF-GC-1B.bai
ACH-000205,,gs://cclebams/wes/C836.PK-59.2.bam,gs://cclebams/wes/C836.PK-59.2.bam.bai,,,gs://cclebams/rna/G27476.PK-59.2.bam,gs://cclebams/rna/G27476.PK-59.2.bai,gs://cclebams/hybrid_capture/PK59_PANCREAS.bam,gs://cclebams/hybrid_capture/PK59_PANCREAS.bai,,,gs://cclebams/raindance/G16640/PK-59/current/PK-59.bam,gs://cclebams/raindance/G16640/PK-59/current/PK-59.bai
ACH-000540,,gs://cclebams/wes/C836.Hs_606.T.1.bam,gs://cclebams/wes/C836.Hs_606.T.1.bai,,,gs://cclebams/rna/G28901.Hs_606.T.3.bam,gs://cclebams/rna/G28901.Hs_606.T.3.bai,gs://cclebams/hybrid_capture/Hs_606.T.bam,gs://cclebams/hybrid_capture/Hs_606.T.bai,,,gs://cclebams/raindance/G16640/Hs_606.T/current/Hs_606.T.bam,gs://cclebams/raindance/G16640/Hs_606.T/current/Hs_606.T.bai
ACH-001039,,,,,,,,gs://cclebams/hybrid_capture/COLO205_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/COLO205_LARGE_INTESTINE.bai,,,,
ACH-000488,,,,gs://cclebams/wgs/G16360/TE-11/v1/TE-11.bam,gs://cclebams/wgs/G16360/TE-11/v1/TE-11.bai,gs://cclebams/rna/G27270.TE-11.1.bam,gs://cclebams/rna/G27270.TE-11.1.bai,gs://cclebams/hybrid_capture/TE11_OESOPHAGUS.bam,gs://cclebams/hybrid_capture/TE11_OESOPHAGUS.bai,,,gs://cclebams/raindance/G16640/TE-11/current/TE-11.bam,gs://cclebams/raindance/G16640/TE-11/current/TE-11.bai
ACH-000126,,gs://cclebams/wes/C836.KG-1-C.1.bam,gs://cclebams/wes/C836.KG-1-C.1.bam.bai,,,gs://cclebams/rna/G30640.KG-1-C.1.bam,gs://cclebams/rna/G30640.KG-1-C.1.bai,gs://cclebams/hybrid_capture/KG-1-C.bam,gs://cclebams/hybrid_capture/KG-1-C.bai,,,,
ACH-000692,,gs://cclebams/wes/C836.SNU-899.2.bam,gs://cclebams/wes/C836.SNU-899.2.bai,,,gs://cclebams/rna/G30574.SNU-899.1.bam,gs://cclebams/rna/G30574.SNU-899.1.bai,gs://cclebams/hybrid_capture/SNU899_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/hybrid_capture/SNU899_UPPER_AERODIGESTIVE_TRACT.bai,,,gs://cclebams/raindance/G16640/SNU-899/current/SNU-899.bam,gs://cclebams/raindance/G16640/SNU-899/current/SNU-899.bai
ACH-000444,,,,gs://cclebams/wgs/G32831/LU99/v3/LU99.bam,gs://cclebams/wgs/G32831/LU99/v3/LU99.bai,gs://cclebams/rna/G28021.LU99.1.bam,gs://cclebams/rna/G28021.LU99.1.bai,gs://cclebams/hybrid_capture/LU99_LUNG.bam,gs://cclebams/hybrid_capture/LU99_LUNG.bai,,,gs://cclebams/raindance/G16640/LU99/current/LU99.bam,gs://cclebams/raindance/G16640/LU99/current/LU99.bai
ACH-000924,,gs://cclebams/wes/C836.NCI-H2172.2.bam,gs://cclebams/wes/C836.NCI-H2172.2.bai,,,gs://cclebams/rna/G28559.NCI-H2172.1.bam,gs://cclebams/rna/G28559.NCI-H2172.1.bai,gs://cclebams/hybrid_capture/NCIH2172_LUNG.bam,gs://cclebams/hybrid_capture/NCIH2172_LUNG.bai,gs://cclebams/targeted/C1926/NCI-H2172/current/NCI-H2172.bam,gs://cclebams/targeted/C1926/NCI-H2172/current/NCI-H2172.bai,gs://cclebams/raindance/G16640/NCI-H2172/current/NCI-H2172.bam,gs://cclebams/raindance/G16640/NCI-H2172/current/NCI-H2172.bai
ACH-000429,,,,gs://cclebams/wgs/G32831/A-704/v1/A-704.bam,gs://cclebams/wgs/G32831/A-704/v1/A-704.bai,gs://cclebams/rna/G27204.A-704.1.bam,gs://cclebams/rna/G27204.A-704.1.bai,gs://cclebams/hybrid_capture/A704_KIDNEY.bam,gs://cclebams/hybrid_capture/A704_KIDNEY.bai,,,gs://cclebams/raindance/G16640/A-704/current/A-704.bam,gs://cclebams/raindance/G16640/A-704/current/A-704.bai
ACH-000837,,,,,,gs://cclebams/rna/G28593.NCI-H322.1.bam,gs://cclebams/rna/G28593.NCI-H322.1.bai,gs://cclebams/hybrid_capture/NCI-H322.bam,gs://cclebams/hybrid_capture/NCI-H322.bai,gs://cclebams/targeted/C1926/NCI-H322/current/NCI-H322.bam,gs://cclebams/targeted/C1926/NCI-H322/current/NCI-H322.bai,gs://cclebams/raindance/G16640/NCI-H322/current/NCI-H322.bam,gs://cclebams/raindance/G16640/NCI-H322/current/NCI-H322.bai
ACH-000449,,,,,,gs://cclebams/rna/G28016.MES-SA.1.bam,gs://cclebams/rna/G28016.MES-SA.1.bai,gs://cclebams/hybrid_capture/MES-SA.bam,gs://cclebams/hybrid_capture/MES-SA.bai,,,gs://cclebams/raindance/G16640/MES-SA/current/MES-SA.bam,gs://cclebams/raindance/G16640/MES-SA/current/MES-SA.bai
ACH-000150,,gs://cclebams/wes/C836.HCC2935.2.bam,gs://cclebams/wes/C836.HCC2935.2.bai,,,gs://cclebams/rna/G28870.HCC2935.3.bam,gs://cclebams/rna/G28870.HCC2935.3.bai,gs://cclebams/hybrid_capture/HCC2935_LUNG.bam,gs://cclebams/hybrid_capture/HCC2935_LUNG.bai,gs://cclebams/targeted/C1926/HCC2935/current/HCC2935.bam,gs://cclebams/targeted/C1926/HCC2935/current/HCC2935.bai,gs://cclebams/raindance/G16640/HCC2935/current/HCC2935.bam,gs://cclebams/raindance/G16640/HCC2935/current/HCC2935.bai
ACH-000802,,,,,,gs://cclebams/rna/G27311.BFTC-905.1.bam,gs://cclebams/rna/G27311.BFTC-905.1.bai,gs://cclebams/hybrid_capture/BFTC905_URINARY_TRACT.bam,gs://cclebams/hybrid_capture/BFTC905_URINARY_TRACT.bai,,,gs://cclebams/raindance/G16640/BFTC-905/current/BFTC-905.bam,gs://cclebams/raindance/G16640/BFTC-905/current/BFTC-905.bai
ACH-000822,,,,gs://cclebams/wgs/G32831/SK-MEL-24/v2/SK-MEL-24.bam,gs://cclebams/wgs/G32831/SK-MEL-24/v2/SK-MEL-24.bai,gs://cclebams/rna/G27486.SK-MEL-24.2.bam,gs://cclebams/rna/G27486.SK-MEL-24.2.bai,gs://cclebams/hybrid_capture/SKMEL24_SKIN.bam,gs://cclebams/hybrid_capture/SKMEL24_SKIN.bai,,,gs://cclebams/raindance/G16640/SK-MEL-24/current/SK-MEL-24.bam,gs://cclebams/raindance/G16640/SK-MEL-24/current/SK-MEL-24.bai
ACH-000849,,,,,,gs://cclebams/rna/G28064.MDA-MB-468.1.bam,gs://cclebams/rna/G28064.MDA-MB-468.1.bai,gs://cclebams/hybrid_capture/MDAMB468_BREAST.bam,gs://cclebams/hybrid_capture/MDAMB468_BREAST.bai,,,gs://cclebams/raindance/G16640/MDA-MB-468/current/MDA-MB-468.bam,gs://cclebams/raindance/G16640/MDA-MB-468/current/MDA-MB-468.bai
ACH-000663,,gs://cclebams/wes/CDS-hBaoEx.hg19.bam,gs://cclebams/wes/CDS-hBaoEx.hg19.bai,,,gs://cclebams/rna/G28535.OVTOKO.1.bam,gs://cclebams/rna/G28535.OVTOKO.1.bai,gs://cclebams/hybrid_capture/OVTOKO_OVARY.bam,gs://cclebams/hybrid_capture/OVTOKO_OVARY.bai,,,gs://cclebams/raindance/G16640/OVTOKO/current/OVTOKO.bam,gs://cclebams/raindance/G16640/OVTOKO/current/OVTOKO.bai
ACH-000425,,,,,,gs://cclebams/rna/G30619.UACC-62.1.bam,gs://cclebams/rna/G30619.UACC-62.1.bai,gs://cclebams/hybrid_capture/UACC-62.merged.bam,gs://cclebams/hybrid_capture/UACC-62.merged.bai,,,,
ACH-000129,,gs://cclebams/wes/CDS-yASKKy.hg19.bam,gs://cclebams/wes/CDS-yASKKy.hg19.bai,gs://cclebams/wgs/G16406/NCI-H1341/v1/NCI-H1341.bam,gs://cclebams/wgs/G16406/NCI-H1341/v1/NCI-H1341.bai,gs://cclebams/rna/G25217.NCI-H1341.1.bam,gs://cclebams/rna/G25217.NCI-H1341.1.bai,gs://cclebams/hybrid_capture/NCIH1341_LUNG.bam,gs://cclebams/hybrid_capture/NCIH1341_LUNG.bai,,,,
ACH-000245,,gs://cclebams/wes/C836.BL-41.2.bam,gs://cclebams/wes/C836.BL-41.2.bai,,,gs://cclebams/rna/G27374.BL-41.1.bam,gs://cclebams/rna/G27374.BL-41.1.bai,gs://cclebams/hybrid_capture/BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/BL-41/current/BL-41.bam,gs://cclebams/raindance/G16640/BL-41/current/BL-41.bai
ACH-000171,,,,,,gs://cclebams/rna/G30576.VMRC-RCZ.1.bam,gs://cclebams/rna/G30576.VMRC-RCZ.1.bai,gs://cclebams/hybrid_capture/VMRCRCZ_KIDNEY.bam,gs://cclebams/hybrid_capture/VMRCRCZ_KIDNEY.bai,,,gs://cclebams/raindance/G16640/VMRC-RCZ/current/VMRC-RCZ.bam,gs://cclebams/raindance/G16640/VMRC-RCZ/current/VMRC-RCZ.bai
ACH-000441,,,,,,gs://cclebams/rna/G27484.SH-4.2.bam,gs://cclebams/rna/G27484.SH-4.2.bai,gs://cclebams/hybrid_capture/SH4_SKIN.bam,gs://cclebams/hybrid_capture/SH4_SKIN.bai,,,gs://cclebams/raindance/G16640/SH-4/current/SH-4.bam,gs://cclebams/raindance/G16640/SH-4/current/SH-4.bai
ACH-000158,,gs://cclebams/wes/C836.OCI-LY3.1.bam,gs://cclebams/wes/C836.OCI-LY3.1.bai,,,gs://cclebams/rna/G41662.OCI-LY3.5.bam,gs://cclebams/rna/G41662.OCI-LY3.5.bai,gs://cclebams/hybrid_capture/OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,,
ACH-000722,,,,,,gs://cclebams/rna/G41735.SNU-C1.5.bam,gs://cclebams/rna/G41735.SNU-C1.5.bai,gs://cclebams/hybrid_capture/SNU-C1.bam,gs://cclebams/hybrid_capture/SNU-C1.bai,gs://cclebams/targeted/C1926/SNU-C1/current/SNU-C1.bam,gs://cclebams/targeted/C1926/SNU-C1/current/SNU-C1.bai,,
ACH-000541,,gs://cclebams/wes/C836.KMS-34.2.bam,gs://cclebams/wes/C836.KMS-34.2.bai,,,gs://cclebams/rna/G26253.KMS-34.2.bam,gs://cclebams/rna/G26253.KMS-34.2.bai,gs://cclebams/hybrid_capture/KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/KMS-34.bam,gs://cclebams/raindance/KMS-34.bai
ACH-000949,,,,,,gs://cclebams/rna/G30621.TGBC11TKB.1.bam,gs://cclebams/rna/G30621.TGBC11TKB.1.bai,gs://cclebams/hybrid_capture/TGBC11TKB_STOMACH.bam,gs://cclebams/hybrid_capture/TGBC11TKB_STOMACH.bai,gs://cclebams/targeted/C1926/TGBC11TKB/current/TGBC11TKB.bam,gs://cclebams/targeted/C1926/TGBC11TKB/current/TGBC11TKB.bai,,
ACH-000253,,gs://cclebams/wes/C836.COLO_201.2.bam,gs://cclebams/wes/C836.COLO_201.2.bai,gs://cclebams/wgs/G32831/COLO_201/v2/COLO_201.bam,gs://cclebams/wgs/G32831/COLO_201/v2/COLO_201.bai,gs://cclebams/rna/G27377.COLO_201.1.bam,gs://cclebams/rna/G27377.COLO_201.1.bai,gs://cclebams/hybrid_capture/COLO201_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/COLO201_LARGE_INTESTINE.bai,,,gs://cclebams/raindance/G16640/COLO_201/current/COLO_201.bam,gs://cclebams/raindance/G16640/COLO_201/current/COLO_201.bai
ACH-000082,,,,,,gs://cclebams/rna/G292CLONEA141B1_BONE.bam,gs://cclebams/rna/G292CLONEA141B1_BONE.bai,gs://cclebams/hybrid_capture/G-292_clone_A141B1.bam,gs://cclebams/hybrid_capture/G-292_clone_A141B1.bai,,,gs://cclebams/raindance/G-292_clone_A141B1.bam,gs://cclebams/raindance/G-292_clone_A141B1.bai
ACH-000136,,,,,,gs://cclebams/rna/G27308.CHP-126.1.bam,gs://cclebams/rna/G27308.CHP-126.1.bai,gs://cclebams/hybrid_capture/CHP-126.bam,gs://cclebams/hybrid_capture/CHP-126.bai,,,gs://cclebams/raindance/G16640/CHP-126/current/CHP-126.bam,gs://cclebams/raindance/G16640/CHP-126/current/CHP-126.bai
ACH-001182,,,,,,,,gs://cclebams/hybrid_capture/RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/RPMI_6666/current/RPMI_6666.bam,gs://cclebams/raindance/G16640/RPMI_6666/current/RPMI_6666.bai
ACH-000468,,gs://cclebams/wes/C836.PK-45H.2.bam,gs://cclebams/wes/C836.PK-45H.2.bai,,,gs://cclebams/rna/G27478.PK-45H.2.bam,gs://cclebams/rna/G27478.PK-45H.2.bai,gs://cclebams/hybrid_capture/PK45H_PANCREAS.bam,gs://cclebams/hybrid_capture/PK45H_PANCREAS.bai,,,gs://cclebams/raindance/G16640/PK-45H/current/PK-45H.bam,gs://cclebams/raindance/G16640/PK-45H/current/PK-45H.bai
ACH-000408,,,,gs://cclebams/wgs/G16416/TE-5/v1/TE-5.bam,gs://cclebams/wgs/G16416/TE-5/v1/TE-5.bai,gs://cclebams/rna/G41699.TE-5.5.bam,gs://cclebams/rna/G41699.TE-5.5.bai,gs://cclebams/hybrid_capture/TE5_OESOPHAGUS.bam,gs://cclebams/hybrid_capture/TE5_OESOPHAGUS.bai,,,gs://cclebams/raindance/G16640/TE-5/current/TE-5.bam,gs://cclebams/raindance/G16640/TE-5/current/TE-5.bai
ACH-000882,,,,,,gs://cclebams/rna/G28861.IGR-1.3.bam,gs://cclebams/rna/G28861.IGR-1.3.bai,gs://cclebams/hybrid_capture/IGR-1.bam,gs://cclebams/hybrid_capture/IGR-1.bai,,,,
ACH-000179,,,,gs://cclebams/wgs/G16368/NCI-H1618/v2/NCI-H1618.bam,gs://cclebams/wgs/G16368/NCI-H1618/v2/NCI-H1618.bai,gs://cclebams/rna/G25229.NCI-H1618.1.bam,gs://cclebams/rna/G25229.NCI-H1618.1.bai,gs://cclebams/hybrid_capture/NCIH1618_LUNG.bam,gs://cclebams/hybrid_capture/NCIH1618_LUNG.bai,,,gs://cclebams/raindance/G16640/NCI-H1618/current/NCI-H1618.bam,gs://cclebams/raindance/G16640/NCI-H1618/current/NCI-H1618.bai
ACH-000387,,gs://cclebams/wes/C836.TF-1.1.bam,gs://cclebams/wes/C836.TF-1.1.bam.bai,,,gs://cclebams/rna/G30593.TF-1.1.bam,gs://cclebams/rna/G30593.TF-1.1.bai,gs://cclebams/hybrid_capture/TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,gs://cclebams/targeted/C1926/TF-1/current/TF-1.bam,gs://cclebams/targeted/C1926/TF-1/current/TF-1.bai,gs://cclebams/raindance/G16640/TF-1/current/TF-1.bam,gs://cclebams/raindance/G16640/TF-1/current/TF-1.bai
ACH-000631,,,,,,gs://cclebams/rna/G28065.KS-1.1.bam,gs://cclebams/rna/G28065.KS-1.1.bai,gs://cclebams/hybrid_capture/KS1_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/hybrid_capture/KS1_CENTRAL_NERVOUS_SYSTEM.bai,,,gs://cclebams/raindance/G16640/KS-1/current/KS-1.bam,gs://cclebams/raindance/G16640/KS-1/current/KS-1.bai
ACH-000693,,,,gs://cclebams/wgs/G16370/KYSE-180/v2/KYSE-180.bam,gs://cclebams/wgs/G16370/KYSE-180/v2/KYSE-180.bai,gs://cclebams/rna/G20498.KYSE-180.2.bam,gs://cclebams/rna/G20498.KYSE-180.2.bai,gs://cclebams/hybrid_capture/KYSE180_OESOPHAGUS.bam,gs://cclebams/hybrid_capture/KYSE180_OESOPHAGUS.bai,,,gs://cclebams/raindance/G16640/KYSE-180/current/KYSE-180.bam,gs://cclebams/raindance/G16640/KYSE-180/current/KYSE-180.bai
ACH-000343,,,,gs://cclebams/wgs/G16402/NCI-H522/v1/NCI-H522.bam,gs://cclebams/wgs/G16402/NCI-H522/v1/NCI-H522.bai,gs://cclebams/rna/G25225.NCI-H522.1.bam,gs://cclebams/rna/G25225.NCI-H522.1.bai,gs://cclebams/hybrid_capture/NCIH522_LUNG.bam,gs://cclebams/hybrid_capture/NCIH522_LUNG.bai,,,gs://cclebams/raindance/G16640/NCI-H522/current/NCI-H522.bam,gs://cclebams/raindance/G16640/NCI-H522/current/NCI-H522.bai
ACH-000593,,,,,,gs://cclebams/rna/G27235.BC-3C.1.bam,gs://cclebams/rna/G27235.BC-3C.1.bai,,,,,,
ACH-000654,,,,,,gs://cclebams/rna/G27519.Raji.2.bam,gs://cclebams/rna/G27519.Raji.2.bai,gs://cclebams/hybrid_capture/RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/Raji/current/Raji.bam,gs://cclebams/raindance/G16640/Raji/current/Raji.bai
ACH-000164,,,,gs://cclebams/wgs/G32831/PANC-1/v2/PANC-1.bam,gs://cclebams/wgs/G32831/PANC-1/v2/PANC-1.bam.bai,gs://cclebams/rna/G28596.PANC-1.1.bam,gs://cclebams/rna/G28596.PANC-1.1.bai,gs://cclebams/hybrid_capture/PANC-1.bam,gs://cclebams/hybrid_capture/PANC-1.bai,,,gs://cclebams/raindance/G16640/PANC-1/current/PANC-1.bam,gs://cclebams/raindance/G16640/PANC-1/current/PANC-1.bai
ACH-000281,,gs://cclebams/wes/C836.KP-2.2.bam,gs://cclebams/wes/C836.KP-2.2.bai,,,gs://cclebams/rna/G26216.KP-2.2.bam,gs://cclebams/rna/G26216.KP-2.2.bai,gs://cclebams/hybrid_capture/KP2_PANCREAS.bam,gs://cclebams/hybrid_capture/KP2_PANCREAS.bai,,,gs://cclebams/raindance/G16640/KP-2/current/KP-2.bam,gs://cclebams/raindance/G16640/KP-2/current/KP-2.bai
ACH-000684,,,,,,gs://cclebams/rna/G28023.KMRC-1.1.bam,gs://cclebams/rna/G28023.KMRC-1.1.bai,gs://cclebams/hybrid_capture/KMRC1_KIDNEY.bam,gs://cclebams/hybrid_capture/KMRC1_KIDNEY.bai,,,,
ACH-000140,,gs://cclebams/wes/C836.Pfeiffer.1.bam,gs://cclebams/wes/C836.Pfeiffer.1.bai,,,gs://cclebams/rna/G27470.Pfeiffer.2.bam,gs://cclebams/rna/G27470.Pfeiffer.2.bai,gs://cclebams/hybrid_capture/PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/Pfeiffer/current/Pfeiffer.bam,gs://cclebams/raindance/G16640/Pfeiffer/current/Pfeiffer.bai
ACH-000278,,,,gs://cclebams/wgs/G32831/COV362/v2/COV362.bam,gs://cclebams/wgs/G32831/COV362/v2/COV362.bai,gs://cclebams/rna/G26191.COV362.2.bam,gs://cclebams/rna/G26191.COV362.2.bai,gs://cclebams/hybrid_capture/COV362_OVARY.bam,gs://cclebams/hybrid_capture/COV362_OVARY.bai,,,,
ACH-000624,,,,,,gs://cclebams/rna/G27317.HCC1806.1.bam,gs://cclebams/rna/G27317.HCC1806.1.bai,gs://cclebams/hybrid_capture/HCC1806_BREAST.bam,gs://cclebams/hybrid_capture/HCC1806_BREAST.bai,,,gs://cclebams/raindance/G16640/HCC1806/current/HCC1806.bam,gs://cclebams/raindance/G16640/HCC1806/current/HCC1806.bai
ACH-000990,,gs://cclebams/wes/C836.HEC-108.1.bam,gs://cclebams/wes/C836.HEC-108.1.bai,,,gs://cclebams/rna/G28832.HEC-108.3.bam,gs://cclebams/rna/G28832.HEC-108.3.bai,gs://cclebams/hybrid_capture/HEC108_ENDOMETRIUM.bam,gs://cclebams/hybrid_capture/HEC108_ENDOMETRIUM.bai,,,gs://cclebams/raindance/G16640/HEC-108/current/HEC-108.bam,gs://cclebams/raindance/G16640/HEC-108/current/HEC-108.bai
ACH-000202,,,,,,gs://cclebams/rna/G27368.COLO-320.1.bam,gs://cclebams/rna/G27368.COLO-320.1.bai,gs://cclebams/hybrid_capture/COLO320_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/COLO320_LARGE_INTESTINE.bai,gs://cclebams/targeted/C1926/COLO-320/current/COLO-320.bam,gs://cclebams/targeted/C1926/COLO-320/current/COLO-320.bai,gs://cclebams/raindance/G16640/COLO-320/current/COLO-320.bam,gs://cclebams/raindance/G16640/COLO-320/current/COLO-320.bai
ACH-000280,,,,,,gs://cclebams/rna/G27238.SNU-840.1.bam,gs://cclebams/rna/G27238.SNU-840.1.bai,gs://cclebams/hybrid_capture/SNU840_OVARY.bam,gs://cclebams/hybrid_capture/SNU840_OVARY.bai,,,gs://cclebams/raindance/G16640/SNU-840/current/SNU-840.bam,gs://cclebams/raindance/G16640/SNU-840/current/SNU-840.bai
ACH-000040,,,,,,gs://cclebams/rna/G30636.U-118_MG.1.bam,gs://cclebams/rna/G30636.U-118_MG.1.bai,gs://cclebams/hybrid_capture/U-118_MG.bam,gs://cclebams/hybrid_capture/U-118_MG.bai,,,,
ACH-000988,,,,gs://cclebams/wgs/G32831/MFE-319/v2/MFE-319.bam,gs://cclebams/wgs/G32831/MFE-319/v2/MFE-319.bai,gs://cclebams/rna/G28003.MFE-319.1.bam,gs://cclebams/rna/G28003.MFE-319.1.bai,gs://cclebams/hybrid_capture/MFE319_ENDOMETRIUM.bam,gs://cclebams/hybrid_capture/MFE319_ENDOMETRIUM.bai,,,gs://cclebams/raindance/G16640/MFE-319/current/MFE-319.bam,gs://cclebams/raindance/G16640/MFE-319/current/MFE-319.bai
ACH-000970,,,,,,gs://cclebams/rna/G30562.SNU-C5.1.bam,gs://cclebams/rna/G30562.SNU-C5.1.bai,gs://cclebams/hybrid_capture/SNUC5_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/SNUC5_LARGE_INTESTINE.bai,gs://cclebams/targeted/C1926/SNU-C5/current/SNU-C5.bam,gs://cclebams/targeted/C1926/SNU-C5/current/SNU-C5.bai,gs://cclebams/raindance/G16640/SNU-C5/current/SNU-C5.bam,gs://cclebams/raindance/G16640/SNU-C5/current/SNU-C5.bai
ACH-000115,,,,,,gs://cclebams/rna/G41666.VCaP.5.bam,gs://cclebams/rna/G41666.VCaP.5.bai,gs://cclebams/hybrid_capture/VCAP_PROSTATE.bam,gs://cclebams/hybrid_capture/VCAP_PROSTATE.bai,,,gs://cclebams/raindance/VCaP.bam,gs://cclebams/raindance/VCaP.bai
ACH-000877,,,,,,gs://cclebams/rna/G41717.EB1.5.bam,gs://cclebams/rna/G41717.EB1.5.bai,gs://cclebams/hybrid_capture/EB1.bam,gs://cclebams/hybrid_capture/EB1.bai,,,gs://cclebams/raindance/G16640/EB1/current/EB1.bam,gs://cclebams/raindance/G16640/EB1/current/EB1.bai
