,cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,matched_normal,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2,size
1393,CDS-UFfiFi,ACH-000769,1,,,LK2,PT-VBGMqgjd,CVCL_1377,,gs://cclebams/hybrid_capture/LK2_LUNG.bam,gs://cclebams/hybrid_capture/LK2_LUNG.bai,,Male,,74,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,hybrid_capture,,,CCLE line,CCLE2,13/11/2010,,,,kmw3SA==,,,,,,,,,,,6717327025
1394,CDS-zXmCWh,ACH-000255,1,,,LMSU,PT-8qOnHL1w,CVCL_4849,,gs://cclebams/hybrid_capture/LMSU_STOMACH.bam,gs://cclebams/hybrid_capture/LMSU_STOMACH.bai,,Female,,27.0,lymph_node,Gastric Cancer,gastric_adenocarcinoma,,gastric,,,hybrid_capture,,,CCLE line,CCLE2,23/11/2010,,,,NWXFOQ==,,,,,,,,,,,6647435938
1395,CDS-Lv8cE5,ACH-000819,1,,,LN18,PT-qNI4VQEq,CVCL_0392,,gs://cclebams/hybrid_capture/LN18_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/hybrid_capture/LN18_CENTRAL_NERVOUS_SYSTEM.bai,,Male,,65.0,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,hybrid_capture,,,CCLE line,CCLE2,23/6/2010,,,,Z8JUyg==,,,,,,,,,,,2043248336
1396,CDS-NoGg1T,ACH-000595,1,,,LN229,PT-u0fXOC55,CVCL_0393,,gs://cclebams/hybrid_capture/LN229_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/hybrid_capture/LN229_CENTRAL_NERVOUS_SYSTEM.bai,,Female,,60.0,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,hybrid_capture,,,CCLE line,CCLE2,23/6/2010,,,,ENqaZQ==,,,,,,,,,,,2258619721
1397,CDS-7KygnJ,ACH-000977,1,,,LNCAPCLONEFGC,PT-jynR7EXO,CVCL_1379,,gs://cclebams/hybrid_capture/LNCAPCLONEFGC_PROSTATE.bam,gs://cclebams/hybrid_capture/LNCAPCLONEFGC_PROSTATE.bai,,Male,,50.0,lymph_node,Prostate Cancer,prostate_adenocarcinoma,,prostate,,,hybrid_capture,,,CCLE line,CCLE2,27/7/2010,,,,/+TzIg==,,,,,,,,,,,1703570558
1398,CDS-oE0JXz,ACH-000104,1,,,LOUCY,PT-uVZ8pKhz,CVCL_1380,,gs://cclebams/hybrid_capture/LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,38.0,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,t_cell,blood,,,hybrid_capture,,,CCLE line,CCLE2,8/8/2010,,,,7oT3fA==,,,,,,,,,,,1851936771
1399,CDS-neup7q,ACH-000176,1,,,LOUNH91,PT-NKIjLCz3,CVCL_2104,,gs://cclebams/hybrid_capture/LOUNH91_LUNG.bam,gs://cclebams/hybrid_capture/LOUNH91_LUNG.bai,,Female,,64.0,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,hybrid_capture,,,CCLE line,CCLE2,25/6/2010,,,,+wgSMA==,,,,,,,,,,,2366169848
1400,CDS-g2COZo,ACH-000950,1,,,LOVO,PT-0ha43rxx,CVCL_0399,,gs://cclebams/hybrid_capture/LOVO_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/LOVO_LARGE_INTESTINE.bai,,Male,,56.0,lymph_node,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,hybrid_capture,,,CCLE line,CCLE2,23/6/2010,,,,TNlPbw==,,,,,,,,,,,2170671770
1401,CDS-xPHI0C,ACH-000750,1,,,LOXIMVI,PT-Qgl20QOY,CVCL_1381,,gs://cclebams/hybrid_capture/LOXIMVI_SKIN.bam,gs://cclebams/hybrid_capture/LOXIMVI_SKIN.bai,,Male,,58.0,lymph_node,Skin Cancer,melanoma,,skin,,,hybrid_capture,,,CCLE line,CCLE2,4/8/2010,,,,qpJjZQ==,,,,,,,,,,,2728033570
1402,CDS-nsxPeb,ACH-000204,1,,,LP1,PT-c9E8ppb3,CVCL_0012,,gs://cclebams/hybrid_capture/LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,56.0,haematopoietic_and_lymphoid_tissue,Myeloma,multiple_myeloma,,plasma_cell,,,hybrid_capture,,,CCLE line,CCLE2,4/8/2010,,,,lN/FsA==,,,,,,,,,,,2468802690
1403,CDS-dP03pn,ACH-000252,1,,,LS1034,PT-FIjUPCzl,CVCL_1382,,gs://cclebams/hybrid_capture/LS1034_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/LS1034_LARGE_INTESTINE.bai,,Male,,54.0,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,hybrid_capture,,,CCLE line,CCLE2,23/7/2010,,,,1A2rAA==,,,,,,,,,,,1996089289
1404,CDS-DYRUkG,ACH-000501,1,,,LS123,PT-n0gNAhWj,CVCL_1383,,gs://cclebams/hybrid_capture/LS123_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/LS123_LARGE_INTESTINE.bai,,Female,,65.0,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,hybrid_capture,,,CCLE line,CCLE2,24/6/2010,,,,kCBFew==,,,,,,,,,,,2631604679
1405,CDS-GrXAsN,ACH-000957,1,,,LS180,PT-rimlDhzU,CVCL_0397,,gs://cclebams/hybrid_capture/LS180_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/LS180_LARGE_INTESTINE.bai,,Female,,58.0,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,hybrid_capture,,,CCLE line; LS 174T is a variant of LS 180 that has been maintained by using trypsin in the subculture protocol (ATCC).,CCLE2,7/7/2010,,,,YAT2+g==,,,,,,,,,,,1756914994
1406,CDS-qgHxJZ,ACH-000985,1,,,LS411N,PT-EWPIGDti,CVCL_1385,,gs://cclebams/hybrid_capture/LS411N_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/LS411N_LARGE_INTESTINE.bai,,Male,,32.0,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,hybrid_capture,,,CCLE line,CCLE2,2/9/2010,,,,hFzx+g==,,,,,,,,,,,2392902546
1407,CDS-N2LTkb,ACH-000007,1,,,LS513,PT-epLMsCoH,CVCL_1386,,gs://cclebams/hybrid_capture/LS513_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/LS513_LARGE_INTESTINE.bai,HCC1588,Female,,63.0,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,hybrid_capture,,,CCLE line; Identical lines: HCC-1588 and LS513 share high SNP identity. Really is LS513,CCLE2,15/9/2010,,,,p9o0SQ==,,,,,,,,,,,3127636617
1408,CDS-djfIV5,ACH-000438,1,,,LU65,PT-QuXFnevU,CVCL_1392,,gs://cclebams/hybrid_capture/LU65_LUNG.bam,gs://cclebams/hybrid_capture/LU65_LUNG.bai,,Male,,64.0,lung,Lung Cancer,NSCLC,NSCLC_large_cell,lung,,,hybrid_capture,,,CCLE line,CCLE2,14/8/2010,,,,+SW3yg==,,,,,,,,,,,2890279426
1409,CDS-1saMUE,ACH-000444,1,,,LU99,PT-EWUid9KQ,CVCL_3015,,gs://cclebams/hybrid_capture/LU99_LUNG.bam,gs://cclebams/hybrid_capture/LU99_LUNG.bai,,Male,,63.0,pleura,Lung Cancer,NSCLC,NSCLC_large_cell,lung,,,hybrid_capture,,,CCLE line,CCLE2,23/8/2010,,,,xHgrbA==,,,,,,,,,,,3109996776
1410,CDS-Wc8t0I,ACH-000390,1,,,LUDLU1,PT-rQtHjHl4,CVCL_2582,,gs://cclebams/hybrid_capture/LUDLU1_LUNG.bam,gs://cclebams/hybrid_capture/LUDLU1_LUNG.bai,,Male,,72.0,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,hybrid_capture,,,CCLE line,CCLE2,26/6/2010,,,,jj1Ejw==,,,,,,,,,,,2163057894
1411,CDS-doLPw9,ACH-000787,1,,,LXF289,PT-6jEpSmP4,CVCL_1394,,gs://cclebams/hybrid_capture/LXF289_LUNG.bam,gs://cclebams/hybrid_capture/LXF289_LUNG.bai,,Male,,63.0,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,hybrid_capture,,,CCLE line,CCLE2,28/6/2010,,,,eXRnDg==,,,,,,,,,,,1894740027
1412,CDS-F57Jiq,ACH-000152,1,,,M059K,PT-B8hqudz2,CVCL_0401,,gs://cclebams/hybrid_capture/M059K_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/hybrid_capture/M059K_CENTRAL_NERVOUS_SYSTEM.bai,,Male,,33.0,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,hybrid_capture,,,"CCLE line; M059K &amp; M059J from same tumour specimen (ATCC). M059J cells lack DNA-dependent protein kinase activity, while M059K cells express normal levels of DNA-dependent protein kinase .",CCLE2,24/6/2010,,,,YuZJdw==,,,,,,,,,,,2607332684
1413,CDS-ai9nhG,ACH-000602,1,,,M07E,PT-DDVzRDiZ,CVCL_2106,,gs://cclebams/hybrid_capture/M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,0.5,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M7,blood,,,hybrid_capture,,,CCLE line; M7; CBFA2T3-GLIS2; p53 WT; NRAS mut; EVI high,CCLE2,7/8/2010,,,,rjGjQw==,,,,,,,,,,,2268020309
1414,CDS-Iy9vh1,ACH-000477,1,,,MALME3M,PT-gU3XXtpI,CVCL_1438,,gs://cclebams/hybrid_capture/MALME3M_SKIN.bam,gs://cclebams/hybrid_capture/MALME3M_SKIN.bai,,Male,,43.0,lung,Skin Cancer,melanoma,,skin,,,hybrid_capture,,,CCLE line,CCLE2,18/1/2010,,,,vS3Obg==,,,,,,,,,,,7550193219
1415,CDS-xqxJ6i,ACH-000583,1,,,MC116,PT-maqnDb7N,CVCL_1399,,gs://cclebams/hybrid_capture/MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,U,pleural_effusion,Lymphoma,non_hodgkin_lymphoma,b_cell,lymphocyte,,,hybrid_capture,,,CCLE line,CCLE2,28/7/2010,,,,cP9TlQ==,,,,,,,,,,,2116243482
1416,CDS-jnBnGo,ACH-000796,1,,,MCAS,PT-CLVi8zss,CVCL_3020,,gs://cclebams/hybrid_capture/MCAS_OVARY.bam,gs://cclebams/hybrid_capture/MCAS_OVARY.bai,,Female,,60,ovary,Ovarian Cancer,ovary_adenocarcinoma,mucinous,ovary,,,hybrid_capture,,,CCLE line,CCLE2,23/6/2010,,,,SkBBug==,,,,,,,,,,,2377123850
1417,CDS-LM90Xe,ACH-000019,1,,,MCF7,PT-sXMhYTOF,CVCL_0031,,gs://cclebams/hybrid_capture/MCF7.merged.bam,gs://cclebams/hybrid_capture/MCF7.merged.bai,,Female,,69.0,pleural_effusion,Breast Cancer,breast_carcinoma,ERpos_HER2neg,breast,,,hybrid_capture,,,CCLE line; ERpos; Identical lines: MCF-7 and KPL-1 share high SNP identity; luminal,CCLE2,21/5/2011,,,,lddoRQ==,,,,,,,,,,,3960888215
1418,CDS-BQE2JY,ACH-000621,1,,,MDAMB157,PT-KQ5tWioC,CVCL_0618,,gs://cclebams/hybrid_capture/MDA-MB-157.bam,gs://cclebams/hybrid_capture/MDA-MB-157.bai,,Female,,44.0,pleural_effusion,Breast Cancer,breast_ductal_carcinoma,ERneg_HER2neg,breast,,,hybrid_capture,,,CCLE line; TNBC; basal,CCLE2,10/1/2012,,,,x9t1Dg==,,,,,,,,,,,3099414237
1419,CDS-ovMcT0,ACH-000759,1,,,MDAMB175VII,PT-lB1QQucN,CVCL_1400,,gs://cclebams/hybrid_capture/MDA-MB-175-VII.bam,gs://cclebams/hybrid_capture/MDA-MB-175-VII.bai,,Female,,56.0,pleural_effusion,Breast Cancer,breast_ductal_carcinoma,ERpos_HER2neg,breast,,,hybrid_capture,,,CCLE line; ERpos; luminal,CCLE2,10/1/2012,,,,LqdhwA==,,,,,,,,,,,2560158656
1420,CDS-WqES4c,ACH-000876,1,,,MDAMB415,PT-eTVeUYeh,CVCL_0621,,gs://cclebams/hybrid_capture/MDA-MB-415.merged.bam,gs://cclebams/hybrid_capture/MDA-MB-415.merged.bai,,Female,,38.0,pleural_effusion,Breast Cancer,breast_carcinoma,ERpos_HER2neg,breast,,,hybrid_capture,,,CCLE line; Erpos; luminal,CCLE2,26/1/2011,,,,vYQdMg==,,,,,,,,,,,3433254160
1421,CDS-Xmw3DR,ACH-000044,1,,,MDAMB134VI,PT-BoH6STjP,CVCL_0617,,gs://cclebams/hybrid_capture/MDAMB134VI_BREAST.bam,gs://cclebams/hybrid_capture/MDAMB134VI_BREAST.bai,,Female,,47.0,pleural_effusion,Breast Cancer,breast_ductal_carcinoma,ERpos_HER2neg,breast,,,hybrid_capture,,,CCLE line; Erpos; luminal,CCLE2,19/8/2010,,,,7OApGw==,,,,,,,,,,,2798934947
1422,CDS-DAj9xU,ACH-000768,1,,,MDAMB231,PT-hNRC0t3p,CVCL_0062,,gs://cclebams/hybrid_capture/MDAMB231_BREAST.bam,gs://cclebams/hybrid_capture/MDAMB231_BREAST.bai,,Female,,51.0,pleural_effusion,Breast Cancer,breast_carcinoma,ERneg_HER2neg,breast,,,hybrid_capture,,,CCLE line; TNBC; basal,CCLE2,7/8/2010,,,,hnwj2w==,,,,,,,,,,,2383636005
1423,CDS-MWLjE0,ACH-000934,1,,,MDAMB361,PT-f0idLeli,CVCL_0620,,gs://cclebams/hybrid_capture/MDAMB361_BREAST.bam,gs://cclebams/hybrid_capture/MDAMB361_BREAST.bai,,Female,,40.0,central_nervous_system,Breast Cancer,breast_carcinoma,ERpos_HER2pos,breast,,,hybrid_capture,,,CCLE line; HER2Amp; luminal,CCLE2,4/8/2010,,,,rrW3Vw==,,,,,,,,,,,2750061895
1424,CDS-34Dokz,ACH-000884,1,,,MDAMB435S,PT-96KRcF6d,CVCL_0622,,gs://cclebams/hybrid_capture/MDAMB435S_SKIN.bam,gs://cclebams/hybrid_capture/MDAMB435S_SKIN.bai,,Unknown,,31.0,skin,Skin Cancer,melanoma,amelanotic,skin,,,hybrid_capture,,,CCLE line,CCLE2,4/8/2010,,,,AiF6qw==,,,,,,,,,,,1700293516
1425,CDS-YWz4Lc,ACH-000573,1,,,MDAMB436,PT-9emDFohT,CVCL_0623,,gs://cclebams/hybrid_capture/MDAMB436_BREAST.bam,gs://cclebams/hybrid_capture/MDAMB436_BREAST.bai,,Female,,43.0,pleural_effusion,Breast Cancer,breast_carcinoma,ERneg_HER2neg,breast,,,hybrid_capture,,,CCLE line; TNBC; basal,CCLE2,23/7/2010,,,,JlvuPg==,,,,,,,,,,,2315777352
1426,CDS-voKEvu,ACH-000910,1,,,MDAMB453,PT-ujig6mtm,CVCL_0418,,gs://cclebams/hybrid_capture/MDAMB453_BREAST.bam,gs://cclebams/hybrid_capture/MDAMB453_BREAST.bai,,Female,,48.0,pericardial_effusion,Breast Cancer,breast_carcinoma,ERneg_HER2neg,breast,,,hybrid_capture,,,CCLE line; TNBC; luminal,CCLE2,6/1/2010,,,,ISy91Q==,,,,,,,,,,,6436981842
1427,CDS-LgtU81,ACH-000849,1,,,MDAMB468,PT-Kydn0ouS,CVCL_0419,,gs://cclebams/hybrid_capture/MDAMB468_BREAST.bam,gs://cclebams/hybrid_capture/MDAMB468_BREAST.bai,,Female,,51.0,pleural_effusion,Breast Cancer,breast_carcinoma,ERneg_HER2neg,breast,,,hybrid_capture,,,CCLE line; TNBC; basal,CCLE2,23/7/2010,,,,t8NrcQ==,,,,,,,,,,,1780698461
1428,CDS-bfBIom,ACH-000952,1,,,MDAPCA2B,PT-1qMyQqR9,CVCL_4748,,gs://cclebams/hybrid_capture/MDAPCA2B_PROSTATE.bam,gs://cclebams/hybrid_capture/MDAPCA2B_PROSTATE.bai,,Male,,63.0,bone,Prostate Cancer,prostate_adenocarcinoma,,prostate,,,hybrid_capture,,,CCLE line,CCLE2,23/7/2010,,,,8TS8jA==,,,,,,,,,,,1997142906
1429,CDS-ISYd4d,ACH-000935,1,,,MDST8,PT-GsDsB7PV,CVCL_2588,,gs://cclebams/hybrid_capture/MDST8_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/MDST8_LARGE_INTESTINE.bai,,Unknown,,U,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,hybrid_capture,,,CCLE line,CCLE2,23/8/2010,,,,KBMLIA==,,,,,,,,,,,2961634084
1430,CDS-oNGoxv,ACH-000439,1,,,ME1,PT-eKuEnvgL,CVCL_2110,,gs://cclebams/hybrid_capture/ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,40.0,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M4,blood,,,hybrid_capture,,,M4; CBFB-MYH11; p53 WT; NRAS mut; Received from Ebert lab at Broad,CCLE2,26/7/2010,,,,5mx1yQ==,,,,,,,,,,,2681848440
1431,CDS-r3RVsN,ACH-000405,1,,,MEC1,PT-LwJcOoyT,CVCL_1870,,gs://cclebams/hybrid_capture/MEC-1.merged.bam,gs://cclebams/hybrid_capture/MEC-1.merged.bai,,Male,,61.0,haematopoietic_and_lymphoid_tissue,Leukemia,CLL,b_cell,blood,,,hybrid_capture,,,"CCLE line; MEC1 and MEC2, that grew spontaneously on two subsequent occasions from the peripheral blood of a patient with B-chronic lymphocytic leukemia (PMID:10071128).",CCLE2,27/1/2011,,,,bSgJgg==,,,,,,,,,,,10203309584
1432,CDS-50nOcC,ACH-000072,1,,,MEG01,PT-gfDTwE3s,CVCL_0425,,gs://cclebams/hybrid_capture/MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,55.0,bone_marrow,Leukemia,CML,,blood,,,hybrid_capture,,,CCLE line,CCLE2,19/7/2010,,,,B5agbQ==,,,,,,,,,,,1696254782
1433,CDS-PYiDfo,ACH-000450,1,,,MELHO,PT-23Id2fqg,CVCL_1402,,gs://cclebams/hybrid_capture/MELHO_SKIN.bam,gs://cclebams/hybrid_capture/MELHO_SKIN.bai,,Female,,U,skin,Skin Cancer,melanoma,,skin,,,hybrid_capture,,,CCLE line,CCLE2,24/6/2010,,,,QYXL5w==,,,,,,,,,,,2660345952
1434,CDS-0UlPEi,ACH-000881,1,,,MELJUSO,PT-6x6N8cAC,CVCL_1403,,gs://cclebams/hybrid_capture/MELJUSO_SKIN.bam,gs://cclebams/hybrid_capture/MELJUSO_SKIN.bai,,Female,,58.0,skin,Skin Cancer,melanoma,,skin,,,hybrid_capture,,,CCLE line,CCLE2,4/8/2010,,,,a3QgTw==,,,,,,,,,,,2244097423
1435,CDS-vMFzq8,ACH-000449,1,,,MESSA,PT-b3fM4njQ,CVCL_1404,,gs://cclebams/hybrid_capture/MES-SA.bam,gs://cclebams/hybrid_capture/MES-SA.bai,,Female,,56.0,endometrium,Sarcoma,uterine_sarcoma,,soft_tissue,,,hybrid_capture,,,CCLE line; The multi drug-resistant cell line MES-SA/Dx5 was derived from the human uterine sarcoma cell line MES-SA (ECACC) which was originally obtained from a tumour from a 56-year-old Caucasian female at the time of hysterectomy. The Dx5 variant exhibits a 100-f,CCLE2,10/1/2012,,,,htpftQ==,,,,,,,,,,,3428823866
1436,CDS-OARwcI,ACH-000987,1,,,MEWO,PT-qgKvlqe3,CVCL_0445,,gs://cclebams/hybrid_capture/MEWO_SKIN.bam,gs://cclebams/hybrid_capture/MEWO_SKIN.bai,,Male,,78.0,lymph_node,Skin Cancer,melanoma,,skin,,,hybrid_capture,,,,CCLE2,26/7/2010,,,,LoMyyw==,,,,,,,,,,,1712207521
1437,CDS-JdJVBI,ACH-000192,1,,,MFE280,PT-cbE5zXyW,CVCL_1405,,gs://cclebams/hybrid_capture/MFE280_ENDOMETRIUM.bam,gs://cclebams/hybrid_capture/MFE280_ENDOMETRIUM.bai,,Female,,77.0,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,hybrid_capture,,,CCLE line,CCLE2,14/8/2010,,,,kmQY2Q==,,,,,,,,,,,2738180949
1438,CDS-1TD6WI,ACH-000879,1,,,MFE296,PT-AoQeWmhQ,CVCL_1406,,gs://cclebams/hybrid_capture/MFE296_ENDOMETRIUM.bam,gs://cclebams/hybrid_capture/MFE296_ENDOMETRIUM.bai,,Female,,68.0,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,hybrid_capture,,,CCLE line,CCLE2,1/8/2010,,,,ag5GCg==,,,,,,,,,,,2091430472
1439,CDS-aHYaFs,ACH-000988,1,,,MFE319,PT-EAfQwrVh,CVCL_2112,,gs://cclebams/hybrid_capture/MFE319_ENDOMETRIUM.bam,gs://cclebams/hybrid_capture/MFE319_ENDOMETRIUM.bai,,Female,,81.0,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,hybrid_capture,,,CCLE line,CCLE2,1/7/2010,,,,ehwi1A==,,,,,,,,,,,2289175442
1440,CDS-vrKrMP,ACH-000359,1,,,MG63,PT-bMEILTUC,CVCL_0426,,gs://cclebams/hybrid_capture/MG63_BONE.bam,gs://cclebams/hybrid_capture/MG63_BONE.bai,,Male,,14.0,bone,Bone Cancer,osteosarcoma,,bone,,,hybrid_capture,,,CCLE line,CCLE2,23/6/2010,,,,FWiDmw==,,,,,,,,,,,2298463719
1441,CDS-iesWb1,ACH-000020,1,,,MHHCALL2,PT-ZwRwnBHB,CVCL_1409,,gs://cclebams/hybrid_capture/MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,15.0,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,b_cell,blood,,,hybrid_capture,,,CCLE line,CCLE2,14/8/2010,,,,XJ+22w==,,,,,,,,,,,2810634306
1442,CDS-pD194V,ACH-000032,1,,,MHHCALL3,PT-jgh3Ohro,CVCL_0089,,gs://cclebams/hybrid_capture/MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,11.0,bone_marrow,Leukemia,ALL,b_cell,blood,,,hybrid_capture,,,CCLE line,CCLE2,22/7/2010,,,,4GmGzg==,,,,,,,,,,,2079874593
1443,CDS-rc743Y,ACH-000156,1,,,MHHCALL4,PT-jukTZl4r,CVCL_1410,,gs://cclebams/hybrid_capture/MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,10.0,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,b_cell,blood,,,hybrid_capture,,,CCLE line,CCLE2,23/7/2010,,,,TXPkpg==,,,,,,,,,,,1868733082
1444,CDS-8ArVSl,ACH-000391,1,,,MHHES1,PT-MWZAlL7G,CVCL_1411,,gs://cclebams/hybrid_capture/MHHES1_BONE.bam,gs://cclebams/hybrid_capture/MHHES1_BONE.bai,,Male,,12.0,ascites,Bone Cancer,Ewing_sarcoma,,bone,,,hybrid_capture,,,CCLE line; (RNAseq) EWS/FLI,CCLE2,23/7/2010,,,,6A6wcg==,,,,,,,,,,,2008698262
1445,CDS-3A9SpA,ACH-000078,1,,,MHHNB11,PT-FB4arsZe,CVCL_1412,,gs://cclebams/hybrid_capture/MHHNB11_AUTONOMIC_GANGLIA.bam,gs://cclebams/hybrid_capture/MHHNB11_AUTONOMIC_GANGLIA.bai,,Male,,4.0,autonomic_ganglia,Neuroblastoma,neuroblastoma,,peripheral_nervous_system,,,hybrid_capture,,,CCLE line; MYCN amp; adrengenic; 1p +,CCLE2,4/8/2010,,,,ygualg==,,,,,,,,,,,1480497655
1446,CDS-ybODrg,ACH-000601,1,,,MIAPACA2,PT-9FekhbrI,CVCL_0428,,gs://cclebams/hybrid_capture/MIAPACA2_PANCREAS.bam,gs://cclebams/hybrid_capture/MIAPACA2_PANCREAS.bai,,Male,,65.0,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,hybrid_capture,,,CCLE line; exocrine adenocarcinoma,CCLE2,23/11/2010,,,,HxnP9Q==,,,,,,,,,,,6196955422
1447,CDS-lH1KiI,ACH-000220,1,,,MINO,PT-5fiQ3d28,CVCL_1872,,gs://cclebams/hybrid_capture/MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,64.0,haematopoietic_and_lymphoid_tissue,Lymphoma,non_hodgkin_lymphoma,b_cell_mantle_cell,lymphocyte,,,hybrid_capture,,,CCLE line,CCLE2,14/8/2010,,,,6mzDSg==,,,,,,,,,,,2920724061
1448,CDS-YB0Fmd,ACH-000077,1,,,MJ,PT-VxhT6z6u,CVCL_1414,,gs://cclebams/hybrid_capture/MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,50.0,haematopoietic_and_lymphoid_tissue,Lymphoma,non_hodgkin_lymphoma,t_cell_cutaneous,lymphocyte,,,hybrid_capture,,,CCLE line,CCLE2,23/6/2010,,,,W8dcDg==,,,,,,,,,,,2210113819
1449,CDS-fXVzOo,ACH-000356,1,,,MKN45,PT-mRXnrDLw,CVCL_0434,,gs://cclebams/hybrid_capture/MKN-45.bam,gs://cclebams/hybrid_capture/MKN-45.bai,,Female,,62.0,liver,Gastric Cancer,gastric_adenocarcinoma,diffuse_gastric,gastric,,,hybrid_capture,,,CCLE line; Diffuse gastric cancer,CCLE2,10/1/2012,,,,qtkgRQ==,,,,,,,,,,,3202767287
1450,CDS-1ib5sC,ACH-000351,1,,,MKN1,PT-7lGz4hHm,CVCL_1415,,gs://cclebams/hybrid_capture/MKN1_STOMACH.bam,gs://cclebams/hybrid_capture/MKN1_STOMACH.bai,,Male,,72.0,lymph_node,Gastric Cancer,gastric_adenocarcinoma,,gastric,,,hybrid_capture,,,CCLE line,CCLE2,22/7/2010,,,,haFsQg==,,,,,,,,,,,2749600250
