Adult/Pediatric,Alias,CCLE Name,CCLF Age,CCLF Gender,CDDB Registration Id,COSMIC.ID,Cell Line Name,Comments,Date Created,Date Last Modified,ELN Pages,MTA Terms,Original Source,Part of Genentech Project (Y/N),Part of PRISM,Part of Project Drive,Past CCLE names,Primary Disease,Primary Hist,Primary/Metastasis,Program,Projects,PubID,RRID,Sample Collection Site,Sanger Model ID,Sharing Terms,Stripped Cell Line Name,Subtype,User Created,User Last Modified,WTSI Master Cell ID,arxspan_id,depmap_disease,depmap_disease_subtype,depmap_molecular_subtype,depmap_public_comments,depmap_tissue
Adult,,OVSAHO_OVARY,56,Female,CDDB:000915,,OVSAHO,CCLE line; High grade ovarian serous adenocarcinoma,09/23/2015 12:56:46 PM,11/20/2019 04:57:58 PM,[{'ACH-000409-00': []}],,HSRRB,,P500,,,Ovarian Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_3114,abdomen,,,OVSAHO,"Adenocarcinoma, high grade serous",Arxspan Support,Emily Chambers,,ACH-000409,ovary_adenocarcinoma,high_grade_serous,,,ovary
Pediatric,,SAOS2_BONE,11,Female,CDDB:001004,909707,Saos-2,CCLE line,09/23/2015 12:56:47 PM,11/20/2019 04:55:43 PM,[{'ACH-000410-00': []}],,ATCC,,PRN300,,,Bone Cancer,osteosarcoma,Primary,CCLE,[],,CVCL_0548,bone,SIDM01084,,SAOS2,Osteosarcoma,Arxspan Support,Emily Chambers,399,ACH-000410,osteosarcoma,,,,bone
Adult,,769P_KIDNEY,63,Female,CDDB:000016,910922,769-P,CCLE line,09/23/2015 12:56:47 PM,11/20/2019 04:55:43 PM,[{'ACH-000411-00': []}],-1,ATCC,-1,P500,-1,,Kidney Cancer,carcinoma,Primary,CCLE,[],,CVCL_1050,kidney,SIDM00803,,769P,"Renal Carcinoma, clear cell",Arxspan Support,Emily Chambers,1186,ACH-000411,renal_cell_carcinoma,clear_cell,,,kidney
Adult,,SNU1197_LARGE_INTESTINE,70,Male,CDDB:001086,,SNU-1197,CCLE line,09/23/2015 12:56:49 PM,11/20/2019 04:58:21 PM,[{'ACH-000412-00': []}],,KCLB,,,,,Colon/Colorectal Cancer,carcinoma,Primary,CCLE,[],,CVCL_5016,Colon,SIDM00171,,SNU1197,Adenocarcinoma,Arxspan Support,Emily Chambers,,ACH-000412,colorectal_adenocarcinoma,,,,colorectal
Adult,,HS739T_FIBROBLAST,52,Female,CDDB:000416,,,CCLE line,09/23/2015 12:56:49 PM,11/20/2019 04:58:46 PM,[{'ACH-000413-00': []}],,,,,,HS739T_BREAST; HS739T_FIBROBLAST,Fibroblast,carcinoma,,CCLE Phase II- not available,[],,CVCL_0882,fibroblast,,,HS739T,Breast,Arxspan Support,Emily Chambers,,ACH-000413,fibroblast_breast,,,,fibroblast
Adult,,NCIH1944_LUNG,62,Female,CDDB:155467,1240185,NCI-H1944,CCLE line,09/23/2015 12:56:50 PM,11/20/2019 04:55:43 PM,[{'ACH-000414-00': []}],,ATCC,,P500,,,Lung Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_1508,soft_tissue,SIDM00762,,NCIH1944,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Arxspan Support,Emily Chambers,183,ACH-000414,NSCLC,NSCLC_adenocarcinoma,,,lung
Adult,,BICR6_UPPER_AERODIGESTIVE_TRACT,,Male,CDDB:000071,,BICR 6,CCLE line,09/23/2015 12:56:51 PM,11/20/2019 04:57:28 PM,[{'ACH-000415-00': []}],,ECACC,,P500,,,Head and Neck Cancer,carcinoma,Primary,CCLE,[],,CVCL_2314,upper_aerodigestive_tract,,,BICR6,"Squamous Cell Carcinoma, oral",Arxspan Support,Emily Chambers,,ACH-000415,upper_aerodigestive_squamous,oral,,,upper_aerodigestive
Adult,,NCIH838_LUNG,59,Male,CDDB:155365,910399,NCI-H838,CCLE line,09/23/2015 12:56:52 PM,11/20/2019 04:55:43 PM,[{'ACH-000416-00': []}],,ATCC,,P500,,,Lung Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_1594,lymph_node,SIDM01150,,NCIH838,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Arxspan Support,Emily Chambers,484,ACH-000416,NSCLC,NSCLC_adenocarcinoma,,,lung
Adult,,PANC0813_PANCREAS,85,Male,CDDB:000925,925347,Panc 08.13,CCLE line,09/23/2015 12:56:53 PM,11/20/2019 04:55:43 PM,[{'ACH-000417-00': []}],,ATCC,,P500,,,Pancreatic Cancer,carcinoma,Primary,CCLE,[],,CVCL_1638,pancreas,SIDM01136,,PANC0813,"Ductal Adenocarcinoma, exocrine",Arxspan Support,Emily Chambers,635,ACH-000417,exocrine,exocrine_adenocarcinoma,,,pancreas
Adult,,SW1353_BONE,72,Female,CDDB:001154,,SW 1353,CCLE line; IDH1 mutant,09/23/2015 12:56:54 PM,11/20/2019 04:55:43 PM,[{'ACH-000418-00': []}],,ATCC,,P500,,,Bone Cancer,chondrosarcoma,Primary,CCLE,[],,CVCL_0543,bone,,,SW1353,Chondrosarcoma,Arxspan Support,Emily Chambers,,ACH-000418,chondrosarcoma,,,,bone
Adult,,KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,77,Female,CDDB:000553,,KMS-28BM,CCLE line,09/23/2015 12:56:54 PM,11/20/2019 04:57:58 PM,[{'ACH-000419-00': []}],,HSRRB,,PRN300,,,Myeloma,lymphoid_neoplasm,Primary,CCLE,[],,CVCL_2994,haematopoietic_and_lymphoid_tissue,,,KMS28BM,Multiple Myeloma,Arxspan Support,Emily Chambers,,ACH-000419,multiple_myeloma,,,,plasma_cell
Adult,,SNU449_LIVER,52,Male,CDDB:001105,909738,SNU-449,CCLE line,09/23/2015 12:56:55 PM,11/20/2019 04:55:43 PM,[{'ACH-000420-00': []}],,ATCC,,P500,,,Liver Cancer,carcinoma,Primary,CCLE,[],,CVCL_0454,liver,SIDM01194,,SNU449,Hepatocellular Carcinoma,Arxspan Support,Emily Chambers,129,ACH-000420,hepatocellular_carcinoma,,,,liver
Adult,,SW837_LARGE_INTESTINE,53,Male,CDDB:001168,909755,SW837,CCLE line,09/23/2015 12:56:56 PM,11/20/2019 04:55:43 PM,[{'ACH-000421-00': []}],-1,ATCC,-1,P500,-1,,Colon/Colorectal Cancer,carcinoma,Primary,CCLE,[],,CVCL_1729,large_intestine,SIDM00833,,SW837,Adenocarcinoma,Arxspan Support,Emily Chambers,1141,ACH-000421,colorectal_adenocarcinoma,,,,colorectal
Adult,,SNU475_LIVER,43,Male,CDDB:001108,909739,SNU-475,CCLE line,09/23/2015 12:56:57 PM,11/20/2019 04:55:44 PM,[{'ACH-000422-00': []}],,ATCC,,,,,Liver Cancer,carcinoma,Primary,CCLE,[],,CVCL_0497,liver,SIDM01196,,SNU475,Hepatocellular Carcinoma,Arxspan Support,Emily Chambers,2059,ACH-000422,hepatocellular_carcinoma,,,,liver
Adult,,SKMEL3_SKIN,42,Female,CDDB:001044,909724,SK-MEL-3,CCLE line,09/23/2015 12:56:58 PM,11/20/2019 04:55:44 PM,[{'ACH-000423-00': []}],,ATCC,,P500,,,Skin Cancer,malignant_melanoma,Metastasis,CCLE,[],,CVCL_0550,lymph_node,SIDM01105,,SKMEL3,Melanoma,Arxspan Support,Emily Chambers,1572,ACH-000423,melanoma,,,,skin
Pediatric,,TC71_BONE,22,Male,CDDB:001180,1240221,TC-71,CCLE line,09/23/2015 12:56:58 PM,11/20/2019 04:57:08 PM,[{'ACH-000424-00': []}],,DSMZ,,PRN300,,,Bone Cancer,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,Primary,CCLE,[],,CVCL_2213,bone,SIDM00419,,TC71,Ewings Sarcoma,Arxspan Support,Emily Chambers,2194,ACH-000424,Ewing_sarcoma,,,,bone
Adult,,UACC62_SKIN,,Unknown,CDDB:001233,905976,UACC-62,CCLE line,09/23/2015 12:56:59 PM,11/21/2019 11:49:10 AM,[{'ACH-000425-00': []}],,NCI/DCTD,,P500,,,Skin Cancer,malignant_melanoma,,CCLE,[],,CVCL_1780,skin,SIDM00107,,UACC62,Melanoma,Arxspan Support,Emily Chambers,8,ACH-000425,melanoma,,,,skin
Adult,,KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,65,Female,CDDB:000549,,KMS-20,CCLE line,09/23/2015 12:57:00 PM,11/20/2019 04:57:59 PM,[{'ACH-000426-00': []}],,HSRRB,,PRN300,,,Myeloma,lymphoid_neoplasm,Primary,CCLE,[],,CVCL_2990,bone_marrow,,,KMS20,Multiple Myeloma,Arxspan Support,Emily Chambers,,ACH-000426,multiple_myeloma,,,,plasma_cell
Adult,,NCIN87_STOMACH,,Male,CDDB:134841,908461,NCI-N87,CCLE line; tubular_adenocarcinoma,09/23/2015 12:57:01 PM,11/20/2019 04:55:44 PM,[{'ACH-000427-00': []}],-1,ATCC,-1,P500,-1,,Gastric Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_1603,liver,SIDM01147,,NCIN87,"Adenocarcinoma, tubular",Arxspan Support,Emily Chambers,88,ACH-000427,gastric_adenocarcinoma,tubular,,,gastric
Adult,,UO31_KIDNEY,,Unknown,CDDB:001245,905981,UO-31,Received from CCLE; originally academic lab (Garraway lab),09/23/2015 12:57:02 PM,11/21/2019 11:49:10 AM,[{'ACH-000428-00': []}],-1,Academic lab,-1,P500,-1,,Kidney Cancer,unknown,,CCLE,[],,CVCL_1911,kidney,SIDM00112,,UO31,Renal Cell Carcinoma,Arxspan Support,Emily Chambers,1636,ACH-000428,renal_cell_carcinoma,,,,kidney
Adult,,A704_KIDNEY,78,Male,CDDB:000039,910920,A-704,CCLE line,09/23/2015 12:57:03 PM,11/20/2019 04:55:44 PM,[{'ACH-000429-00': []}],,ATCC,,P500,,,Kidney Cancer,carcinoma,Primary,CCLE,[],,CVCL_1065,kidney,SIDM00849,,A704,Renal Cell Carcinoma,Arxspan Support,Emily Chambers,949,ACH-000429,renal_cell_carcinoma,,,,kidney
Adult,,TYKNU_OVARY,,Female,CDDB:001217,909774,TYK-nu,CCLE line; High grade ovarian serous adenocarcinoma,09/23/2015 12:57:03 PM,11/20/2019 04:57:59 PM,[{'ACH-000430-00': []}],,HSRRB,,PRN300,,,Ovarian Cancer,carcinoma,Primary,CCLE,[],,CVCL_1776,ovary,SIDM00321,,TYKNU,"Adenocarcinoma, high grade serous",Arxspan Support,Emily Chambers,476,ACH-000430,ovary_adenocarcinoma,high_grade_serous,,,ovary
Adult,,NCIH1694_LUNG,61,Male,CDDB:155440,688006,NCI-H1694,CCLE line,09/23/2015 12:57:04 PM,11/20/2019 04:55:44 PM,[{'ACH-000431-00': []}],,ATCC,,PRN300,,,Lung Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_1489,ascites,SIDM00741,,NCIH1694,Small Cell Lung Cancer (SCLC),Arxspan Support,Emily Chambers,451,ACH-000431,SCLC,,,,lung
Adult,,BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,45,Male,CDDB:000100,910710,BV-173,CCLE line,09/23/2015 12:57:05 PM,11/20/2019 04:57:08 PM,[{'ACH-000432-00': []}],,DSMZ,,PRN300,,,Leukemia,haematopoietic_neoplasm,,CCLE,[],,CVCL_0181,haematopoietic_and_lymphoid_tissue,SIDM00962,,BV173,"Chronic Myelogenous Leukemia (CML), blast crisis",Arxspan Support,Emily Chambers,321,ACH-000432,CML,blast_crisis,,,blood
Adult,,CAKI1_KIDNEY,49,Male,CDDB:000109,905963,Caki-1,CCLE line,09/23/2015 12:57:06 PM,11/20/2019 04:55:44 PM,[{'ACH-000433-00': []}],,ATCC,,P500,,,Kidney Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_0234,skin,SIDM00941,,CAKI1,"Renal Carcinoma, clear cell",Arxspan Support,Emily Chambers,289,ACH-000433,renal_cell_carcinoma,clear_cell,,,kidney
Adult,,NCIH1915_LUNG,61,Female,CDDB:155463,1240184,NCI-H1915,CCLE line,09/23/2015 12:57:07 PM,11/20/2019 04:55:45 PM,[{'ACH-000434-00': []}],,ATCC,,P500,,,Lung Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_1505,central_nervous_system,SIDM00763,,NCIH1915,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Arxspan Support,Emily Chambers,1823,ACH-000434,NSCLC,NSCLC_large_cell,,,lung
Adult,,EFE184_ENDOMETRIUM,69,Female,CDDB:000234,,EFE-184,CCLE line,09/23/2015 12:57:07 PM,11/20/2019 04:57:08 PM,[{'ACH-000435-00': []}],,DSMZ,,PRN300,,,Endometrial/Uterine Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_1191,ascites,,,EFE184,Endometrial Adenocarcinoma,Arxspan Support,Emily Chambers,,ACH-000435,endometrial_adenocarcinoma,,,,uterus
Adult,OCI-MY7,OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,Unknown,CDDB:000892,,OCI-My7,"Received from Academic lab (Mitsiades, Broad)",09/23/2015 12:57:08 PM,11/21/2019 11:49:10 AM,[{'ACH-000436-00': []}],-1,Academic lab,-1,-1,-1,,Myeloma,unknown,,Appendix,[],,CVCL_E333,haematopoietic_and_lymphoid_tissue,,,OCIMY7,Multiple Myeloma,Arxspan Support,Emily Chambers,,ACH-000436,multiple_myeloma,,,,plasma_cell
Adult,,SW1088_CENTRAL_NERVOUS_SYSTEM,72,Male,CDDB:001151,909745,SW 1088,CCLE line,09/23/2015 12:57:09 PM,11/20/2019 04:55:45 PM,[{'ACH-000437-00': []}],,ATCC,,P500,,,Brain Cancer,glioma,Primary,CCLE,[],,CVCL_1715,central_nervous_system,SIDM01155,,SW1088,Astrocytoma,Arxspan Support,Emily Chambers,1310,ACH-000437,glioma,astrocytoma,,,central_nervous_system
Adult,,LU65_LUNG,64,Male,CDDB:000633,724863,,CCLE line,09/23/2015 12:57:10 PM,11/20/2019 04:58:16 PM,[{'ACH-000438-00': []}],,JCRB,,,,,Lung Cancer,carcinoma,Primary,Appendix,[],,CVCL_1392,lung,SIDM00547,,LU65,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Arxspan Support,Emily Chambers,47,ACH-000438,NSCLC,NSCLC_large_cell,,,lung
Pediatric,,ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,40,Male,CDDB:000662,1330942,ME-1,M4; CBFB-MYH11; p53 WT; NRAS mut; Received from Ebert lab at Broad,09/23/2015 12:57:11 PM,11/20/2019 04:57:08 PM,[{'ACH-000439-00': []}],,DSMZ,,,,,Leukemia,haematopoietic_neoplasm,,CCLE,[],,CVCL_2110,haematopoietic_and_lymphoid_tissue,SIDM00338,,ME1,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",Arxspan Support,Emily Chambers,427,ACH-000439,AML,M4,,,blood
Adult,,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,Male,CDDB:000106,910703,CA46,CCLE line,09/23/2015 12:57:11 PM,11/20/2019 04:55:45 PM,[{'ACH-000440-00': []}],,ATCC,,,,,Lymphoma,lymphoid_neoplasm,,CCLE,[],,CVCL_1101,ascites,SIDM00907,,CA46,"B-cell, Non-Hodgkins, Burkitts",Arxspan Support,Emily Chambers,1190,ACH-000440,non_hodgkin_lymphoma,b_cell_burkitt,,,lymphocyte
Adult,,SH4_SKIN,60,Female,CDDB:001025,909713,SH-4,CCLE line,09/23/2015 12:57:12 PM,11/20/2019 04:55:45 PM,[{'ACH-000441-00': []}],,ATCC,,P500,,,Skin Cancer,malignt_melanoma,Metastasis,CCLE,[],,CVCL_1692,pleural_effusion,SIDM01079,,SH4,Melanoma,Arxspan Support,Emily Chambers,1179,ACH-000441,melanoma,,,,skin
Adult,,RERFLCSQ1_LUNG,74,Female,CDDB:000972,1298538,RERF-LC-Sq1,CCLE line,09/23/2015 12:57:13 PM,11/20/2019 04:57:59 PM,[{'ACH-000442-00': []}],,HSRRB,,,,,Lung Cancer,carcinoma,Primary,CCLE,[],,CVCL_1656,lung,SIDM00354,,RERFLCSQ1,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Arxspan Support,Emily Chambers,449,ACH-000442,NSCLC,NSCLC_squamous,,,lung
Adult,,OVKATE_OVARY,40,Female,CDDB:000913,1240199,OVKATE,CCLE line; high grade serous papillary adenocarcinoma,09/23/2015 12:57:14 PM,11/20/2019 04:57:59 PM,[{'ACH-000443-00': []}],,HSRRB,,PRN300,,,Ovarian Cancer,carcinoma,Primary,CCLE,[],,CVCL_3110,ovary,SIDM00466,,OVKATE,"Adenocarcinoma, high grade serous",Arxspan Support,Emily Chambers,1094,ACH-000443,ovary_adenocarcinoma,high_grade_serous,,,ovary
Adult,,LU99_LUNG,63,Male,CDDB:000634,,LU99,CCLE line,09/23/2015 12:57:15 PM,11/20/2019 04:57:59 PM,[{'ACH-000444-00': []}],-1,HSRRB,-1,P500,-1,,Lung Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_3015,pleura,SIDM00546,,LU99,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Arxspan Support,Emily Chambers,,ACH-000444,NSCLC,NSCLC_large_cell,,,lung
Adult,,KNS60_CENTRAL_NERVOUS_SYSTEM,55,Male,CDDB:000557,,KNS-60,CCLE line,09/23/2015 12:57:15 PM,11/20/2019 04:57:59 PM,[{'ACH-000445-00': []}],,HSRRB,,P500,,,Brain Cancer,glioma,Primary,CCLE,[],,CVCL_2798,central_nervous_system,,,KNS60,Glioblastoma,Arxspan Support,Emily Chambers,,ACH-000445,glioma,glioblastoma,,,central_nervous_system
Pediatric,,KPNSI9S_AUTONOMIC_GANGLIA,,Male,CDDB:000571,,KP-N-SI9s,CCLE line; MYCN WT; mesenchymal; 1p -,09/23/2015 12:57:16 PM,11/20/2019 04:57:59 PM,[{'ACH-000446-00': []}],,HSRRB,,,,,Neuroblastoma,neuroblastoma,Metastasis,CCLE,[],,CVCL_1340,autonomic_ganglia,,,KPNSI9S,,Arxspan Support,Emily Chambers,,ACH-000446,neuroblastoma,,,,peripheral_nervous_system
Adult,,NCIH2228_LUNG,,Female,CDDB:155505,687816,NCI-H2228,CCLE line,09/23/2015 12:57:17 PM,11/20/2019 04:55:45 PM,[{'ACH-000447-00': []}],,ATCC,,P500,,,Lung Cancer,carcinoma,Primary,CCLE,[],,CVCL_1543,lung,SIDM00729,,NCIH2228,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Arxspan Support,Emily Chambers,1812,ACH-000447,NSCLC,NSCLC_adenocarcinoma,,,lung
Adult,,NCIH1666_LUNG,50,Female,CDDB:127983,908473,NCI-H1666,CCLE line; pleural effusion,09/23/2015 12:57:18 PM,11/20/2019 04:55:45 PM,[{'ACH-000448-00': []}],,ATCC,,,,,Lung Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_1485,pleural_effusion,SIDM00743,,NCIH1666,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Arxspan Support,Emily Chambers,958,ACH-000448,NSCLC,NSCLC_adenocarcinoma,,,lung
Adult,,MESSA_SOFT_TISSUE,56,Female,CDDB:000668,908127,MES-SA,CCLE line; The multi drug-resistant cell line MES-SA/Dx5 was derived from the human uterine sarcoma cell line MES-SA (ECACC) which was originally obtained from a tumour from a 56-year-old Caucasian female at the time of hysterectomy. The Dx5 variant exhibits a 100-f,09/23/2015 12:57:19 PM,11/20/2019 04:55:45 PM,[{'ACH-000449-00': []}],,ATCC,,P500,,,Sarcoma,sarcoma,Primary,CCLE,[],,CVCL_1404,endometrium,SIDM00625,,MESSA,Uterine Sarcoma,Arxspan Support,Emily Chambers,1395,ACH-000449,uterine_sarcoma,,,,soft_tissue
Adult,,MELHO_SKIN,,Female,CDDB:000666,908124,MEL-HO,CCLE line,09/23/2015 12:57:20 PM,11/20/2019 04:57:08 PM,[{'ACH-000450-00': []}],,DSMZ,,P500,,,Skin Cancer,malignant_melanoma,Primary,CCLE,[],,CVCL_1402,skin,SIDM00337,,MELHO,Melanoma,Arxspan Support,Emily Chambers,2109,ACH-000450,melanoma,,,,skin
Adult,,NCIH2085_LUNG,45,Male,CDDB:155488,687812,NCI-H2085,CCLE line,09/23/2015 12:57:20 PM,11/20/2019 04:55:45 PM,[{'ACH-000451-00': []}],,ATCC,,,,,Lung Cancer,carcinoma,Primary,CCLE,[],,CVCL_1523,lung,SIDM00709,,NCIH2085,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Arxspan Support,Emily Chambers,80,ACH-000451,NSCLC,NSCLC_adenocarcinoma,,,lung
Adult,,TE8_OESOPHAGUS,,Male,CDDB:001196,753623,TE-8,CCLE line,09/23/2015 12:57:21 PM,11/20/2019 04:58:34 PM,[{'ACH-000452-00': []}],,RIKEN,,P500,,,Esophageal Cancer,carcinoma,,CCLE,[],,CVCL_1766,oesophagus,SIDM00326,,TE8,Squamous Cell Carcinoma,Arxspan Support,Emily Chambers,2253,ACH-000452,esophagus_squamous,,,,esophagus
Adult,,MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,55,Male,CDDB:000695,,MOLP-2,CCLE line,09/23/2015 12:57:22 PM,11/20/2019 04:57:08 PM,[{'ACH-000453-00': []}],,DSMZ,,PRN300,,,Myeloma,lymphoid_neoplasm,Primary,CCLE,[],,CVCL_2123,haematopoietic_and_lymphoid_tissue,,,MOLP2,Multiple Myeloma,Arxspan Support,Emily Chambers,,ACH-000453,multiple_myeloma,,,,plasma_cell
Adult,,HCC95_LUNG,65,Male,CDDB:000342,,HCC-95,CCLE line,09/23/2015 12:57:23 PM,11/20/2019 04:58:21 PM,[{'ACH-000454-00': []}],,KCLB,,P500,,,Lung Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_5137,pleural_effusion,,,HCC95,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Arxspan Support,Emily Chambers,,ACH-000454,NSCLC,NSCLC_squamous,,,lung
Adult,,LN428_CENTRAL_NERVOUS_SYSTEM,,Male,CDDB:000613,,LN-428,Received from Academic lab (Linda Chin),09/23/2015 12:57:24 PM,11/20/2019 04:54:24 PM,[{'ACH-000455-00': []}],,Academic lab,,,,,Brain Cancer,glioma,,Appendix,[],,CVCL_3959,central_nervous_system,,,LN428,Glioblastoma,Arxspan Support,Emily Chambers,,ACH-000455,glioma,glioblastoma,,,central_nervous_system
Adult,,BCPAP_THYROID,76,Female,CDDB:000057,924104,B-CPAP,CCLE line,09/23/2015 12:57:24 PM,11/20/2019 04:57:08 PM,[{'ACH-000456-00': []}],,DSMZ,,P500,,,Thyroid Cancer,carcinoma,Primary,CCLE,[],,CVCL_0153,thyroid,SIDM00992,,BCPAP,"Carcinoma, papillary",Arxspan Support,Emily Chambers,346,ACH-000456,thyroid_carcinoma,papillary,,,thyroid
Adult,,CAL54_KIDNEY,75,Male,CDDB:000118,910952,CAL-54,CCLE line,09/23/2015 12:57:25 PM,11/20/2019 04:57:09 PM,[{'ACH-000457-00': []}],-1,DSMZ,-1,P500,-1,,Kidney Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_1111,pleural_effusion,SIDM00932,,CAL54,Renal Cell Carcinoma,Arxspan Support,Emily Chambers,482,ACH-000457,renal_cell_carcinoma,,,,kidney
Adult,,CJM_SKIN,,Unknown,CDDB:000146,,CJM,CCLE line,09/23/2015 12:57:26 PM,11/21/2019 11:49:10 AM,[{'ACH-000458-00': []}],,RIKEN,,P500,,,Skin Cancer,malignant_melanoma,Metastasis,CCLE,[],,CVCL_U797,skin,,,CJM,Melanoma,Arxspan Support,Emily Chambers,,ACH-000458,melanoma,,,,skin
Adult,,TUHR10TKB_KIDNEY,69,Male,CDDB:001213,,TUHR10TKB,CCLE line,09/23/2015 12:57:27 PM,11/20/2019 04:58:34 PM,[{'ACH-000459-00': []}],,RIKEN,,,,,Kidney Cancer,carcinoma,Primary,CCLE,[],,CVCL_5952,kidney,,,TUHR10TKB,Renal Cell Carcinoma,Arxspan Support,Emily Chambers,,ACH-000459,renal_cell_carcinoma,,,,kidney
Adult,,SNU8_OVARY,55,Female,CDDB:001123,,SNU-8,CCLE line; Ovarian serous cystadenocarcinoma,09/23/2015 12:57:28 PM,11/20/2019 04:58:21 PM,[{'ACH-000460-00': []}],,KCLB,,,,,Ovarian Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_5096,ascites,,,SNU8,"Adenocarcinoma, high grade serous",Arxspan Support,Emily Chambers,,ACH-000460,ovary_adenocarcinoma,high_grade_serous,,,ovary
Adult,,SNU1196_BILIARY_TRACT,,Unknown,CDDB:001085,,SNU-1196,CCLE line; extrahepatic_cholangiocarcinoma (Hilar),09/23/2015 12:57:29 PM,11/21/2019 11:49:11 AM,[{'ACH-000461-00': []}],,KCLB,,P500,,,Bile Duct Cancer,carcinoma,,CCLE,[],,CVCL_5015,biliary_tract,SIDM00163,,SNU1196,"Cholangiocarcinoma, extrahepatic",Arxspan Support,Emily Chambers,,ACH-000461,cholangiocarcinoma,extrahepatic,,,bile_duct
Adult,,NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3,Female,CDDB:000716,,NALM-1,CCLE line,09/23/2015 12:57:29 PM,11/20/2019 04:57:09 PM,[{'ACH-000462-00': []}],,DSMZ,,,,,Leukemia,haematopoietic_neoplasm,,CCLE,[],,CVCL_0091,haematopoietic_and_lymphoid_tissue,,,NALM1,"Chronic Myelogenous Leukemia (CML), blast crisis",Arxspan Support,Emily Chambers,,ACH-000462,CML,blast_crisis,,,blood
Adult,,NCIH460_LUNG,,Male,CDDB:128001,905943,NCI-H460,CCLE line,09/23/2015 12:57:30 PM,11/20/2019 04:55:46 PM,[{'ACH-000463-00': []}],,ATCC,,P500,,,Lung Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_0459,pleural_effusion,SIDM00144,,NCIH460,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Arxspan Support,Emily Chambers,2146,ACH-000463,NSCLC,NSCLC_large_cell,,,lung
Adult,,CAS1_CENTRAL_NERVOUS_SYSTEM,63,Male,CDDB:000130,910943,CAS-1,CCLE line,09/23/2015 12:57:31 PM,11/20/2019 04:58:14 PM,[{'ACH-000464-00': []}],,ICLC,,PRN300,,,Brain Cancer,glioma,Primary,CCLE,[],,CVCL_1117,central_nervous_system,SIDM00212,,CAS1,Glioblastoma,Arxspan Support,Emily Chambers,604,ACH-000464,glioma,glioblastoma,,,central_nervous_system
Adult,,SKMEL1_SKIN,29,Male,CDDB:001040,909723,SK-MEL-1,CCLE line,09/23/2015 12:57:32 PM,11/20/2019 04:55:46 PM,[{'ACH-000465-00': []}],-1,ATCC,-1,-1,-1,,Skin Cancer,malignant_melanoma,Metastasis,CCLE,[],,CVCL_0068,haematopoietic_and_lymphoid_tissue,SIDM01107,,SKMEL1,Melanoma,Arxspan Support,Emily Chambers,42,ACH-000465,melanoma,,,,skin
Adult,,SNU216_STOMACH,46,Female,CDDB:001094,,SNU-216,CCLE line; tubular_adenocarcinoma,09/23/2015 12:57:33 PM,11/20/2019 04:58:21 PM,[{'ACH-000466-00': []}],,KCLB,,PRN300,,,Gastric Cancer,carcinoma,Metastasis,CCLE,[],,CVCL_3946,lymph_node,,,SNU216,"Adenocarcinoma, tubular",Arxspan Support,Emily Chambers,,ACH-000466,gastric_adenocarcinoma,tubular,,,gastric
